date_level,population,stock number,total portion
20170616_1-999,"13,997","515,535",0.31
"20170616_1,000-5,000","9,180","20,868,944",12.85
"20170616_5,001-10,000","1,999","16,258,091",10.01
"20170616_10,001-15,000",579,"7,494,191",4.61
"20170616_15,001-20,000",440,"8,296,650",5.11
"20170616_20,001-30,000",343,"8,862,224",5.46
"20170616_30,001-40,000",174,"6,273,267",3.86
"20170616_40,001-50,000",111,"5,246,325",3.23
"20170616_50,001-100,000",213,"14,993,702",9.23
"20170616_100,001-200,000",88,"12,189,990",7.51
"20170616_200,001-400,000",36,"9,727,034",5.99
"20170616_400,001-600,000",17,"8,380,417",5.16
"20170616_600,001-800,000",2,"1,390,868",0.85
"20170616_800,001-1,000,000",8,"7,490,137",4.61
"20170616_1,000,001以上",17,"34,317,838",21.14
20170609_1-999,"13,987","518,798",0.31
"20170609_1,000-5,000","8,876","20,370,681",12.55
"20170609_5,001-10,000","1,996","16,267,963",10.02
"20170609_10,001-15,000",584,"7,562,319",4.65
"20170609_15,001-20,000",436,"8,229,650",5.07
"20170609_20,001-30,000",343,"8,812,024",5.42
"20170609_30,001-40,000",176,"6,336,467",3.9
"20170609_40,001-50,000",113,"5,344,325",3.29
"20170609_50,001-100,000",217,"15,277,442",9.41
"20170609_100,001-200,000",86,"11,905,250",7.33
"20170609_200,001-400,000",38,"10,066,034",6.2
"20170609_400,001-600,000",17,"8,363,417",5.15
"20170609_600,001-800,000",2,"1,390,868",0.85
"20170609_800,001-1,000,000",8,"7,351,137",4.52
"20170609_1,000,001以上",17,"34,508,838",21.26
20170603_1-999,"13,978","520,140",0.32
"20170603_1,000-5,000","8,910","20,442,596",12.59
"20170603_5,001-10,000","2,007","16,310,901",10.04
"20170603_10,001-15,000",583,"7,548,124",4.65
"20170603_15,001-20,000",441,"8,324,650",5.12
"20170603_20,001-30,000",345,"8,868,024",5.46
"20170603_30,001-40,000",177,"6,384,467",3.93
"20170603_40,001-50,000",111,"5,241,325",3.22
"20170603_50,001-100,000",217,"15,360,702",9.46
"20170603_100,001-200,000",87,"12,050,990",7.42
"20170603_200,001-400,000",37,"9,761,034",6.01
"20170603_400,001-600,000",18,"8,748,417",5.39
"20170603_600,001-800,000",3,"2,097,868",1.29
"20170603_800,001-1,000,000",8,"7,275,137",4.48
"20170603_1,000,001以上",16,"33,370,838",20.56
20170526_1-999,"13,960","519,590",0.32
"20170526_1,000-5,000","8,936","20,464,687",12.6
"20170526_5,001-10,000","2,015","16,382,013",10.09
"20170526_10,001-15,000",587,"7,596,998",4.68
"20170526_15,001-20,000",444,"8,380,251",5.16
"20170526_20,001-30,000",348,"8,968,153",5.52
"20170526_30,001-40,000",176,"6,353,210",3.91
"20170526_40,001-50,000",110,"5,210,325",3.21
"20170526_50,001-100,000",218,"15,432,702",9.5
"20170526_100,001-200,000",88,"12,367,237",7.61
"20170526_200,001-400,000",38,"10,217,787",6.29
"20170526_400,001-600,000",17,"8,479,417",5.22
"20170526_600,001-800,000",3,"2,180,868",1.34
"20170526_800,001-1,000,000",7,"6,439,137",3.96
"20170526_1,000,001以上",16,"33,312,838",20.52
20170519_1-999,"13,936","520,328",0.32
"20170519_1,000-5,000","8,930","20,495,267",12.62
"20170519_5,001-10,000","2,004","16,292,507",10.03
"20170519_10,001-15,000",575,"7,422,387",4.57
"20170519_15,001-20,000",448,"8,437,662",5.19
"20170519_20,001-30,000",347,"8,967,741",5.52
"20170519_30,001-40,000",175,"6,342,010",3.9
"20170519_40,001-50,000",107,"5,061,010",3.11
"20170519_50,001-100,000",223,"15,740,017",9.69
"20170519_100,001-200,000",89,"12,468,237",7.68
"20170519_200,001-400,000",37,"9,820,787",6.05
"20170519_400,001-600,000",18,"9,044,417",5.57
"20170519_600,001-800,000",3,"2,124,868",1.3
"20170519_800,001-1,000,000",8,"7,358,675",4.53
"20170519_1,000,001以上",15,"32,209,300",19.84
20170512_1-999,"13,932","521,054",0.32
"20170512_1,000-5,000","8,963","20,574,541",12.67
"20170512_5,001-10,000","2,003","16,313,276",10.05
"20170512_10,001-15,000",577,"7,450,387",4.59
"20170512_15,001-20,000",459,"8,643,918",5.32
"20170512_20,001-30,000",342,"8,836,716",5.44
"20170512_30,001-40,000",176,"6,391,010",3.93
"20170512_40,001-50,000",103,"4,867,010",2.99
"20170512_50,001-100,000",227,"16,118,004",9.93
"20170512_100,001-200,000",89,"12,441,990",7.66
"20170512_200,001-400,000",36,"9,473,333",5.83
"20170512_400,001-600,000",16,"8,022,131",4.94
"20170512_600,001-800,000",6,"4,239,406",2.61
"20170512_800,001-1,000,000",8,"7,434,137",4.58
"20170512_1,000,001以上",14,"30,978,300",19.08
20170505_1-999,"13,924","520,470",0.32
"20170505_1,000-5,000","8,977","20,599,802",12.69
"20170505_5,001-10,000","2,011","16,350,764",10.07
"20170505_10,001-15,000",575,"7,433,732",4.58
"20170505_15,001-20,000",462,"8,695,918",5.35
"20170505_20,001-30,000",342,"8,842,807",5.44
"20170505_30,001-40,000",177,"6,413,409",3.95
"20170505_40,001-50,000",102,"4,816,010",2.96
"20170505_50,001-100,000",224,"15,904,004",9.79
"20170505_100,001-200,000",89,"12,332,250",7.59
"20170505_200,001-400,000",39,"10,072,073",6.2
"20170505_400,001-600,000",16,"7,965,131",4.9
"20170505_600,001-800,000",6,"4,097,406",2.52
"20170505_800,001-1,000,000",8,"7,310,137",4.5
"20170505_1,000,001以上",14,"30,951,300",19.06
20170428_1-999,"13,918","518,744",0.31
"20170428_1,000-5,000","9,018","20,714,621",12.76
"20170428_5,001-10,000","2,017","16,377,392",10.09
"20170428_10,001-15,000",575,"7,431,732",4.57
"20170428_15,001-20,000",467,"8,790,918",5.41
"20170428_20,001-30,000",343,"8,856,807",5.45
"20170428_30,001-40,000",175,"6,318,409",3.89
"20170428_40,001-50,000",103,"4,872,010",3.0
"20170428_50,001-100,000",225,"16,041,017",9.88
"20170428_100,001-200,000",91,"12,652,990",7.79
"20170428_200,001-400,000",38,"10,080,858",6.21
"20170428_400,001-600,000",17,"8,594,131",5.29
"20170428_600,001-800,000",4,"2,788,868",1.71
"20170428_800,001-1,000,000",8,"7,249,137",4.46
"20170428_1,000,001以上",14,"31,017,579",19.11
20170421_1-999,"13,875","519,393",0.32
"20170421_1,000-5,000","9,050","20,797,529",12.81
"20170421_5,001-10,000","2,027","16,440,322",10.12
"20170421_10,001-15,000",579,"7,496,613",4.61
"20170421_15,001-20,000",470,"8,848,918",5.45
"20170421_20,001-30,000",342,"8,819,419",5.43
"20170421_30,001-40,000",178,"6,447,409",3.97
"20170421_40,001-50,000",103,"4,864,010",2.99
"20170421_50,001-100,000",226,"16,135,757",9.94
"20170421_100,001-200,000",86,"11,967,619",7.37
"20170421_200,001-400,000",39,"10,378,598",6.39
"20170421_400,001-600,000",18,"8,864,131",5.46
"20170421_600,001-800,000",4,"2,620,779",1.61
"20170421_800,001-1,000,000",9,"8,338,137",5.13
"20170421_1,000,001以上",13,"29,766,579",18.33
20170414_1-999,"13,755","521,058",0.32
"20170414_1,000-5,000","9,071","20,817,849",12.82
"20170414_5,001-10,000","2,029","16,444,136",10.13
"20170414_10,001-15,000",575,"7,447,814",4.58
"20170414_15,001-20,000",473,"8,898,918",5.48
"20170414_20,001-30,000",344,"8,866,419",5.46
"20170414_30,001-40,000",183,"6,637,409",4.08
"20170414_40,001-50,000",103,"4,868,010",2.99
"20170414_50,001-100,000",221,"15,771,030",9.71
"20170414_100,001-200,000",86,"11,861,897",7.3
"20170414_200,001-400,000",38,"10,291,047",6.34
"20170414_400,001-600,000",18,"8,997,042",5.54
"20170414_600,001-800,000",4,"2,669,868",1.64
"20170414_800,001-1,000,000",7,"6,405,137",3.94
"20170414_1,000,001以上",15,"31,807,579",19.59
20170407_1-999,"13,359","519,385",0.32
"20170407_1,000-5,000","9,097","20,895,548",12.87
"20170407_5,001-10,000","2,033","16,537,110",10.18
"20170407_10,001-15,000",578,"7,475,397",4.6
"20170407_15,001-20,000",475,"8,928,335",5.5
"20170407_20,001-30,000",335,"8,665,898",5.33
"20170407_30,001-40,000",180,"6,498,964",4.0
"20170407_40,001-50,000",106,"5,014,442",3.08
"20170407_50,001-100,000",219,"15,728,593",9.69
"20170407_100,001-200,000",83,"11,403,868",7.02
"20170407_200,001-400,000",39,"10,414,047",6.41
"20170407_400,001-600,000",16,"7,829,042",4.82
"20170407_600,001-800,000",7,"4,979,868",3.06
"20170407_800,001-1,000,000",6,"5,632,137",3.47
"20170407_1,000,001以上",15,"31,782,579",19.58
20170331_1-999,"13,176","519,086",0.31
"20170331_1,000-5,000","9,083","20,863,847",12.85
"20170331_5,001-10,000","2,028","16,462,110",10.14
"20170331_10,001-15,000",592,"7,657,055",4.71
"20170331_15,001-20,000",468,"8,803,143",5.42
"20170331_20,001-30,000",340,"8,794,419",5.41
"20170331_30,001-40,000",179,"6,450,964",3.97
"20170331_40,001-50,000",104,"4,916,455",3.02
"20170331_50,001-100,000",219,"15,748,593",9.7
"20170331_100,001-200,000",85,"11,733,868",7.22
"20170331_200,001-400,000",39,"10,335,047",6.36
"20170331_400,001-600,000",15,"7,327,042",4.51
"20170331_600,001-800,000",7,"4,968,868",3.06
"20170331_800,001-1,000,000",7,"6,675,137",4.11
"20170331_1,000,001以上",14,"31,049,579",19.13
20170324_1-999,"12,899","518,173",0.31
"20170324_1,000-5,000","9,162","21,070,040",12.98
"20170324_5,001-10,000","2,016","16,385,255",10.09
"20170324_10,001-15,000",601,"7,767,138",4.78
"20170324_15,001-20,000",466,"8,748,156",5.38
"20170324_20,001-30,000",341,"8,765,898",5.4
"20170324_30,001-40,000",175,"6,295,964",3.87
"20170324_40,001-50,000",109,"5,137,455",3.16
"20170324_50,001-100,000",218,"15,745,593",9.7
"20170324_100,001-200,000",83,"11,374,868",7.0
"20170324_200,001-400,000",40,"10,436,047",6.42
"20170324_400,001-600,000",15,"7,329,042",4.51
"20170324_600,001-800,000",6,"4,169,868",2.56
"20170324_800,001-1,000,000",7,"6,497,137",4.0
"20170324_1,000,001以上",15,"32,064,579",19.75
20170317_1-999,"12,658","518,648",0.31
"20170317_1,000-5,000","9,211","21,195,329",13.05
"20170317_5,001-10,000","2,032","16,506,418",10.16
"20170317_10,001-15,000",602,"7,780,199",4.79
"20170317_15,001-20,000",478,"8,976,181",5.53
"20170317_20,001-30,000",338,"8,725,898",5.37
"20170317_30,001-40,000",178,"6,416,478",3.95
"20170317_40,001-50,000",114,"5,363,455",3.3
"20170317_50,001-100,000",215,"15,567,780",9.59
"20170317_100,001-200,000",87,"12,052,868",7.42
"20170317_200,001-400,000",37,"9,808,333",6.04
"20170317_400,001-600,000",16,"7,959,042",4.9
"20170317_600,001-800,000",7,"4,776,868",2.94
"20170317_800,001-1,000,000",5,"4,672,137",2.87
"20170317_1,000,001以上",15,"31,985,579",19.7
20170310_1-999,"12,302","519,837",0.32
"20170310_1,000-5,000","9,269","21,304,102",13.12
"20170310_5,001-10,000","2,049","16,684,215",10.27
"20170310_10,001-15,000",608,"7,870,671",4.84
"20170310_15,001-20,000",481,"9,031,950",5.56
"20170310_20,001-30,000",341,"8,807,898",5.42
"20170310_30,001-40,000",175,"6,311,478",3.88
"20170310_40,001-50,000",110,"5,166,455",3.18
"20170310_50,001-100,000",217,"15,632,631",9.63
"20170310_100,001-200,000",86,"11,680,017",7.19
"20170310_200,001-400,000",38,"10,073,333",6.2
"20170310_400,001-600,000",18,"9,111,131",5.61
"20170310_600,001-800,000",5,"3,423,779",2.1
"20170310_800,001-1,000,000",5,"4,683,137",2.88
"20170310_1,000,001以上",15,"32,004,579",19.71
20170303_1-999,"11,974","520,442",0.32
"20170303_1,000-5,000","9,282","21,324,367",13.13
"20170303_5,001-10,000","2,041","16,621,724",10.24
"20170303_10,001-15,000",611,"7,910,162",4.87
"20170303_15,001-20,000",473,"8,905,925",5.48
"20170303_20,001-30,000",339,"8,734,923",5.38
"20170303_30,001-40,000",180,"6,501,465",4.0
"20170303_40,001-50,000",108,"5,073,455",3.12
"20170303_50,001-100,000",214,"15,522,774",9.56
"20170303_100,001-200,000",86,"11,708,479",7.21
"20170303_200,001-400,000",36,"9,644,047",5.94
"20170303_400,001-600,000",20,"9,852,866",6.07
"20170303_600,001-800,000",3,"2,044,868",1.25
"20170303_800,001-1,000,000",5,"4,712,137",2.9
"20170303_1,000,001以上",16,"33,227,579",20.47
20170224_1-999,"11,830","520,315",0.32
"20170224_1,000-5,000","9,287","21,349,723",13.15
"20170224_5,001-10,000","2,043","16,629,726",10.24
"20170224_10,001-15,000",616,"7,972,931",4.91
"20170224_15,001-20,000",470,"8,844,925",5.44
"20170224_20,001-30,000",339,"8,732,923",5.38
"20170224_30,001-40,000",183,"6,619,465",4.07
"20170224_40,001-50,000",107,"5,031,455",3.09
"20170224_50,001-100,000",215,"15,592,774",9.6
"20170224_100,001-200,000",84,"11,262,479",6.93
"20170224_200,001-400,000",40,"10,855,047",6.68
"20170224_400,001-600,000",18,"8,983,866",5.53
"20170224_600,001-800,000",3,"2,042,868",1.25
"20170224_800,001-1,000,000",5,"4,721,137",2.9
"20170224_1,000,001以上",16,"33,145,579",20.42
20170218_1-999,"11,638","522,013",0.32
"20170218_1,000-5,000","9,224","21,204,640",13.06
"20170218_5,001-10,000","2,025","16,455,160",10.13
"20170218_10,001-15,000",609,"7,882,880",4.85
"20170218_15,001-20,000",469,"8,824,927",5.43
"20170218_20,001-30,000",337,"8,685,923",5.35
"20170218_30,001-40,000",185,"6,692,465",4.12
"20170218_40,001-50,000",106,"4,982,455",3.06
"20170218_50,001-100,000",214,"15,501,774",9.55
"20170218_100,001-200,000",86,"11,435,479",7.04
"20170218_200,001-400,000",38,"10,226,047",6.3
"20170218_400,001-600,000",19,"9,546,866",5.88
"20170218_600,001-800,000",2,"1,390,868",0.85
"20170218_800,001-1,000,000",6,"5,613,137",3.45
"20170218_1,000,001以上",16,"33,340,579",20.54
20170210_1-999,"11,425","524,458",0.32
"20170210_1,000-5,000","8,999","20,788,071",12.8
"20170210_5,001-10,000","2,007","16,267,187",10.02
"20170210_10,001-15,000",594,"7,725,456",4.75
"20170210_15,001-20,000",468,"8,795,927",5.41
"20170210_20,001-30,000",331,"8,528,999",5.25
"20170210_30,001-40,000",179,"6,478,910",3.99
"20170210_40,001-50,000",104,"4,907,455",3.02
"20170210_50,001-100,000",216,"15,551,774",9.58
"20170210_100,001-200,000",82,"11,136,479",6.86
"20170210_200,001-400,000",38,"10,239,585",6.3
"20170210_400,001-600,000",14,"6,929,042",4.26
"20170210_600,001-800,000",5,"3,345,154",2.06
"20170210_800,001-1,000,000",8,"7,345,137",4.52
"20170210_1,000,001以上",16,"33,741,579",20.78
20170203_1-999,"11,349","524,485",0.32
"20170203_1,000-5,000","9,086","20,975,644",12.92
"20170203_5,001-10,000","2,031","16,463,385",10.14
"20170203_10,001-15,000",598,"7,786,255",4.79
"20170203_15,001-20,000",461,"8,650,338",5.32
"20170203_20,001-30,000",335,"8,629,991",5.31
"20170203_30,001-40,000",173,"6,238,923",3.84
"20170203_40,001-50,000",110,"5,171,455",3.18
"20170203_50,001-100,000",211,"15,031,774",9.26
"20170203_100,001-200,000",83,"11,159,479",6.87
"20170203_200,001-400,000",39,"10,454,572",6.44
"20170203_400,001-600,000",13,"6,329,617",3.89
"20170203_600,001-800,000",6,"3,886,579",2.39
"20170203_800,001-1,000,000",7,"6,515,137",4.01
"20170203_1,000,001以上",17,"34,487,579",21.24
20170126_1-999,"11,322","526,047",0.32
"20170126_1,000-5,000","9,080","20,964,082",12.91
"20170126_5,001-10,000","2,035","16,493,385",10.16
"20170126_10,001-15,000",598,"7,777,255",4.79
"20170126_15,001-20,000",464,"8,704,338",5.36
"20170126_20,001-30,000",336,"8,663,991",5.33
"20170126_30,001-40,000",175,"6,310,923",3.88
"20170126_40,001-50,000",109,"5,130,455",3.16
"20170126_50,001-100,000",211,"15,051,774",9.27
"20170126_100,001-200,000",84,"11,315,479",6.97
"20170126_200,001-400,000",38,"10,188,572",6.27
"20170126_400,001-600,000",13,"6,329,617",3.89
"20170126_600,001-800,000",6,"3,899,579",2.4
"20170126_800,001-1,000,000",7,"6,489,137",3.99
"20170126_1,000,001以上",17,"34,460,579",21.23
20170120_1-999,"11,294","527,048",0.32
"20170120_1,000-5,000","9,107","21,030,876",12.95
"20170120_5,001-10,000","2,025","16,401,590",10.1
