date_level,population,stock number,total portion
20170609_1-999,"6,578","733,185",0.62
"20170609_1,000-5,000","1,964","4,391,691",3.73
"20170609_5,001-10,000",414,"3,288,527",2.80
"20170609_10,001-15,000",127,"1,580,716",1.34
"20170609_15,001-20,000",124,"2,293,261",1.95
"20170609_20,001-30,000",102,"2,566,602",2.18
"20170609_30,001-40,000",59,"2,142,810",1.82
"20170609_40,001-50,000",27,"1,247,205",1.06
"20170609_50,001-100,000",96,"6,834,623",5.81
"20170609_100,001-200,000",58,"8,169,606",6.95
"20170609_200,001-400,000",34,"9,704,212",8.26
"20170609_400,001-600,000",5,"2,544,936",2.16
"20170609_600,001-800,000",5,"3,396,665",2.89
"20170609_800,001-1,000,000",8,"7,258,285",6.18
"20170609_1,000,001以上",14,"61,290,576",52.18
20170603_1-999,"6,580","737,065",0.62
"20170603_1,000-5,000","1,982","4,396,177",3.74
"20170603_5,001-10,000",437,"3,464,532",2.94
"20170603_10,001-15,000",131,"1,632,472",1.39
"20170603_15,001-20,000",119,"2,213,409",1.88
"20170603_20,001-30,000",103,"2,571,015",2.18
"20170603_30,001-40,000",64,"2,313,886",1.97
"20170603_40,001-50,000",25,"1,135,595",0.96
"20170603_50,001-100,000",94,"6,680,469",5.68
"20170603_100,001-200,000",57,"8,084,606",6.88
"20170603_200,001-400,000",34,"9,742,212",8.29
"20170603_400,001-600,000",6,"3,141,936",2.67
"20170603_600,001-800,000",4,"2,769,665",2.35
"20170603_800,001-1,000,000",8,"7,217,285",6.14
"20170603_1,000,001以上",14,"61,342,576",52.23
20170526_1-999,"6,579","741,272",0.63
"20170526_1,000-5,000","2,035","4,524,478",3.85
"20170526_5,001-10,000",447,"3,547,434",3.02
"20170526_10,001-15,000",134,"1,675,612",1.42
"20170526_15,001-20,000",119,"2,209,728",1.88
"20170526_20,001-30,000",99,"2,477,895",2.10
"20170526_30,001-40,000",61,"2,198,813",1.87
"20170526_40,001-50,000",28,"1,276,246",1.08
"20170526_50,001-100,000",95,"6,775,021",5.76
"20170526_100,001-200,000",56,"8,001,727",6.81
"20170526_200,001-400,000",33,"9,540,212",8.12
"20170526_400,001-600,000",6,"3,139,936",2.67
"20170526_600,001-800,000",4,"2,787,665",2.37
"20170526_800,001-1,000,000",8,"7,187,285",6.11
"20170526_1,000,001以上",14,"61,359,576",52.24
20170519_1-999,"6,576","741,261",0.63
"20170519_1,000-5,000","1,986","4,425,843",3.76
"20170519_5,001-10,000",440,"3,456,750",2.94
"20170519_10,001-15,000",145,"1,809,502",1.54
"20170519_15,001-20,000",129,"2,401,249",2.04
"20170519_20,001-30,000",98,"2,475,929",2.10
"20170519_30,001-40,000",63,"2,277,250",1.93
"20170519_40,001-50,000",29,"1,318,915",1.12
"20170519_50,001-100,000",95,"6,834,211",5.81
"20170519_100,001-200,000",56,"7,940,978",6.76
"20170519_200,001-400,000",33,"9,383,212",7.98
"20170519_400,001-600,000",6,"3,149,936",2.68
"20170519_600,001-800,000",4,"2,686,665",2.28
"20170519_800,001-1,000,000",9,"8,137,285",6.92
"20170519_1,000,001以上",13,"60,403,914",51.43
20170512_1-999,"6,563","742,311",0.63
"20170512_1,000-5,000","2,051","4,551,865",3.87
"20170512_5,001-10,000",452,"3,566,990",3.03
"20170512_10,001-15,000",145,"1,802,027",1.53
"20170512_15,001-20,000",128,"2,375,545",2.02
"20170512_20,001-30,000",98,"2,484,843",2.11
"20170512_30,001-40,000",64,"2,329,766",1.98
"20170512_40,001-50,000",26,"1,165,205",0.99
"20170512_50,001-100,000",95,"6,759,435",5.75
"20170512_100,001-200,000",55,"7,901,650",6.72
"20170512_200,001-400,000",34,"9,728,463",8.28
"20170512_400,001-600,000",7,"3,379,936",2.87
"20170512_600,001-800,000",3,"2,054,665",1.74
"20170512_800,001-1,000,000",9,"8,151,285",6.94
"20170512_1,000,001以上",13,"60,448,914",51.47
20170505_1-999,"6,546","737,306",0.62
"20170505_1,000-5,000","1,954","4,314,733",3.67
"20170505_5,001-10,000",439,"3,472,009",2.95
"20170505_10,001-15,000",151,"1,903,163",1.62
"20170505_15,001-20,000",128,"2,376,402",2.02
"20170505_20,001-30,000",100,"2,543,940",2.16
"20170505_30,001-40,000",63,"2,260,449",1.92
"20170505_40,001-50,000",29,"1,297,641",1.10
"20170505_50,001-100,000",98,"6,864,447",5.84
"20170505_100,001-200,000",54,"7,670,798",6.53
"20170505_200,001-400,000",34,"9,390,788",7.99
"20170505_400,001-600,000",7,"3,447,360",2.93
"20170505_600,001-800,000",3,"2,004,665",1.70
