date_level,population,stock number,total portion
20170616_1-999,"9,153","1,366,785",0.30
"20170616_1,000-5,000","22,255","45,212,419",10.25
"20170616_5,001-10,000","3,336","26,089,261",5.91
"20170616_10,001-15,000",942,"11,839,532",2.68
"20170616_15,001-20,000",520,"9,565,259",2.16
"20170616_20,001-30,000",452,"11,511,910",2.60
"20170616_30,001-40,000",206,"7,373,196",1.67
"20170616_40,001-50,000",115,"5,432,702",1.23
"20170616_50,001-100,000",265,"19,022,561",4.31
"20170616_100,001-200,000",117,"16,462,313",3.73
"20170616_200,001-400,000",74,"20,703,371",4.69
"20170616_400,001-600,000",24,"11,812,387",2.67
"20170616_600,001-800,000",18,"12,967,512",2.93
"20170616_800,001-1,000,000",17,"15,157,629",3.43
"20170616_1,000,001以上",51,"226,569,109",51.36
20170609_1-999,"9,165","1,371,833",0.31
"20170609_1,000-5,000","22,212","45,111,179",10.22
"20170609_5,001-10,000","3,324","25,976,624",5.88
"20170609_10,001-15,000",935,"11,763,555",2.66
"20170609_15,001-20,000",524,"9,640,260",2.18
"20170609_20,001-30,000",450,"11,477,364",2.6
"20170609_30,001-40,000",200,"7,152,047",1.62
"20170609_40,001-50,000",110,"5,186,702",1.17
"20170609_50,001-100,000",266,"18,983,561",4.3
"20170609_100,001-200,000",111,"15,622,313",3.54
"20170609_200,001-400,000",72,"20,282,716",4.59
"20170609_400,001-600,000",23,"10,902,188",2.47
"20170609_600,001-800,000",20,"14,333,785",3.24
"20170609_800,001-1,000,000",17,"15,437,457",3.49
"20170609_1,000,001以上",51,"227,844,362",51.65
20170603_1-999,"9,167","1,373,056",0.31
"20170603_1,000-5,000","22,403","45,456,122",10.3
"20170603_5,001-10,000","3,337","26,073,345",5.91
"20170603_10,001-15,000",951,"11,966,811",2.71
"20170603_15,001-20,000",524,"9,634,694",2.18
"20170603_20,001-30,000",457,"11,626,171",2.63
"20170603_30,001-40,000",201,"7,214,885",1.63
"20170603_40,001-50,000",117,"5,504,162",1.24
"20170603_50,001-100,000",262,"18,639,263",4.22
"20170603_100,001-200,000",115,"16,287,313",3.69
"20170603_200,001-400,000",68,"19,165,716",4.34
"20170603_400,001-600,000",27,"12,942,832",2.93
"20170603_600,001-800,000",18,"13,285,966",3.01
"20170603_800,001-1,000,000",17,"15,442,248",3.5
"20170603_1,000,001以上",51,"226,515,362",51.34
20170526_1-999,"9,190","1,375,435",0.31
"20170526_1,000-5,000","22,485","45,596,126",10.33
"20170526_5,001-10,000","3,362","26,296,863",5.96
"20170526_10,001-15,000",950,"11,952,650",2.7
"20170526_15,001-20,000",522,"9,587,154",2.17
"20170526_20,001-30,000",468,"11,933,311",2.7
"20170526_30,001-40,000",198,"7,115,885",1.61
"20170526_40,001-50,000",118,"5,536,162",1.25
"20170526_50,001-100,000",264,"18,760,263",4.25
"20170526_100,001-200,000",116,"16,439,245",3.72
"20170526_200,001-400,000",70,"19,793,635",4.48
"20170526_400,001-600,000",27,"13,113,482",2.97
"20170526_600,001-800,000",19,"13,950,850",3.16
"20170526_800,001-1,000,000",16,"14,527,894",3.29
"20170526_1,000,001以上",52,"225,148,991",51.03
20170519_1-999,"9,201","1,375,496",0.31
"20170519_1,000-5,000","22,578","45,773,709",10.37
"20170519_5,001-10,000","3,384","26,467,182",5.99
"20170519_10,001-15,000",942,"11,861,353",2.68
"20170519_15,001-20,000",522,"9,590,514",2.17
"20170519_20,001-30,000",474,"12,102,311",2.74
"20170519_30,001-40,000",196,"7,037,251",1.59
"20170519_40,001-50,000",115,"5,410,870",1.22
"20170519_50,001-100,000",262,"18,642,182",4.22
"20170519_100,001-200,000",119,"16,817,621",3.81
"20170519_200,001-400,000",69,"20,097,340",4.55
"20170519_400,001-600,000",26,"12,753,460",2.89
"20170519_600,001-800,000",19,"14,025,772",3.17
"20170519_800,001-1,000,000",15,"13,614,894",3.08
"20170519_1,000,001以上",53,"225,557,991",51.13
20170512_1-999,"9,203","1,372,190",0.31
"20170512_1,000-5,000","22,333","45,573,217",10.33
"20170512_5,001-10,000","3,434","26,823,506",6.08
"20170512_10,001-15,000",949,"11,927,186",2.7
"20170512_15,001-20,000",507,"9,287,590",2.1
"20170512_20,001-30,000",498,"12,757,398",2.89
"20170512_30,001-40,000",202,"7,256,902",1.64
"20170512_40,001-50,000",118,"5,506,913",1.24
"20170512_50,001-100,000",267,"19,022,237",4.31
"20170512_100,001-200,000",121,"16,937,585",3.83
"20170512_200,001-400,000",68,"19,411,524",4.4
"20170512_400,001-600,000",24,"11,678,582",2.64
"20170512_600,001-800,000",20,"14,414,193",3.26
"20170512_800,001-1,000,000",17,"15,393,280",3.48
"20170512_1,000,001以上",52,"223,765,643",50.72
20170505_1-999,"9,212","1,374,288",0.31
"20170505_1,000-5,000","22,648","46,276,440",10.49
"20170505_5,001-10,000","3,476","27,201,395",6.16
"20170505_10,001-15,000",964,"12,114,786",2.74
"20170505_15,001-20,000",522,"9,545,937",2.16
"20170505_20,001-30,000",506,"12,938,773",2.93
"20170505_30,001-40,000",211,"7,589,114",1.72
"20170505_40,001-50,000",124,"5,806,913",1.31
"20170505_50,001-100,000",267,"18,980,363",4.3
"20170505_100,001-200,000",121,"17,079,418",3.87
"20170505_200,001-400,000",69,"19,705,603",4.46
"20170505_400,001-600,000",25,"12,199,307",2.76
"20170505_600,001-800,000",20,"14,662,189",3.32
"20170505_800,001-1,000,000",17,"15,592,130",3.53
"20170505_1,000,001以上",49,"220,061,290",49.88
20170428_1-999,"9,230","1,377,001",0.31
"20170428_1,000-5,000","22,612","46,180,809",10.46
"20170428_5,001-10,000","3,443","26,934,022",6.1
"20170428_10,001-15,000",963,"12,104,638",2.74
"20170428_15,001-20,000",523,"9,585,001",2.17
"20170428_20,001-30,000",501,"12,834,298",2.9
"20170428_30,001-40,000",204,"7,327,489",1.66
"20170428_40,001-50,000",123,"5,767,994",1.3
"20170428_50,001-100,000",265,"18,823,234",4.26
"20170428_100,001-200,000",120,"16,905,209",3.83
"20170428_200,001-400,000",71,"20,346,367",4.61
"20170428_400,001-600,000",24,"11,689,652",2.64
"20170428_600,001-800,000",20,"14,413,752",3.26
"20170428_800,001-1,000,000",16,"14,552,268",3.29
"20170428_1,000,001以上",50,"222,286,212",50.39
20170421_1-999,"9,242","1,379,156",0.31
"20170421_1,000-5,000","22,630","46,158,217",10.46
"20170421_5,001-10,000","3,465","27,106,275",6.14
"20170421_10,001-15,000",961,"12,075,453",2.73
"20170421_15,001-20,000",531,"9,744,241",2.2
"20170421_20,001-30,000",499,"12,803,044",2.9
"20170421_30,001-40,000",211,"7,584,507",1.71
"20170421_40,001-50,000",122,"5,724,984",1.29
"20170421_50,001-100,000",265,"18,907,934",4.28
"20170421_100,001-200,000",124,"17,559,163",3.98
"20170421_200,001-400,000",66,"19,255,018",4.36
"20170421_400,001-600,000",24,"11,835,722",2.68
"20170421_600,001-800,000",19,"14,046,752",3.18
