date_level,population,stock number,total portion
20170609_1-999,"34,969","4,877,447",0.58
"20170609_1,000-5,000","41,927","95,208,562",11.41
"20170609_5,001-10,000","10,852","82,131,358",9.84
"20170609_10,001-15,000","4,108","50,379,422",6.03
"20170609_15,001-20,000","2,179","39,931,337",4.78
"20170609_20,001-30,000","2,044","50,776,932",6.08
"20170609_30,001-40,000",844,"29,560,870",3.54
"20170609_40,001-50,000",560,"25,696,442",3.07
"20170609_50,001-100,000",925,"65,247,336",7.82
"20170609_100,001-200,000",355,"48,952,276",5.86
"20170609_200,001-400,000",139,"37,863,109",4.53
"20170609_400,001-600,000",44,"21,253,579",2.54
"20170609_600,001-800,000",20,"14,183,246",1.69
"20170609_800,001-1,000,000",11,"10,117,560",1.21
"20170609_1,000,001以上",48,"258,182,570",30.94
20170603_1-999,"34,994","4,888,043",0.58
"20170603_1,000-5,000","41,897","95,019,070",11.38
"20170603_5,001-10,000","10,831","81,874,698",9.81
"20170603_10,001-15,000","4,107","50,418,023",6.04
"20170603_15,001-20,000","2,170","39,754,566",4.76
"20170603_20,001-30,000","2,022","50,254,009",6.02
"20170603_30,001-40,000",848,"29,686,240",3.55
"20170603_40,001-50,000",556,"25,506,189",3.05
"20170603_50,001-100,000",916,"64,707,438",7.75
"20170603_100,001-200,000",361,"49,925,846",5.98
"20170603_200,001-400,000",139,"38,098,450",4.56
"20170603_400,001-600,000",45,"21,478,679",2.57
"20170603_600,001-800,000",18,"12,696,169",1.52
"20170603_800,001-1,000,000",13,"11,869,560",1.42
"20170603_1,000,001以上",49,"258,185,066",30.94
20170526_1-999,"35,026","4,895,142",0.58
"20170526_1,000-5,000","41,821","94,806,369",11.36
"20170526_5,001-10,000","10,757","81,301,756",9.74
"20170526_10,001-15,000","4,110","50,429,445",6.04
"20170526_15,001-20,000","2,169","39,761,385",4.76
"20170526_20,001-30,000","2,020","50,201,320",6.01
"20170526_30,001-40,000",848,"29,639,481",3.55
"20170526_40,001-50,000",556,"25,516,266",3.05
"20170526_50,001-100,000",919,"64,946,934",7.78
"20170526_100,001-200,000",358,"49,315,678",5.91
"20170526_200,001-400,000",142,"38,754,293",4.64
"20170526_400,001-600,000",47,"22,687,679",2.71
"20170526_600,001-800,000",18,"12,944,047",1.55
"20170526_800,001-1,000,000",12,"11,129,186",1.33
"20170526_1,000,001以上",50,"258,033,065",30.92
20170519_1-999,"35,080","4,904,379",0.58
"20170519_1,000-5,000","41,701","94,318,471",11.30
"20170519_5,001-10,000","10,701","80,827,173",9.68
"20170519_10,001-15,000","4,084","50,060,109",5.99
"20170519_15,001-20,000","2,160","39,546,007",4.73
"20170519_20,001-30,000","2,017","50,078,449",6.00
"20170519_30,001-40,000",838,"29,273,221",3.50
"20170519_40,001-50,000",555,"25,443,478",3.04
"20170519_50,001-100,000",920,"64,946,263",7.78
"20170519_100,001-200,000",364,"49,956,386",5.98
"20170519_200,001-400,000",141,"38,912,613",4.66
"20170519_400,001-600,000",43,"20,583,889",2.46
"20170519_600,001-800,000",20,"14,093,357",1.68
"20170519_800,001-1,000,000",14,"12,893,186",1.54
"20170519_1,000,001以上",49,"258,525,065",30.98
20170512_1-999,"35,111","4,912,262",0.58
"20170512_1,000-5,000","41,736","93,960,149",11.26
"20170512_5,001-10,000","10,590","80,010,034",9.58
"20170512_10,001-15,000","4,067","49,750,461",5.96
"20170512_15,001-20,000","2,148","39,356,550",4.71
"20170512_20,001-30,000","2,007","49,927,624",5.98
"20170512_30,001-40,000",848,"29,667,352",3.55
"20170512_40,001-50,000",549,"25,149,953",3.01
