date_level,population,stock number,total portion
20170609_1-999,"9,100","462,460",0.38
"20170609_1,000-5,000","6,195","11,978,011",9.92
"20170609_5,001-10,000",749,"5,829,486",4.83
"20170609_10,001-15,000",255,"3,204,792",2.65
"20170609_15,001-20,000",127,"2,341,128",1.94
"20170609_20,001-30,000",122,"3,054,007",2.53
"20170609_30,001-40,000",50,"1,779,174",1.47
"20170609_40,001-50,000",33,"1,530,349",1.26
"20170609_50,001-100,000",76,"5,416,437",4.48
"20170609_100,001-200,000",66,"9,561,226",7.92
"20170609_200,001-400,000",29,"7,743,112",6.41
"20170609_400,001-600,000",15,"7,116,185",5.89
"20170609_600,001-800,000",7,"5,057,740",4.19
"20170609_800,001-1,000,000",6,"5,575,791",4.62
"20170609_1,000,001以上",28,"49,987,713",41.43
20170603_1-999,"9,108","464,527",0.38
"20170603_1,000-5,000","5,989","11,560,147",9.58
"20170603_5,001-10,000",732,"5,693,548",4.71
"20170603_10,001-15,000",242,"3,011,685",2.49
"20170603_15,001-20,000",125,"2,301,128",1.90
"20170603_20,001-30,000",122,"3,068,104",2.54
"20170603_30,001-40,000",48,"1,704,077",1.41
"20170603_40,001-50,000",36,"1,664,349",1.37
"20170603_50,001-100,000",73,"5,137,987",4.25
"20170603_100,001-200,000",68,"9,731,155",8.06
"20170603_200,001-400,000",28,"7,549,383",6.25
"20170603_400,001-600,000",16,"7,643,185",6.33
"20170603_600,001-800,000",6,"4,248,740",3.52
"20170603_800,001-1,000,000",6,"5,570,791",4.61
"20170603_1,000,001以上",29,"51,288,805",42.51
20170526_1-999,"9,122","465,699",0.38
"20170526_1,000-5,000","5,756","11,110,512",9.20
"20170526_5,001-10,000",698,"5,418,654",4.49
"20170526_10,001-15,000",241,"3,007,728",2.49
"20170526_15,001-20,000",128,"2,332,167",1.93
"20170526_20,001-30,000",120,"3,014,379",2.49
"20170526_30,001-40,000",44,"1,550,077",1.28
"20170526_40,001-50,000",37,"1,724,513",1.42
"20170526_50,001-100,000",72,"5,111,487",4.23
"20170526_100,001-200,000",62,"8,742,214",7.24
"20170526_200,001-400,000",32,"8,471,953",7.02
"20170526_400,001-600,000",16,"7,764,185",6.43
"20170526_600,001-800,000",9,"6,492,740",5.38
"20170526_800,001-1,000,000",6,"5,474,424",4.53
"20170526_1,000,001以上",28,"49,956,879",41.41
20170519_1-999,"9,136","469,843",0.38
"20170519_1,000-5,000","5,557","10,700,357",8.86
"20170519_5,001-10,000",663,"5,123,212",4.24
"20170519_10,001-15,000",223,"2,779,619",2.30
"20170519_15,001-20,000",129,"2,352,967",1.95
"20170519_20,001-30,000",116,"2,945,358",2.44
"20170519_30,001-40,000",42,"1,480,401",1.22
"20170519_40,001-50,000",35,"1,621,455",1.34
"20170519_50,001-100,000",74,"5,259,504",4.35
"20170519_100,001-200,000",64,"9,095,636",7.53
"20170519_200,001-400,000",31,"8,793,530",7.28
"20170519_400,001-600,000",17,"8,212,185",6.80
"20170519_600,001-800,000",8,"5,893,740",4.88
"20170519_800,001-1,000,000",8,"7,506,291",6.22
"20170519_1,000,001以上",26,"48,403,513",40.12
20170512_1-999,"9,147","472,609",0.39
"20170512_1,000-5,000","5,476","10,462,189",8.67
"20170512_5,001-10,000",650,"5,027,659",4.16
"20170512_10,001-15,000",222,"2,778,411",2.30
"20170512_15,001-20,000",118,"2,158,767",1.78
"20170512_20,001-30,000",117,"2,942,272",2.43
"20170512_30,001-40,000",40,"1,395,987",1.15
"20170512_40,001-50,000",37,"1,701,455",1.41
"20170512_50,001-100,000",73,"5,229,504",4.33
"20170512_100,001-200,000",61,"8,615,636",7.14
"20170512_200,001-400,000",31,"8,820,030",7.31
"20170512_400,001-600,000",19,"9,279,685",7.69
"20170512_600,001-800,000",8,"5,893,740",4.88
"20170512_800,001-1,000,000",8,"7,328,154",6.07
"20170512_1,000,001以上",26,"48,531,513",40.22
20170505_1-999,"9,157","473,486",0.39
"20170505_1,000-5,000","5,477","10,440,640",8.65
"20170505_5,001-10,000",653,"5,036,331",4.17
"20170505_10,001-15,000",217,"2,713,349",2.24
"20170505_15,001-20,000",116,"2,126,183",1.76
"20170505_20,001-30,000",119,"2,970,758",2.46
"20170505_30,001-40,000",39,"1,366,147",1.13
"20170505_40,001-50,000",39,"1,806,455",1.49
"20170505_50,001-100,000",73,"5,222,504",4.32
"20170505_100,001-200,000",61,"8,626,636",7.15
"20170505_200,001-400,000",30,"8,534,030",7.07
"20170505_400,001-600,000",17,"8,106,949",6.72
"20170505_600,001-800,000",11,"7,787,706",6.45
"20170505_800,001-1,000,000",8,"7,364,924",6.10
"20170505_1,000,001以上",26,"48,061,513",39.83
20170428_1-999,"9,159","474,078",0.39
"20170428_1,000-5,000","5,419","10,337,566",8.56
"20170428_5,001-10,000",649,"4,993,913",4.13
"20170428_10,001-15,000",218,"2,726,349",2.25
"20170428_15,001-20,000",113,"2,059,083",1.70
"20170428_20,001-30,000",125,"3,123,758",2.58
"20170428_30,001-40,000",39,"1,355,147",1.12
"20170428_40,001-50,000",39,"1,804,455",1.49
"20170428_50,001-100,000",71,"5,122,504",4.24
"20170428_100,001-200,000",62,"8,785,636",7.28
"20170428_200,001-400,000",30,"8,680,030",7.19
"20170428_400,001-600,000",18,"8,865,949",7.34
"20170428_600,001-800,000",9,"6,316,476",5.23
"20170428_800,001-1,000,000",9,"8,113,154",6.72
"20170428_1,000,001以上",26,"47,879,513",39.68
20170421_1-999,"9,164","476,739",0.39
"20170421_1,000-5,000","5,264","10,025,294",8.31
"20170421_5,001-10,000",627,"4,838,086",4.01
"20170421_10,001-15,000",213,"2,673,608",2.21
"20170421_15,001-20,000",111,"2,022,083",1.67
"20170421_20,001-30,000",117,"2,936,758",2.43
"20170421_30,001-40,000",34,"1,202,403",0.99
"20170421_40,001-50,000",39,"1,811,099",1.50
"20170421_50,001-100,000",74,"5,315,860",4.40
"20170421_100,001-200,000",63,"8,822,636",7.31
"20170421_200,001-400,000",30,"8,728,624",7.23
"20170421_400,001-600,000",17,"8,295,278",6.87
"20170421_600,001-800,000",12,"8,309,476",6.88
"20170421_800,001-1,000,000",9,"8,254,928",6.84
"20170421_1,000,001以上",25,"46,924,739",38.89
20170414_1-999,"9,068","478,889",0.39
"20170414_1,000-5,000","5,054","9,533,683",7.90
"20170414_5,001-10,000",587,"4,503,797",3.73
"20170414_10,001-15,000",212,"2,663,030",2.20
"20170414_15,001-20,000",101,"1,852,591",1.53
"20170414_20,001-30,000",118,"2,972,647",2.46
"20170414_30,001-40,000",37,"1,320,403",1.09
"20170414_40,001-50,000",30,"1,373,780",1.13
"20170414_50,001-100,000",80,"5,679,610",4.70
"20170414_100,001-200,000",64,"9,061,136",7.51
"20170414_200,001-400,000",32,"9,399,624",7.79
"20170414_400,001-600,000",15,"7,158,278",5.93
"20170414_600,001-800,000",11,"7,622,476",6.31
"20170414_800,001-1,000,000",10,"9,014,428",7.47
"20170414_1,000,001以上",26,"48,003,239",39.79
20170407_1-999,"8,913","484,152",0.40
"20170407_1,000-5,000","4,847","9,006,945",7.46
"20170407_5,001-10,000",526,"4,041,973",3.35
"20170407_10,001-15,000",190,"2,376,669",1.97
"20170407_15,001-20,000",100,"1,833,501",1.51
"20170407_20,001-30,000",106,"2,661,647",2.20
"20170407_30,001-40,000",37,"1,309,403",1.08
"20170407_40,001-50,000",33,"1,518,780",1.25
"20170407_50,001-100,000",79,"5,652,289",4.68
"20170407_100,001-200,000",65,"9,292,136",7.70
"20170407_200,001-400,000",31,"9,041,695",7.49
"20170407_400,001-600,000",17,"8,244,278",6.83
"20170407_600,001-800,000",11,"7,676,476",6.36
"20170407_800,001-1,000,000",9,"8,234,428",6.82
"20170407_1,000,001以上",27,"49,263,239",40.83
20170331_1-999,"8,855","485,790",0.40
"20170331_1,000-5,000","4,781","8,888,217",7.36
"20170331_5,001-10,000",518,"3,967,092",3.28
"20170331_10,001-15,000",189,"2,351,669",1.94
"20170331_15,001-20,000",98,"1,784,501",1.47
"20170331_20,001-30,000",107,"2,697,647",2.23
"20170331_30,001-40,000",37,"1,305,403",1.08
"20170331_40,001-50,000",34,"1,570,780",1.30
"20170331_50,001-100,000",79,"5,616,131",4.65
"20170331_100,001-200,000",63,"8,879,836",7.36
"20170331_200,001-400,000",33,"9,042,624",7.49
"20170331_400,001-600,000",18,"8,754,778",7.25
"20170331_600,001-800,000",13,"9,016,706",7.47
"20170331_800,001-1,000,000",7,"6,424,198",5.32
"20170331_1,000,001以上",28,"49,852,239",41.32
20170324_1-999,"8,691","488,048",0.40
"20170324_1,000-5,000","4,669","8,656,478",7.17
"20170324_5,001-10,000",511,"3,906,106",3.23
"20170324_10,001-15,000",195,"2,428,473",2.01
"20170324_15,001-20,000",93,"1,692,501",1.40
"20170324_20,001-30,000",106,"2,644,647",2.19
"20170324_30,001-40,000",39,"1,383,403",1.14
"20170324_40,001-50,000",36,"1,656,780",1.37
"20170324_50,001-100,000",80,"5,789,960",4.79
"20170324_100,001-200,000",62,"8,908,736",7.38
"20170324_200,001-400,000",34,"9,654,695",8.00
"20170324_400,001-600,000",18,"9,003,778",7.46
"20170324_600,001-800,000",13,"9,059,569",7.50
"20170324_800,001-1,000,000",6,"5,472,198",4.53
"20170324_1,000,001以上",28,"49,892,239",41.35
20170317_1-999,"8,256","489,838",0.40
"20170317_1,000-5,000","4,654","8,594,097",7.12
"20170317_5,001-10,000",513,"3,938,719",3.26
"20170317_10,001-15,000",190,"2,355,607",1.95
"20170317_15,001-20,000",93,"1,696,845",1.40
"20170317_20,001-30,000",111,"2,785,807",2.30
"20170317_30,001-40,000",40,"1,429,243",1.18
"20170317_40,001-50,000",39,"1,803,780",1.49
"20170317_50,001-100,000",78,"5,735,960",4.75
"20170317_100,001-200,000",59,"8,515,143",7.05
"20170317_200,001-400,000",34,"9,924,359",8.22
"20170317_400,001-600,000",19,"9,303,207",7.71
"20170317_600,001-800,000",11,"7,622,476",6.31
"20170317_800,001-1,000,000",9,"8,153,291",6.75
"20170317_1,000,001以上",27,"48,289,239",40.02
20170310_1-999,"8,145","493,124",0.40
"20170310_1,000-5,000","4,631","8,544,095",7.08
"20170310_5,001-10,000",512,"3,948,060",3.27
"20170310_10,001-15,000",187,"2,333,117",1.93
"20170310_15,001-20,000",91,"1,660,823",1.37
"20170310_20,001-30,000",110,"2,749,819",2.27
"20170310_30,001-40,000",39,"1,406,243",1.16
"20170310_40,001-50,000",42,"1,943,780",1.61
"20170310_50,001-100,000",76,"5,617,660",4.65
"20170310_100,001-200,000",59,"8,537,172",7.07
"20170310_200,001-400,000",36,"10,525,934",8.72
"20170310_400,001-600,000",16,"7,990,778",6.62
"20170310_600,001-800,000",13,"9,259,476",7.67
"20170310_800,001-1,000,000",8,"7,340,291",6.08
"20170310_1,000,001以上",27,"48,287,239",40.02
20170303_1-999,"8,020","492,093",0.40
"20170303_1,000-5,000","4,635","8,563,791",7.09
"20170303_5,001-10,000",515,"3,979,207",3.29
"20170303_10,001-15,000",188,"2,344,783",1.94
"20170303_15,001-20,000",94,"1,716,345",1.42
"20170303_20,001-30,000",110,"2,752,819",2.28
"20170303_30,001-40,000",42,"1,517,243",1.25
"20170303_40,001-50,000",41,"1,901,780",1.57
"20170303_50,001-100,000",78,"5,715,131",4.73
"20170303_100,001-200,000",56,"8,051,172",6.67
"20170303_200,001-400,000",32,"9,170,034",7.60
"20170303_400,001-600,000",19,"9,436,207",7.82
"20170303_600,001-800,000",14,"10,066,476",8.34
"20170303_800,001-1,000,000",7,"6,295,291",5.21
"20170303_1,000,001以上",27,"48,635,239",40.31
20170224_1-999,"7,945","492,716",0.40
"20170224_1,000-5,000","4,546","8,341,486",6.91
"20170224_5,001-10,000",501,"3,862,883",3.20
"20170224_10,001-15,000",189,"2,359,965",1.95
"20170224_15,001-20,000",90,"1,651,871",1.36
"20170224_20,001-30,000",108,"2,719,117",2.25
"20170224_30,001-40,000",38,"1,373,243",1.13
"20170224_40,001-50,000",39,"1,805,780",1.49
"20170224_50,001-100,000",81,"5,905,631",4.89
"20170224_100,001-200,000",56,"8,038,672",6.66
"20170224_200,001-400,000",31,"8,819,034",7.31
"20170224_400,001-600,000",21,"10,732,207",8.89
"20170224_600,001-800,000",12,"8,645,476",7.16
"20170224_800,001-1,000,000",8,"7,240,291",6.00
"20170224_1,000,001以上",27,"48,649,239",40.32
20170218_1-999,"7,854","494,816",0.41
"20170218_1,000-5,000","4,493","8,257,326",6.84
"20170218_5,001-10,000",502,"3,861,854",3.20
"20170218_10,001-15,000",193,"2,410,617",1.99
"20170218_15,001-20,000",89,"1,623,163",1.34
"20170218_20,001-30,000",103,"2,576,825",2.13
"20170218_30,001-40,000",37,"1,341,214",1.11
"20170218_40,001-50,000",40,"1,857,780",1.53
"20170218_50,001-100,000",82,"5,967,660",4.94
"20170218_100,001-200,000",58,"8,223,609",6.81
"20170218_200,001-400,000",31,"8,765,534",7.26
"20170218_400,001-600,000",18,"9,036,207",7.49
"20170218_600,001-800,000",15,"10,680,476",8.85
"20170218_800,001-1,000,000",7,"6,444,291",5.34
"20170218_1,000,001以上",28,"49,096,239",40.69
20170210_1-999,"7,748","495,214",0.41
"20170210_1,000-5,000","4,354","8,141,158",6.74
"20170210_5,001-10,000",508,"3,849,611",3.19
"20170210_10,001-15,000",189,"2,339,618",1.93
"20170210_15,001-20,000",93,"1,710,149",1.41
"20170210_20,001-30,000",97,"2,425,102",2.01
