date_level,population,stock number,total portion
20170609_1-999,46,"8,356",0.00
"20170609_1,000-5,000","6,878","19,333,518",1.09
"20170609_5,001-10,000","3,513","30,080,864",1.69
"20170609_10,001-15,000","1,458","19,597,534",1.10
"20170609_15,001-20,000","1,626","30,998,900",1.74
"20170609_20,001-30,000","1,664","44,526,841",2.51
"20170609_30,001-40,000","1,024","37,806,659",2.13
"20170609_40,001-50,000",899,"43,003,002",2.42
"20170609_50,001-100,000","1,850","140,256,259",7.91
"20170609_100,001-200,000","1,110","164,587,533",9.28
"20170609_200,001-400,000",678,"193,352,061",10.90
"20170609_400,001-600,000",207,"103,075,000",5.81
"20170609_600,001-800,000",85,"60,386,000",3.40
"20170609_800,001-1,000,000",62,"57,076,000",3.21
"20170609_1,000,001以上",175,"828,517,473",46.74
20170603_1-999,49,"9,878",0.00
"20170603_1,000-5,000","7,011","19,830,279",1.06
"20170603_5,001-10,000","3,580","30,828,437",1.65
"20170603_10,001-15,000","1,500","20,055,103",1.07
"20170603_15,001-20,000","1,645","31,330,455",1.68
"20170603_20,001-30,000","1,684","45,001,753",2.41
"20170603_30,001-40,000","1,032","38,189,657",2.04
"20170603_40,001-50,000",902,"43,167,678",2.31
"20170603_50,001-100,000","1,896","143,582,189",7.70
"20170603_100,001-200,000","1,115","165,257,037",8.86
"20170603_200,001-400,000",709,"202,477,061",10.85
"20170603_400,001-600,000",207,"103,731,000",5.56
"20170603_600,001-800,000",85,"60,286,000",3.23
"20170603_800,001-1,000,000",66,"60,315,000",3.23
"20170603_1,000,001以上",177,"900,544,473",48.29
20170526_1-999,44,"9,934",0.00
"20170526_1,000-5,000","7,069","20,061,738",0.97
"20170526_5,001-10,000","3,854","33,073,093",1.60
"20170526_10,001-15,000","1,581","21,136,223",1.02
"20170526_15,001-20,000","1,734","32,933,902",1.59
"20170526_20,001-30,000","1,861","49,581,307",2.40
"20170526_30,001-40,000","1,075","39,747,892",1.93
"20170526_40,001-50,000",940,"44,958,676",2.18
"20170526_50,001-100,000","2,023","153,031,189",7.43
"20170526_100,001-200,000","1,226","181,924,037",8.83
"20170526_200,001-400,000",732,"209,457,061",10.17
"20170526_400,001-600,000",212,"105,979,000",5.14
"20170526_600,001-800,000",96,"68,174,000",3.31
"20170526_800,001-1,000,000",64,"58,471,000",2.84
"20170526_1,000,001以上",188,"1,041,466,948",50.59
20170526_差異數調整（說明4）, ,"-1,400,000",-0.06
20170519_1-999,46,"10,665",0.00
"20170519_1,000-5,000","7,761","22,155,773",1.01
"20170519_5,001-10,000","4,369","37,451,994",1.71
"20170519_10,001-15,000","1,856","24,844,556",1.13
"20170519_15,001-20,000","2,018","38,307,902",1.75
"20170519_20,001-30,000","2,100","56,077,206",2.56
"20170519_30,001-40,000","1,222","45,125,001",2.06
"20170519_40,001-50,000","1,090","52,054,331",2.38
"20170519_50,001-100,000","2,380","180,181,526",8.25
"20170519_100,001-200,000","1,429","210,812,037",9.65
"20170519_200,001-400,000",859,"247,210,061",11.32
"20170519_400,001-600,000",247,"123,241,000",5.64
"20170519_600,001-800,000",112,"79,517,000",3.64
"20170519_800,001-1,000,000",70,"63,841,000",2.92
"20170519_1,000,001以上",214,"1,001,775,948",45.89
20170512_1-999,44,"10,240",0.00
"20170512_1,000-5,000","7,819","22,467,842",0.99
"20170512_5,001-10,000","4,443","38,094,632",1.68
"20170512_10,001-15,000","1,962","26,168,196",1.15
"20170512_15,001-20,000","2,071","39,304,001",1.73
"20170512_20,001-30,000","2,236","59,626,205",2.63
"20170512_30,001-40,000","1,282","47,223,980",2.08
"20170512_40,001-50,000","1,094","52,196,331",2.30
"20170512_50,001-100,000","2,440","183,379,527",8.08
"20170512_100,001-200,000","1,505","221,268,037",9.75
"20170512_200,001-400,000",895,"257,855,061",11.37
"20170512_400,001-600,000",264,"131,870,000",5.81
"20170512_600,001-800,000",114,"81,032,000",3.57
"20170512_800,001-1,000,000",73,"66,646,000",2.93
"20170512_1,000,001以上",230,"1,039,963,948",45.87
20170505_1-999,46,"10,875",0.00
"20170505_1,000-5,000","7,970","22,935,808",1.02
"20170505_5,001-10,000","4,481","38,478,846",1.71
"20170505_10,001-15,000","1,933","25,788,381",1.14
"20170505_15,001-20,000","2,140","40,618,001",1.80
"20170505_20,001-30,000","2,227","59,415,205",2.64
"20170505_30,001-40,000","1,314","48,477,980",2.15
"20170505_40,001-50,000","1,123","53,517,676",2.38
"20170505_50,001-100,000","2,446","184,456,182",8.21
"20170505_100,001-200,000","1,508","221,624,037",9.86
"20170505_200,001-400,000",917,"264,024,061",11.75
"20170505_400,001-600,000",264,"131,978,000",5.87
"20170505_600,001-800,000",125,"89,023,000",3.96
"20170505_800,001-1,000,000",67,"61,727,000",2.74
"20170505_1,000,001以上",227,"1,003,530,948",44.68
20170428_1-999,45,"10,657",0.00
"20170428_1,000-5,000","7,985","22,946,271",1.02
"20170428_5,001-10,000","4,494","38,610,701",1.71
"20170428_10,001-15,000","1,946","25,934,281",1.15
"20170428_15,001-20,000","2,119","40,259,001",1.79
"20170428_20,001-30,000","2,210","59,012,205",2.62
"20170428_30,001-40,000","1,317","48,578,980",2.16
"20170428_40,001-50,000","1,112","53,058,676",2.36
"20170428_50,001-100,000","2,449","184,430,182",8.21
"20170428_100,001-200,000","1,497","219,979,037",9.79
"20170428_200,001-400,000",918,"264,536,061",11.78
"20170428_400,001-600,000",259,"129,373,000",5.76
"20170428_600,001-800,000",119,"84,360,000",3.75
"20170428_800,001-1,000,000",69,"63,248,000",2.81
"20170428_1,000,001以上",225,"1,011,268,948",45.03
20170421_1-999,45,"10,158",0.00
"20170421_1,000-5,000","8,105","23,332,080",1.03
"20170421_5,001-10,000","4,547","39,038,521",1.73
"20170421_10,001-15,000","2,005","26,696,151",1.18
"20170421_15,001-20,000","2,161","41,062,001",1.82
"20170421_20,001-30,000","2,237","59,661,205",2.65
"20170421_30,001-40,000","1,325","48,872,980",2.17
