date_level,population,stock number,total portion
20170609_1-999,71,"17,311",0.02
"20170609_1,000-5,000","1,561","2,821,472",4.23
"20170609_5,001-10,000",155,"1,273,393",1.91
"20170609_10,001-15,000",56,"714,980",1.07
"20170609_15,001-20,000",38,"706,000",1.06
"20170609_20,001-30,000",28,"705,651",1.05
"20170609_30,001-40,000",16,"569,687",0.85
"20170609_40,001-50,000",22,"992,347",1.48
"20170609_50,001-100,000",49,"3,374,641",5.06
"20170609_100,001-200,000",47,"6,913,303",10.38
"20170609_200,001-400,000",26,"6,832,900",10.25
"20170609_400,001-600,000",9,"4,376,499",6.57
"20170609_600,001-800,000",4,"2,868,775",4.30
"20170609_800,001-1,000,000",4,"3,597,310",5.40
"20170609_1,000,001以上",10,"30,837,597",46.30
20170603_1-999,71,"17,311",0.02
"20170603_1,000-5,000","1,566","2,817,472",4.23
"20170603_5,001-10,000",158,"1,299,393",1.95
"20170603_10,001-15,000",56,"708,980",1.06
"20170603_15,001-20,000",37,"686,000",1.03
"20170603_20,001-30,000",28,"704,651",1.05
"20170603_30,001-40,000",16,"574,687",0.86
"20170603_40,001-50,000",21,"950,347",1.42
"20170603_50,001-100,000",50,"3,445,641",5.17
"20170603_100,001-200,000",47,"6,912,303",10.37
"20170603_200,001-400,000",26,"6,832,900",10.25
"20170603_400,001-600,000",9,"4,376,499",6.57
"20170603_600,001-800,000",4,"2,868,775",4.30
"20170603_800,001-1,000,000",4,"3,597,310",5.40
"20170603_1,000,001以上",10,"30,809,597",46.25
20170526_1-999,71,"16,695",0.02
"20170526_1,000-5,000","1,593","2,858,088",4.29
"20170526_5,001-10,000",156,"1,283,393",1.92
"20170526_10,001-15,000",55,"698,980",1.04
"20170526_15,001-20,000",36,"669,000",1.00
"20170526_20,001-30,000",29,"726,651",1.09
"20170526_30,001-40,000",17,"600,687",0.90
"20170526_40,001-50,000",20,"905,615",1.35
"20170526_50,001-100,000",51,"3,497,373",5.25
"20170526_100,001-200,000",47,"6,912,303",10.37
"20170526_200,001-400,000",26,"6,833,900",10.26
"20170526_400,001-600,000",9,"4,376,499",6.57
"20170526_600,001-800,000",4,"2,868,775",4.30
"20170526_800,001-1,000,000",4,"3,597,310",5.40
"20170526_1,000,001以上",10,"30,756,597",46.17
20170519_1-999,69,"16,695",0.02
"20170519_1,000-5,000","1,603","2,847,088",4.27
"20170519_5,001-10,000",158,"1,293,393",1.94
"20170519_10,001-15,000",55,"701,980",1.05
"20170519_15,001-20,000",35,"653,000",0.98
"20170519_20,001-30,000",27,"673,651",1.01
"20170519_30,001-40,000",17,"596,687",0.89
"20170519_40,001-50,000",20,"903,615",1.35
"20170519_50,001-100,000",52,"3,564,373",5.35
"20170519_100,001-200,000",47,"6,915,303",10.38
"20170519_200,001-400,000",26,"6,868,900",10.31
"20170519_400,001-600,000",9,"4,376,499",6.57
"20170519_600,001-800,000",4,"2,868,775",4.30
"20170519_800,001-1,000,000",4,"3,594,310",5.39
"20170519_1,000,001以上",10,"30,727,597",46.13
20170512_1-999,67,"16,034",0.02
"20170512_1,000-5,000","1,666","2,945,744",4.42
"20170512_5,001-10,000",157,"1,296,931",1.94
"20170512_10,001-15,000",53,"669,447",1.00
"20170512_15,001-20,000",34,"635,000",0.95
"20170512_20,001-30,000",29,"729,651",1.09
"20170512_30,001-40,000",18,"647,687",0.97
"20170512_40,001-50,000",20,"902,615",1.35
"20170512_50,001-100,000",50,"3,467,373",5.20
"20170512_100,001-200,000",47,"6,912,303",10.37
"20170512_200,001-400,000",26,"6,868,900",10.31
"20170512_400,001-600,000",9,"4,376,499",6.57
"20170512_600,001-800,000",4,"2,868,775",4.30
"20170512_800,001-1,000,000",4,"3,592,310",5.39
"20170512_1,000,001以上",10,"30,672,597",46.05
20170505_1-999,65,"15,901",0.02
"20170505_1,000-5,000","1,712","3,032,844",4.55
"20170505_5,001-10,000",158,"1,308,931",1.96
"20170505_10,001-15,000",53,"667,447",1.00
"20170505_15,001-20,000",35,"651,000",0.97
"20170505_20,001-30,000",29,"723,824",1.08
"20170505_30,001-40,000",17,"616,687",0.92
"20170505_40,001-50,000",20,"895,475",1.34
"20170505_50,001-100,000",51,"3,532,373",5.30
"20170505_100,001-200,000",47,"6,882,303",10.33
"20170505_200,001-400,000",26,"6,866,900",10.31
"20170505_400,001-600,000",9,"4,376,499",6.57
"20170505_600,001-800,000",4,"2,868,775",4.30
"20170505_800,001-1,000,000",4,"3,563,310",5.35
"20170505_1,000,001以上",10,"30,599,597",45.94
20170428_1-999,64,"15,901",0.02
"20170428_1,000-5,000","1,746","3,068,844",4.60
"20170428_5,001-10,000",163,"1,348,931",2.02
"20170428_10,001-15,000",52,"655,447",0.98
"20170428_15,001-20,000",35,"651,000",0.97
"20170428_20,001-30,000",29,"728,824",1.09
"20170428_30,001-40,000",17,"617,687",0.92
"20170428_40,001-50,000",19,"841,475",1.26
"20170428_50,001-100,000",51,"3,534,373",5.30
"20170428_100,001-200,000",47,"6,876,303",10.32
"20170428_200,001-400,000",26,"6,866,900",10.31
"20170428_400,001-600,000",9,"4,376,499",6.57
"20170428_600,001-800,000",4,"2,868,775",4.30
"20170428_800,001-1,000,000",4,"3,551,310",5.33
"20170428_1,000,001以上",10,"30,599,597",45.94
20170421_1-999,64,"16,799",0.02
"20170421_1,000-5,000","1,762","3,104,946",4.66
"20170421_5,001-10,000",165,"1,360,931",2.04
"20170421_10,001-15,000",54,"678,447",1.01
"20170421_15,001-20,000",36,"668,000",1.00
"20170421_20,001-30,000",28,"698,824",1.04
"20170421_30,001-40,000",17,"620,687",0.93
"20170421_40,001-50,000",17,"754,648",1.13
"20170421_50,001-100,000",52,"3,615,200",5.42
"20170421_100,001-200,000",47,"6,866,303",10.30
"20170421_200,001-400,000",26,"6,866,900",10.31
"20170421_400,001-600,000",9,"4,376,499",6.57
"20170421_600,001-800,000",4,"2,868,775",4.30
"20170421_800,001-1,000,000",4,"3,541,310",5.31
"20170421_1,000,001以上",10,"30,563,597",45.89
20170414_1-999,64,"16,693",0.02
"20170414_1,000-5,000","1,808","3,174,052",4.76
"20170414_5,001-10,000",165,"1,359,931",2.04
"20170414_10,001-15,000",57,"721,447",1.08
"20170414_15,001-20,000",38,"714,000",1.07
"20170414_20,001-30,000",28,"696,824",1.04
"20170414_30,001-40,000",16,"571,687",0.85
"20170414_40,001-50,000",17,"749,648",1.12
"20170414_50,001-100,000",51,"3,541,421",5.31
"20170414_100,001-200,000",47,"6,915,082",10.38
"20170414_200,001-400,000",26,"6,865,900",10.30
"20170414_400,001-600,000",9,"4,376,499",6.57
"20170414_600,001-800,000",4,"2,868,775",4.30
"20170414_800,001-1,000,000",4,"3,541,310",5.31
"20170414_1,000,001以上",10,"30,488,597",45.77
20170407_1-999,62,"16,616",0.02
"20170407_1,000-5,000","1,883","3,296,477",4.94
"20170407_5,001-10,000",174,"1,435,604",2.15
"20170407_10,001-15,000",51,"645,767",0.96
"20170407_15,001-20,000",38,"714,508",1.07
"20170407_20,001-30,000",30,"753,898",1.13
"20170407_30,001-40,000",18,"636,687",0.95
"20170407_40,001-50,000",14,"622,648",0.93
"20170407_50,001-100,000",50,"3,438,498",5.16
"20170407_100,001-200,000",48,"7,057,082",10.59
"20170407_200,001-400,000",26,"6,865,900",10.30
"20170407_400,001-600,000",9,"4,376,499",6.57
"20170407_600,001-800,000",4,"2,868,775",4.30
"20170407_800,001-1,000,000",4,"3,541,310",5.31
"20170407_1,000,001以上",10,"30,331,597",45.54
20170331_1-999,60,"16,116",0.02
"20170331_1,000-5,000","1,919","3,316,977",4.98
"20170331_5,001-10,000",180,"1,468,604",2.20
"20170331_10,001-15,000",52,"658,767",0.98
"20170331_15,001-20,000",38,"709,000",1.06
"20170331_20,001-30,000",28,"688,555",1.03
"20170331_30,001-40,000",19,"661,538",0.99
"20170331_40,001-50,000",14,"622,648",0.93
"20170331_50,001-100,000",50,"3,441,498",5.16
"20170331_100,001-200,000",48,"7,097,082",10.65
"20170331_200,001-400,000",26,"6,865,900",10.30
"20170331_400,001-600,000",9,"4,376,499",6.57
"20170331_600,001-800,000",4,"2,868,775",4.30
"20170331_800,001-1,000,000",4,"3,538,310",5.31
"20170331_1,000,001以上",10,"30,271,597",45.45
20170324_1-999,58,"15,993",0.02
"20170324_1,000-5,000","2,007","3,425,477",5.14
"20170324_5,001-10,000",183,"1,490,604",2.23
"20170324_10,001-15,000",58,"736,692",1.10
"20170324_15,001-20,000",36,"669,575",1.00
"20170324_20,001-30,000",31,"776,481",1.16
"20170324_30,001-40,000",16,"561,538",0.84
"20170324_40,001-50,000",15,"663,648",0.99
"20170324_50,001-100,000",49,"3,405,695",5.11
"20170324_100,001-200,000",48,"7,071,082",10.61
"20170324_200,001-400,000",26,"6,865,900",10.30
"20170324_400,001-600,000",9,"4,376,499",6.57
"20170324_600,001-800,000",4,"2,868,775",4.30
"20170324_800,001-1,000,000",4,"3,538,310",5.31
"20170324_1,000,001以上",10,"30,135,597",45.24
20170317_1-999,55,"15,856",0.02
"20170317_1,000-5,000","2,125","3,533,614",5.30
"20170317_5,001-10,000",176,"1,443,124",2.16
"20170317_10,001-15,000",62,"794,172",1.19
"20170317_15,001-20,000",44,"821,575",1.23
"20170317_20,001-30,000",21,"534,098",0.80
"20170317_30,001-40,000",20,"708,921",1.06
"20170317_40,001-50,000",15,"669,848",1.00
"20170317_50,001-100,000",48,"3,374,495",5.06
"20170317_100,001-200,000",47,"6,968,082",10.46
"20170317_200,001-400,000",26,"6,868,900",10.31
"20170317_400,001-600,000",9,"4,376,499",6.57
"20170317_600,001-800,000",4,"2,868,775",4.30
"20170317_800,001-1,000,000",4,"3,538,310",5.31
"20170317_1,000,001以上",10,"30,085,597",45.17
20170310_1-999,55,"16,190",0.02
"20170310_1,000-5,000","2,300","3,775,016",5.66
"20170310_5,001-10,000",172,"1,414,388",2.12
"20170310_10,001-15,000",61,"787,172",1.18
"20170310_15,001-20,000",38,"716,575",1.07
"20170310_20,001-30,000",26,"656,098",0.98
"20170310_30,001-40,000",16,"564,046",0.84
"20170310_40,001-50,000",17,"757,848",1.13
"20170310_50,001-100,000",49,"3,429,370",5.14
"20170310_100,001-200,000",47,"6,919,082",10.38
"20170310_200,001-400,000",26,"6,866,900",10.31
"20170310_400,001-600,000",9,"4,376,499",6.57
