date_level,population,stock number,total portion
20170616_1-999,"8,820","2,960,168",0.25
"20170616_1,000-5,000","30,767","66,009,334",5.65
"20170616_5,001-10,000","5,694","43,837,409",3.75
"20170616_10,001-15,000","1,682","21,027,345",1.80
"20170616_15,001-20,000","1,233","21,937,233",1.88
"20170616_20,001-30,000",947,"23,793,794",2.03
"20170616_30,001-40,000",457,"16,163,268",1.38
"20170616_40,001-50,000",247,"11,393,655",0.97
"20170616_50,001-100,000",464,"32,757,240",2.80
"20170616_100,001-200,000",239,"33,695,903",2.88
"20170616_200,001-400,000",136,"37,656,451",3.22
"20170616_400,001-600,000",45,"21,986,385",1.88
"20170616_600,001-800,000",28,"19,298,788",1.65
"20170616_800,001-1,000,000",15,"13,112,836",1.12
"20170616_1,000,001以上",109,"800,996,834",68.65
20170609_1-999,"8,843","2,974,271",0.25
"20170609_1,000-5,000","30,423","65,264,697",5.59
"20170609_5,001-10,000","5,595","42,994,240",3.68
"20170609_10,001-15,000","1,678","20,967,636",1.79
"20170609_15,001-20,000","1,218","21,657,519",1.85
"20170609_20,001-30,000",948,"23,819,181",2.04
"20170609_30,001-40,000",453,"16,014,665",1.37
"20170609_40,001-50,000",242,"11,170,298",0.95
"20170609_50,001-100,000",460,"32,572,290",2.79
"20170609_100,001-200,000",237,"33,458,052",2.86
"20170609_200,001-400,000",138,"38,198,541",3.27
"20170609_400,001-600,000",46,"22,245,536",1.9
"20170609_600,001-800,000",28,"19,422,141",1.66
"20170609_800,001-1,000,000",16,"14,114,556",1.2
"20170609_1,000,001以上",109,"801,753,020",68.72
20170603_1-999,"8,854","2,979,146",0.25
"20170603_1,000-5,000","30,342","65,109,678",5.58
"20170603_5,001-10,000","5,602","42,982,798",3.68
"20170603_10,001-15,000","1,677","20,973,851",1.79
"20170603_15,001-20,000","1,231","21,904,499",1.87
"20170603_20,001-30,000",948,"23,835,391",2.04
"20170603_30,001-40,000",444,"15,660,989",1.34
"20170603_40,001-50,000",245,"11,304,088",0.96
"20170603_50,001-100,000",456,"32,230,132",2.76
"20170603_100,001-200,000",234,"33,038,410",2.83
"20170603_200,001-400,000",138,"38,033,702",3.26
"20170603_400,001-600,000",45,"21,759,154",1.86
"20170603_600,001-800,000",29,"20,125,801",1.72
"20170603_800,001-1,000,000",19,"16,929,195",1.45
