date_level,population,stock number,total portion
20170609_1-999,"40,164","15,200,757",3.84
"20170609_1,000-5,000","23,831","52,367,181",13.23
"20170609_5,001-10,000","6,002","43,290,595",10.93
"20170609_10,001-15,000","1,816","22,679,670",5.73
"20170609_15,001-20,000","1,060","19,547,332",4.93
"20170609_20,001-30,000",896,"23,357,303",5.90
"20170609_30,001-40,000",350,"12,247,305",3.09
"20170609_40,001-50,000",291,"13,691,505",3.45
"20170609_50,001-100,000",555,"40,736,604",10.29
"20170609_100,001-200,000",247,"36,167,671",9.13
"20170609_200,001-400,000",88,"25,572,587",6.46
"20170609_400,001-600,000",37,"18,524,055",4.68
"20170609_600,001-800,000",16,"11,643,696",2.94
"20170609_800,001-1,000,000",5,"4,321,800",1.09
"20170609_1,000,001以上",30,"56,441,052",14.26
20170603_1-999,"40,167","15,201,398",3.84
"20170603_1,000-5,000","23,833","52,369,947",13.23
"20170603_5,001-10,000","6,002","43,290,595",10.93
"20170603_10,001-15,000","1,817","22,691,670",5.73
"20170603_15,001-20,000","1,060","19,547,332",4.93
"20170603_20,001-30,000",896,"23,357,303",5.90
"20170603_30,001-40,000",350,"12,247,305",3.09
"20170603_40,001-50,000",291,"13,691,505",3.45
"20170603_50,001-100,000",555,"40,736,604",10.29
"20170603_100,001-200,000",247,"36,167,671",9.13
"20170603_200,001-400,000",88,"25,572,587",6.46
"20170603_400,001-600,000",37,"18,524,055",4.68
"20170603_600,001-800,000",16,"11,643,696",2.94
"20170603_800,001-1,000,000",5,"4,321,800",1.09
"20170603_1,000,001以上",30,"56,441,052",14.25
20170526_1-999,"40,168","15,202,071",3.84
"20170526_1,000-5,000","23,833","52,369,947",13.23
"20170526_5,001-10,000","6,004","43,306,054",10.94
"20170526_10,001-15,000","1,817","22,691,670",5.73
"20170526_15,001-20,000","1,060","19,547,332",4.93
"20170526_20,001-30,000",896,"23,357,303",5.90
"20170526_30,001-40,000",350,"12,247,305",3.09
"20170526_40,001-50,000",291,"13,691,505",3.45
"20170526_50,001-100,000",555,"40,736,604",10.29
"20170526_100,001-200,000",247,"36,167,671",9.13
"20170526_200,001-400,000",88,"25,572,587",6.46
"20170526_400,001-600,000",37,"18,524,055",4.67
"20170526_600,001-800,000",16,"11,643,696",2.94
"20170526_800,001-1,000,000",5,"4,321,800",1.09
"20170526_1,000,001以上",30,"56,441,052",14.25
20170519_1-999,"40,170","15,203,313",3.84
"20170519_1,000-5,000","23,834","52,371,147",13.23
"20170519_5,001-10,000","6,006","43,318,271",10.94
"20170519_10,001-15,000","1,817","22,691,670",5.73
"20170519_15,001-20,000","1,060","19,547,332",4.93
"20170519_20,001-30,000",896,"23,357,303",5.90
"20170519_30,001-40,000",350,"12,247,305",3.09
"20170519_40,001-50,000",291,"13,691,505",3.45
"20170519_50,001-100,000",555,"40,736,604",10.29
"20170519_100,001-200,000",247,"36,167,671",9.13
"20170519_200,001-400,000",88,"25,572,587",6.46
"20170519_400,001-600,000",37,"18,524,055",4.67
"20170519_600,001-800,000",16,"11,643,696",2.94
"20170519_800,001-1,000,000",5,"4,321,800",1.09
"20170519_1,000,001以上",30,"56,441,052",14.25
20170512_1-999,"40,176","15,205,240",3.84
"20170512_1,000-5,000","23,836","52,375,557",13.23
"20170512_5,001-10,000","6,008","43,330,691",10.94
"20170512_10,001-15,000","1,817","22,691,670",5.73
"20170512_15,001-20,000","1,060","19,547,332",4.93
"20170512_20,001-30,000",896,"23,357,303",5.90
"20170512_30,001-40,000",350,"12,247,305",3.09
"20170512_40,001-50,000",291,"13,691,505",3.45
"20170512_50,001-100,000",555,"40,736,604",10.29
"20170512_100,001-200,000",247,"36,167,671",9.13
"20170512_200,001-400,000",88,"25,572,587",6.46
"20170512_400,001-600,000",37,"18,524,055",4.67
"20170512_600,001-800,000",16,"11,643,696",2.94
"20170512_800,001-1,000,000",5,"4,321,800",1.09
"20170512_1,000,001以上",30,"56,441,052",14.25
20170505_1-999,"40,179","15,206,501",3.84
"20170505_1,000-5,000","23,837","52,377,483",13.22
"20170505_5,001-10,000","6,011","43,353,701",10.95
"20170505_10,001-15,000","1,817","22,691,670",5.73
"20170505_15,001-20,000","1,060","19,547,332",4.93
"20170505_20,001-30,000",897,"23,386,171",5.90
"20170505_30,001-40,000",350,"12,247,305",3.09
"20170505_40,001-50,000",291,"13,691,505",3.45
"20170505_50,001-100,000",555,"40,736,604",10.28
"20170505_100,001-200,000",247,"36,167,671",9.13
"20170505_200,001-400,000",88,"25,572,587",6.45
"20170505_400,001-600,000",37,"18,524,055",4.67
"20170505_600,001-800,000",16,"11,643,696",2.94
"20170505_800,001-1,000,000",5,"4,321,800",1.09
"20170505_1,000,001以上",30,"56,441,052",14.25
20170428_1-999,"40,183","15,207,374",3.84
"20170428_1,000-5,000","23,837","52,377,483",13.22
"20170428_5,001-10,000","6,011","43,353,701",10.95
"20170428_10,001-15,000","1,817","22,691,670",5.73
"20170428_15,001-20,000","1,060","19,547,332",4.93
"20170428_20,001-30,000",897,"23,386,171",5.90
"20170428_30,001-40,000",350,"12,247,305",3.09
"20170428_40,001-50,000",291,"13,691,505",3.45
"20170428_50,001-100,000",555,"40,736,604",10.28
"20170428_100,001-200,000",247,"36,167,671",9.13
"20170428_200,001-400,000",88,"25,572,587",6.45
"20170428_400,001-600,000",37,"18,524,055",4.67
"20170428_600,001-800,000",16,"11,643,696",2.94
"20170428_800,001-1,000,000",5,"4,321,800",1.09
"20170428_1,000,001以上",30,"56,441,052",14.25
20170421_1-999,"40,185","15,207,940",3.83
"20170421_1,000-5,000","23,838","52,380,763",13.22
"20170421_5,001-10,000","6,012","43,360,763",10.94
"20170421_10,001-15,000","1,817","22,691,670",5.72
"20170421_15,001-20,000","1,061","19,567,332",4.93
"20170421_20,001-30,000",897,"23,386,171",5.90
"20170421_30,001-40,000",350,"12,247,305",3.09
"20170421_40,001-50,000",291,"13,691,505",3.45
"20170421_50,001-100,000",555,"40,736,604",10.28
"20170421_100,001-200,000",247,"36,167,671",9.12
"20170421_200,001-400,000",89,"25,852,253",6.52
"20170421_400,001-600,000",37,"18,524,055",4.67
"20170421_600,001-800,000",16,"11,643,696",2.93
"20170421_800,001-1,000,000",5,"4,321,800",1.09
"20170421_1,000,001以上",30,"56,441,052",14.24
20170414_1-999,"40,186","15,208,588",3.83
"20170414_1,000-5,000","23,838","52,380,763",13.21
"20170414_5,001-10,000","6,012","43,360,763",10.94
"20170414_10,001-15,000","1,817","22,691,670",5.72
"20170414_15,001-20,000","1,061","19,567,332",4.93
"20170414_20,001-30,000",897,"23,386,171",5.90
"20170414_30,001-40,000",350,"12,247,305",3.09
"20170414_40,001-50,000",292,"13,741,505",3.46
"20170414_50,001-100,000",555,"40,736,604",10.27
"20170414_100,001-200,000",247,"36,167,671",9.12
"20170414_200,001-400,000",89,"25,852,253",6.52
"20170414_400,001-600,000",37,"18,524,055",4.67
"20170414_600,001-800,000",16,"11,643,696",2.93
"20170414_800,001-1,000,000",5,"4,321,800",1.09
"20170414_1,000,001以上",30,"56,441,052",14.24
20170407_1-999,"40,190","15,209,459",3.83
"20170407_1,000-5,000","23,838","52,380,763",13.21
"20170407_5,001-10,000","6,012","43,360,763",10.94
"20170407_10,001-15,000","1,817","22,691,670",5.72
"20170407_15,001-20,000","1,061","19,567,332",4.93
"20170407_20,001-30,000",897,"23,386,171",5.90
"20170407_30,001-40,000",350,"12,247,305",3.09
"20170407_40,001-50,000",293,"13,786,505",3.47
"20170407_50,001-100,000",555,"40,736,604",10.27
"20170407_100,001-200,000",247,"36,167,671",9.12
"20170407_200,001-400,000",89,"25,852,253",6.52
"20170407_400,001-600,000",37,"18,524,055",4.67
"20170407_600,001-800,000",16,"11,643,696",2.93
"20170407_800,001-1,000,000",5,"4,321,800",1.09
"20170407_1,000,001以上",30,"56,441,052",14.24
20170331_1-999,"40,191","15,209,659",3.83
"20170331_1,000-5,000","23,838","52,380,763",13.21
"20170331_5,001-10,000","6,013","43,369,364",10.94
"20170331_10,001-15,000","1,817","22,691,670",5.72
"20170331_15,001-20,000","1,061","19,567,332",4.93
"20170331_20,001-30,000",897,"23,386,171",5.90
"20170331_30,001-40,000",350,"12,247,305",3.09
"20170331_40,001-50,000",293,"13,786,505",3.47
"20170331_50,001-100,000",555,"40,736,604",10.27
"20170331_100,001-200,000",247,"36,167,671",9.12
"20170331_200,001-400,000",89,"25,852,253",6.52
"20170331_400,001-600,000",37,"18,524,055",4.67
"20170331_600,001-800,000",16,"11,643,696",2.93
