date_level,population,stock number,total portion
20170609_1-999,19,"5,125",0.00
"20170609_1,000-5,000","2,294","6,214,290",3.20
"20170609_5,001-10,000",962,"8,039,008",4.15
"20170609_10,001-15,000",403,"5,320,000",2.74
"20170609_15,001-20,000",383,"7,196,184",3.71
"20170609_20,001-30,000",373,"9,921,393",5.12
"20170609_30,001-40,000",218,"8,005,000",4.13
"20170609_40,001-50,000",158,"7,548,000",3.89
"20170609_50,001-100,000",355,"26,382,000",13.62
"20170609_100,001-200,000",148,"21,788,000",11.24
"20170609_200,001-400,000",73,"20,679,000",10.67
"20170609_400,001-600,000",20,"9,778,000",5.04
"20170609_600,001-800,000",8,"5,559,000",2.87
"20170609_800,001-1,000,000",7,"6,313,000",3.25
"20170609_1,000,001以上",22,"50,940,000",26.30
20170603_1-999,19,"5,125",0.00
"20170603_1,000-5,000","2,304","6,256,290",3.20
"20170603_5,001-10,000",959,"8,017,008",4.10
"20170603_10,001-15,000",420,"5,547,000",2.84
"20170603_15,001-20,000",380,"7,151,184",3.66
"20170603_20,001-30,000",370,"9,803,393",5.02
"20170603_30,001-40,000",219,"8,050,000",4.12
"20170603_40,001-50,000",159,"7,587,000",3.88
"20170603_50,001-100,000",363,"26,963,000",13.81
"20170603_100,001-200,000",144,"21,152,000",10.83
"20170603_200,001-400,000",75,"21,160,000",10.84
"20170603_400,001-600,000",20,"9,788,000",5.01
"20170603_600,001-800,000",9,"6,266,000",3.21
"20170603_800,001-1,000,000",7,"6,309,000",3.23
"20170603_1,000,001以上",22,"51,133,000",26.19
20170526_1-999,19,"5,125",0.00
"20170526_1,000-5,000","2,327","6,313,290",3.22
"20170526_5,001-10,000",971,"8,134,008",4.15
"20170526_10,001-15,000",433,"5,708,000",2.91
"20170526_15,001-20,000",379,"7,144,184",3.65
"20170526_20,001-30,000",373,"9,906,393",5.06
"20170526_30,001-40,000",216,"7,931,000",4.05
"20170526_40,001-50,000",164,"7,827,000",3.99
"20170526_50,001-100,000",359,"26,587,000",13.58
"20170526_100,001-200,000",148,"21,641,000",11.05
"20170526_200,001-400,000",73,"20,499,000",10.47
"20170526_400,001-600,000",21,"10,199,000",5.21
"20170526_600,001-800,000",10,"7,154,000",3.65
"20170526_800,001-1,000,000",8,"7,494,000",3.82
"20170526_1,000,001以上",22,"49,145,000",25.11
20170519_1-999,20,"5,292",0.00
"20170519_1,000-5,000","2,335","6,335,123",3.22
"20170519_5,001-10,000",961,"8,043,055",4.09
"20170519_10,001-15,000",443,"5,858,000",2.98
"20170519_15,001-20,000",384,"7,242,577",3.69
"20170519_20,001-30,000",366,"9,693,000",4.94
"20170519_30,001-40,000",214,"7,853,953",4.00
"20170519_40,001-50,000",170,"8,103,000",4.13
"20170519_50,001-100,000",362,"26,640,000",13.57
"20170519_100,001-200,000",149,"21,815,000",11.11
"20170519_200,001-400,000",72,"20,179,000",10.28
"20170519_400,001-600,000",18,"8,830,000",4.50
"20170519_600,001-800,000",9,"6,244,000",3.18
"20170519_800,001-1,000,000",11,"10,129,000",5.16
"20170519_1,000,001以上",21,"49,217,000",25.08
20170512_1-999,18,"4,750",0.00
"20170512_1,000-5,000","2,361","6,400,665",3.24
"20170512_5,001-10,000",966,"8,067,055",4.09
"20170512_10,001-15,000",444,"5,865,000",2.97
"20170512_15,001-20,000",387,"7,301,184",3.70
"20170512_20,001-30,000",378,"9,969,393",5.05
"20170512_30,001-40,000",220,"8,072,953",4.09
"20170512_40,001-50,000",168,"7,984,000",4.04
"20170512_50,001-100,000",366,"27,064,000",13.72
"20170512_100,001-200,000",153,"22,513,000",11.41
"20170512_200,001-400,000",73,"20,517,000",10.40
"20170512_400,001-600,000",22,"10,542,000",5.34
"20170512_600,001-800,000",5,"3,592,000",1.82
"20170512_800,001-1,000,000",11,"10,139,000",5.14
"20170512_1,000,001以上",21,"49,156,000",24.92
20170505_1-999,17,"4,717",0.00
"20170505_1,000-5,000","2,388","6,474,398",3.28
"20170505_5,001-10,000",971,"8,091,355",4.10
"20170505_10,001-15,000",442,"5,827,000",2.95
"20170505_15,001-20,000",398,"7,507,184",3.80
"20170505_20,001-30,000",376,"9,915,393",5.02
"20170505_30,001-40,000",228,"8,374,953",4.24
"20170505_40,001-50,000",166,"7,893,000",4.00
"20170505_50,001-100,000",362,"26,832,000",13.60
"20170505_100,001-200,000",153,"22,466,000",11.39
"20170505_200,001-400,000",74,"20,868,000",10.58
"20170505_400,001-600,000",21,"10,224,000",5.18
"20170505_600,001-800,000",5,"3,592,000",1.82
"20170505_800,001-1,000,000",11,"10,188,000",5.16
"20170505_1,000,001以上",21,"48,930,000",24.81
20170428_1-999,17,"4,717",0.00
"20170428_1,000-5,000","2,400","6,506,398",3.29
"20170428_5,001-10,000",987,"8,235,355",4.17
"20170428_10,001-15,000",447,"5,890,000",2.98
"20170428_15,001-20,000",398,"7,513,184",3.81
"20170428_20,001-30,000",376,"9,914,393",5.02
"20170428_30,001-40,000",232,"8,508,953",4.31
"20170428_40,001-50,000",170,"8,091,000",4.10
"20170428_50,001-100,000",358,"26,552,000",13.46
"20170428_100,001-200,000",158,"23,258,000",11.79
"20170428_200,001-400,000",70,"19,939,000",10.11
"20170428_400,001-600,000",21,"10,054,000",5.09
"20170428_600,001-800,000",7,"5,042,000",2.55
"20170428_800,001-1,000,000",11,"10,367,000",5.25
"20170428_1,000,001以上",20,"47,312,000",23.99
20170421_1-999,18,"4,817",0.00
"20170421_1,000-5,000","2,438","6,579,298",3.33
"20170421_5,001-10,000",995,"8,308,355",4.21
"20170421_10,001-15,000",442,"5,815,393",2.94
"20170421_15,001-20,000",403,"7,605,184",3.85
"20170421_20,001-30,000",390,"10,348,953",5.24
"20170421_30,001-40,000",218,"7,987,000",4.05
"20170421_40,001-50,000",170,"8,099,000",4.10
"20170421_50,001-100,000",357,"26,425,000",13.40
"20170421_100,001-200,000",157,"22,992,000",11.65
"20170421_200,001-400,000",71,"20,007,000",10.14
"20170421_400,001-600,000",22,"10,755,000",5.45
"20170421_600,001-800,000",6,"4,351,000",2.20
"20170421_800,001-1,000,000",10,"9,107,000",4.61
"20170421_1,000,001以上",22,"48,803,000",24.74
20170414_1-999,18,"4,817",0.00
"20170414_1,000-5,000","2,442","6,634,198",3.36
"20170414_5,001-10,000",985,"8,219,355",4.16
"20170414_10,001-15,000",441,"5,814,493",2.94
"20170414_15,001-20,000",400,"7,581,184",3.84
"20170414_20,001-30,000",387,"10,279,000",5.21
"20170414_30,001-40,000",213,"7,830,953",3.97
"20170414_40,001-50,000",175,"8,337,000",4.22
"20170414_50,001-100,000",360,"26,850,000",13.61
"20170414_100,001-200,000",157,"22,914,000",11.62
"20170414_200,001-400,000",71,"20,178,000",10.23
"20170414_400,001-600,000",20,"9,855,000",4.99
"20170414_600,001-800,000",6,"4,380,000",2.22
"20170414_800,001-1,000,000",10,"9,100,000",4.61
"20170414_1,000,001以上",22,"49,210,000",24.95
20170407_1-999,18,"4,809",0.00
"20170407_1,000-5,000","2,436","6,603,198",3.34
"20170407_5,001-10,000",975,"8,147,355",4.12
"20170407_10,001-15,000",444,"5,864,501",2.96
"20170407_15,001-20,000",390,"7,385,184",3.73
"20170407_20,001-30,000",376,"9,967,000",5.04
"20170407_30,001-40,000",217,"7,959,953",4.02
"20170407_40,001-50,000",176,"8,370,000",4.23
"20170407_50,001-100,000",352,"26,233,000",13.26
"20170407_100,001-200,000",155,"22,569,000",11.41
"20170407_200,001-400,000",72,"20,297,000",10.26
"20170407_400,001-600,000",21,"10,216,000",5.16
"20170407_600,001-800,000",6,"4,267,000",2.15
"20170407_800,001-1,000,000",10,"9,243,000",4.67
"20170407_1,000,001以上",21,"50,561,000",25.57
20170331_1-999,18,"4,809",0.00
"20170331_1,000-5,000","2,447","6,632,198",3.35
"20170331_5,001-10,000",982,"8,207,355",4.15
"20170331_10,001-15,000",442,"5,843,000",2.95
"20170331_15,001-20,000",395,"7,483,685",3.78
"20170331_20,001-30,000",379,"10,032,000",5.07
"20170331_30,001-40,000",224,"8,228,953",4.16
"20170331_40,001-50,000",170,"8,101,000",4.09
"20170331_50,001-100,000",352,"26,330,000",13.31
"20170331_100,001-200,000",153,"22,292,000",11.27
"20170331_200,001-400,000",73,"20,715,000",10.47
"20170331_400,001-600,000",21,"10,208,000",5.16
"20170331_600,001-800,000",6,"4,285,000",2.16
"20170331_800,001-1,000,000",10,"9,265,000",4.68
"20170331_1,000,001以上",21,"50,060,000",25.32
20170324_1-999,18,"4,809",0.00
"20170324_1,000-5,000","2,451","6,631,317",3.36
"20170324_5,001-10,000",979,"8,200,055",4.15
"20170324_10,001-15,000",448,"5,906,000",2.99
"20170324_15,001-20,000",392,"7,437,866",3.77
"20170324_20,001-30,000",370,"9,834,000",4.98
"20170324_30,001-40,000",217,"7,939,953",4.02
"20170324_40,001-50,000",173,"8,232,000",4.17
"20170324_50,001-100,000",351,"26,221,000",13.29
"20170324_100,001-200,000",152,"22,198,000",11.25
"20170324_200,001-400,000",74,"20,646,000",10.47
"20170324_400,001-600,000",22,"10,808,000",5.48
"20170324_600,001-800,000",7,"5,086,000",2.57
"20170324_800,001-1,000,000",8,"7,308,000",3.70
"20170324_1,000,001以上",23,"50,735,000",25.72
20170317_1-999,18,"4,809",0.00
"20170317_1,000-5,000","2,478","6,725,317",3.41
"20170317_5,001-10,000",984,"8,217,055",4.16
"20170317_10,001-15,000",449,"5,916,000",3.00
"20170317_15,001-20,000",402,"7,633,184",3.87
"20170317_20,001-30,000",362,"9,628,682",4.88
"20170317_30,001-40,000",221,"8,068,953",4.09
"20170317_40,001-50,000",174,"8,271,000",4.19
"20170317_50,001-100,000",356,"26,584,000",13.48
"20170317_100,001-200,000",157,"22,758,000",11.54
"20170317_200,001-400,000",73,"20,428,000",10.35
"20170317_400,001-600,000",21,"10,334,000",5.24
"20170317_600,001-800,000",8,"5,726,000",2.90
"20170317_800,001-1,000,000",8,"7,418,000",3.76
"20170317_1,000,001以上",21,"49,475,000",25.09
20170310_1-999,18,"4,809",0.00
"20170310_1,000-5,000","2,491","6,763,317",3.42
"20170310_5,001-10,000",986,"8,250,055",4.18
"20170310_10,001-15,000",445,"5,856,000",2.96
"20170310_15,001-20,000",404,"7,654,866",3.88
"20170310_20,001-30,000",371,"9,897,000",5.01
"20170310_30,001-40,000",222,"8,128,953",4.12
"20170310_40,001-50,000",173,"8,245,000",4.18
"20170310_50,001-100,000",363,"27,068,000",13.72
"20170310_100,001-200,000",160,"23,474,000",11.90
"20170310_200,001-400,000",66,"18,606,000",9.43
"20170310_400,001-600,000",22,"10,708,000",5.43
"20170310_600,001-800,000",7,"4,950,000",2.51
"20170310_800,001-1,000,000",9,"8,405,000",4.26
"20170310_1,000,001以上",20,"49,177,000",24.93
20170303_1-999,19,"5,159",0.00
"20170303_1,000-5,000","2,476","6,719,217",3.36
"20170303_5,001-10,000","1,000","8,384,055",4.19
"20170303_10,001-15,000",443,"5,825,000",2.91
"20170303_15,001-20,000",393,"7,448,434",3.73
"20170303_20,001-30,000",368,"9,830,182",4.92
"20170303_30,001-40,000",223,"8,163,953",4.08
"20170303_40,001-50,000",175,"8,327,000",4.17
"20170303_50,001-100,000",362,"26,993,000",13.51
"20170303_100,001-200,000",157,"22,892,000",11.46
"20170303_200,001-400,000",70,"19,604,000",9.81
"20170303_400,001-600,000",21,"10,020,000",5.01
"20170303_600,001-800,000",8,"5,515,000",2.76
"20170303_800,001-1,000,000",7,"6,496,000",3.25
"20170303_1,000,001以上",21,"53,465,000",26.77
20170224_1-999,19,"5,159",0.00
"20170224_1,000-5,000","2,495","6,776,217",3.39
"20170224_5,001-10,000",994,"8,336,055",4.17
"20170224_10,001-15,000",445,"5,837,000",2.92
"20170224_15,001-20,000",387,"7,337,434",3.67
"20170224_20,001-30,000",369,"9,856,182",4.93
"20170224_30,001-40,000",228,"8,333,953",4.17
"20170224_40,001-50,000",171,"8,142,000",4.07
"20170224_50,001-100,000",357,"26,421,000",13.23
"20170224_100,001-200,000",157,"22,902,000",11.46
"20170224_200,001-400,000",67,"18,897,000",9.46
"20170224_400,001-600,000",24,"11,396,000",5.70
"20170224_600,001-800,000",7,"4,885,000",2.44
"20170224_800,001-1,000,000",7,"6,459,000",3.23
"20170224_1,000,001以上",21,"54,104,000",27.09
20170218_1-999,19,"5,159",0.00
"20170218_1,000-5,000","2,533","6,851,217",3.43
"20170218_5,001-10,000",989,"8,305,055",4.15
"20170218_10,001-15,000",441,"5,816,000",2.91
"20170218_15,001-20,000",380,"7,205,434",3.60
"20170218_20,001-30,000",386,"10,282,182",5.14
"20170218_30,001-40,000",222,"8,124,953",4.06
"20170218_40,001-50,000",179,"8,538,000",4.27
"20170218_50,001-100,000",352,"26,050,000",13.04
"20170218_100,001-200,000",158,"22,871,000",11.45
"20170218_200,001-400,000",65,"18,510,000",9.26
"20170218_400,001-600,000",22,"10,186,000",5.10
"20170218_600,001-800,000",8,"5,706,000",2.85
"20170218_800,001-1,000,000",6,"5,624,000",2.81
"20170218_1,000,001以上",22,"55,613,000",27.84
20170210_1-999,18,"4,329",0.00
"20170210_1,000-5,000","2,609","7,095,047",3.49
"20170210_5,001-10,000","1,023","8,597,055",4.23
"20170210_10,001-15,000",437,"5,791,182",2.85
"20170210_15,001-20,000",386,"7,338,434",3.61
"20170210_20,001-30,000",413,"10,991,000",5.40
"20170210_30,001-40,000",233,"8,535,953",4.20
"20170210_40,001-50,000",182,"8,649,000",4.25
"20170210_50,001-100,000",359,"26,763,000",13.17
"20170210_100,001-200,000",169,"24,582,000",12.09
"20170210_200,001-400,000",60,"17,190,000",8.46
"20170210_400,001-600,000",29,"14,460,000",7.11
"20170210_600,001-800,000",6,"4,354,000",2.14
"20170210_800,001-1,000,000",7,"6,470,000",3.18
"20170210_1,000,001以上",22,"52,367,000",25.77
20170203_1-999,18,"4,629",0.00
"20170203_1,000-5,000","2,698","7,296,947",3.67
"20170203_5,001-10,000","1,037","8,718,055",4.38
"20170203_10,001-15,000",422,"5,590,982",2.81
"20170203_15,001-20,000",413,"7,830,434",3.94
"20170203_20,001-30,000",401,"10,686,000",5.37
"20170203_30,001-40,000",224,"8,205,953",4.13
"20170203_40,001-50,000",192,"9,110,000",4.58
"20170203_50,001-100,000",357,"26,532,000",13.35
"20170203_100,001-200,000",167,"23,903,000",12.03
