date_level,population,stock number,total portion
20170616_1-999,"5,658","39,148",0.05
"20170616_1,000-5,000","5,161","10,794,925",15.02
"20170616_5,001-10,000",789,"6,564,811",9.13
"20170616_10,001-15,000",224,"2,877,029",4.00
"20170616_15,001-20,000",158,"2,983,300",4.15
"20170616_20,001-30,000",124,"3,189,706",4.43
"20170616_30,001-40,000",68,"2,500,639",3.48
"20170616_40,001-50,000",36,"1,673,852",2.32
"20170616_50,001-100,000",63,"4,473,130",6.22
"20170616_100,001-200,000",30,"4,382,717",6.09
"20170616_200,001-400,000",12,"3,340,942",4.64
"20170616_400,001-600,000",2,"953,000",1.32
"20170616_600,001-800,000",2,"1,304,201",1.81
"20170616_800,001-1,000,000",0,0,0.00
"20170616_1,000,001以上",6,"26,779,280",37.26
20170609_1-999,"5,656","39,540",0.05
"20170609_1,000-5,000","5,173","10,790,533",15.01
"20170609_5,001-10,000",793,"6,550,811",9.11
"20170609_10,001-15,000",229,"2,945,029",4.09
"20170609_15,001-20,000",158,"2,961,300",4.12
"20170609_20,001-30,000",124,"3,160,706",4.39
"20170609_30,001-40,000",73,"2,683,639",3.73
"20170609_40,001-50,000",39,"1,808,852",2.51
"20170609_50,001-100,000",59,"4,285,130",5.96
"20170609_100,001-200,000",29,"4,250,717",5.91
"20170609_200,001-400,000",12,"3,365,942",4.68
"20170609_400,001-600,000",2,"967,000",1.34
"20170609_600,001-800,000",2,"1,290,201",1.79
"20170609_800,001-1,000,000",0,0,0.0
"20170609_1,000,001以上",6,"26,757,280",37.23
20170603_1-999,"5,640","40,167",0.05
"20170603_1,000-5,000","5,153","10,741,496",14.94
"20170603_5,001-10,000",779,"6,429,336",8.94
"20170603_10,001-15,000",229,"2,935,914",4.08
"20170603_15,001-20,000",163,"3,056,300",4.25
"20170603_20,001-30,000",122,"3,104,706",4.32
"20170603_30,001-40,000",73,"2,674,639",3.72
"20170603_40,001-50,000",37,"1,707,852",2.37
"20170603_50,001-100,000",61,"4,288,130",5.96
"20170603_100,001-200,000",31,"4,490,717",6.24
"20170603_200,001-400,000",12,"3,390,942",4.71
"20170603_400,001-600,000",2,"951,000",1.32
"20170603_600,001-800,000",2,"1,289,201",1.79
"20170603_800,001-1,000,000",0,0,0.0
"20170603_1,000,001以上",6,"26,756,280",37.23
20170526_1-999,"5,631","40,169",0.05
"20170526_1,000-5,000","5,163","10,733,494",14.93
"20170526_5,001-10,000",797,"6,572,336",9.14
"20170526_10,001-15,000",229,"2,946,914",4.1
"20170526_15,001-20,000",161,"3,030,300",4.21
"20170526_20,001-30,000",126,"3,213,706",4.47
"20170526_30,001-40,000",74,"2,708,639",3.76
"20170526_40,001-50,000",35,"1,615,852",2.24
"20170526_50,001-100,000",57,"3,991,130",5.55
"20170526_100,001-200,000",32,"4,622,717",6.43
"20170526_200,001-400,000",12,"3,349,942",4.66
"20170526_400,001-600,000",2,"938,000",1.3
"20170526_600,001-800,000",2,"1,296,201",1.8
"20170526_800,001-1,000,000",0,0,0.0
"20170526_1,000,001以上",6,"26,797,280",37.29
20170519_1-999,"5,618","39,880",0.05
"20170519_1,000-5,000","5,182","10,726,409",14.92
"20170519_5,001-10,000",800,"6,610,811",9.19
"20170519_10,001-15,000",228,"2,937,914",4.08
"20170519_15,001-20,000",159,"3,000,300",4.17
"20170519_20,001-30,000",128,"3,252,706",4.52
"20170519_30,001-40,000",71,"2,605,639",3.62
"20170519_40,001-50,000",38,"1,752,852",2.43
"20170519_50,001-100,000",53,"3,743,029",5.2
"20170519_100,001-200,000",32,"4,697,717",6.53
"20170519_200,001-400,000",12,"3,409,942",4.74
"20170519_400,001-600,000",2,"938,000",1.3
"20170519_600,001-800,000",2,"1,294,201",1.8
"20170519_800,001-1,000,000",0,0,0.0
"20170519_1,000,001以上",6,"26,847,280",37.36
20170512_1-999,"5,604","39,643",0.05
"20170512_1,000-5,000","5,083","10,449,308",14.54
"20170512_5,001-10,000",737,"6,126,847",8.52
"20170512_10,001-15,000",215,"2,760,914",3.84
