date_level,population,stock number,total portion
20170616_1-999,"18,416","1,181,295",0.43
"20170616_1,000-5,000","14,096","24,572,384",8.94
"20170616_5,001-10,000","1,518","10,547,707",3.84
"20170616_10,001-15,000",488,"5,807,613",2.11
"20170616_15,001-20,000",236,"4,074,542",1.48
"20170616_20,001-30,000",207,"5,068,704",1.84
"20170616_30,001-40,000",111,"3,869,661",1.40
"20170616_40,001-50,000",79,"3,538,333",1.28
"20170616_50,001-100,000",123,"8,655,790",3.15
"20170616_100,001-200,000",85,"12,062,254",4.39
"20170616_200,001-400,000",59,"16,625,922",6.05
"20170616_400,001-600,000",22,"10,614,454",3.86
"20170616_600,001-800,000",18,"12,417,446",4.52
"20170616_800,001-1,000,000",7,"6,374,571",2.32
"20170616_1,000,001以上",40,"149,253,350",54.34
20170609_1-999,"18,478","1,184,635",0.43
"20170609_1,000-5,000","13,425","23,494,821",8.55
"20170609_5,001-10,000","1,490","10,331,629",3.76
"20170609_10,001-15,000",476,"5,679,467",2.06
"20170609_15,001-20,000",228,"3,922,329",1.42
"20170609_20,001-30,000",208,"5,076,684",1.84
"20170609_30,001-40,000",109,"3,787,292",1.37
"20170609_40,001-50,000",77,"3,459,497",1.25
"20170609_50,001-100,000",126,"8,757,376",3.18
"20170609_100,001-200,000",82,"11,529,027",4.19
"20170609_200,001-400,000",63,"17,558,843",6.39
"20170609_400,001-600,000",22,"10,478,059",3.81
"20170609_600,001-800,000",16,"10,612,343",3.86
"20170609_800,001-1,000,000",7,"6,201,674",2.25
"20170609_1,000,001以上",41,"152,590,350",55.55
20170603_1-999,"18,518","1,186,493",0.43
"20170603_1,000-5,000","13,539","23,709,038",8.63
"20170603_5,001-10,000","1,507","10,481,116",3.81
"20170603_10,001-15,000",478,"5,702,455",2.07
"20170603_15,001-20,000",226,"3,872,295",1.4
"20170603_20,001-30,000",210,"5,108,644",1.85
"20170603_30,001-40,000",104,"3,610,516",1.31
"20170603_40,001-50,000",75,"3,356,566",1.22
"20170603_50,001-100,000",125,"8,772,109",3.19
"20170603_100,001-200,000",84,"11,872,187",4.32
"20170603_200,001-400,000",62,"17,495,252",6.36
"20170603_400,001-600,000",20,"9,721,545",3.53
"20170603_600,001-800,000",17,"11,315,991",4.11
"20170603_800,001-1,000,000",5,"4,389,443",1.59
"20170603_1,000,001以上",41,"154,070,376",56.09
20170526_1-999,"18,612","1,201,419",0.43
"20170526_1,000-5,000","13,295","23,260,309",8.46
"20170526_5,001-10,000","1,487","10,350,892",3.76
"20170526_10,001-15,000",471,"5,610,831",2.04
"20170526_15,001-20,000",229,"3,928,855",1.43
"20170526_20,001-30,000",202,"4,926,723",1.79
"20170526_30,001-40,000",106,"3,684,964",1.34
"20170526_40,001-50,000",71,"3,172,846",1.15
"20170526_50,001-100,000",125,"8,788,180",3.19
"20170526_100,001-200,000",84,"11,688,788",4.25
"20170526_200,001-400,000",62,"17,165,437",6.24
"20170526_400,001-600,000",21,"10,405,393",3.78
"20170526_600,001-800,000",13,"8,660,396",3.15
"20170526_800,001-1,000,000",6,"5,256,949",1.91
"20170526_1,000,001以上",43,"156,562,044",57.0
20170519_1-999,"18,627","1,202,986",0.43
"20170519_1,000-5,000","13,544","23,648,452",8.6
"20170519_5,001-10,000","1,499","10,406,189",3.78
"20170519_10,001-15,000",464,"5,517,882",2.0
"20170519_15,001-20,000",239,"4,122,527",1.5
"20170519_20,001-30,000",209,"5,107,321",1.85
"20170519_30,001-40,000",111,"3,873,891",1.41
"20170519_40,001-50,000",68,"3,032,820",1.1
"20170519_50,001-100,000",129,"9,070,686",3.3
"20170519_100,001-200,000",86,"12,086,172",4.4
"20170519_200,001-400,000",59,"16,580,918",6.03
"20170519_400,001-600,000",21,"10,514,616",3.82
"20170519_600,001-800,000",15,"10,215,701",3.71
"20170519_800,001-1,000,000",3,"2,703,972",0.98
"20170519_1,000,001以上",44,"156,579,893",57.0
20170512_1-999,"18,665","1,207,696",0.43
"20170512_1,000-5,000","13,696","23,944,843",8.71
"20170512_5,001-10,000","1,491","10,339,056",3.76
"20170512_10,001-15,000",461,"5,479,722",1.99
"20170512_15,001-20,000",242,"4,169,890",1.51
"20170512_20,001-30,000",209,"5,079,536",1.84
"20170512_30,001-40,000",109,"3,803,024",1.38
"20170512_40,001-50,000",69,"3,068,189",1.11
"20170512_50,001-100,000",126,"8,740,849",3.18
"20170512_100,001-200,000",80,"11,460,411",4.17
"20170512_200,001-400,000",61,"16,875,363",6.14
"20170512_400,001-600,000",20,"9,853,880",3.58
"20170512_600,001-800,000",14,"9,415,084",3.42
"20170512_800,001-1,000,000",5,"4,456,496",1.62
"20170512_1,000,001以上",43,"156,769,987",57.07
20170505_1-999,"18,572","1,209,815",0.44
"20170505_1,000-5,000","14,203","24,959,737",9.08
"20170505_5,001-10,000","1,557","10,796,882",3.93
"20170505_10,001-15,000",472,"5,610,160",2.04
"20170505_15,001-20,000",248,"4,283,127",1.55
"20170505_20,001-30,000",199,"4,828,012",1.75
"20170505_30,001-40,000",117,"4,074,758",1.48
"20170505_40,001-50,000",68,"3,007,451",1.09
"20170505_50,001-100,000",116,"8,113,575",2.95
"20170505_100,001-200,000",89,"12,447,766",4.53
"20170505_200,001-400,000",60,"17,143,870",6.24
"20170505_400,001-600,000",20,"10,034,272",3.65
"20170505_600,001-800,000",16,"10,821,529",3.93
"20170505_800,001-1,000,000",4,"3,741,545",1.36
"20170505_1,000,001以上",40,"153,591,527",55.91
20170428_1-999,"18,602","1,211,946",0.44
"20170428_1,000-5,000","14,341","25,147,827",9.15
"20170428_5,001-10,000","1,564","10,827,641",3.94
"20170428_10,001-15,000",470,"5,565,804",2.02
"20170428_15,001-20,000",243,"4,177,317",1.52
"20170428_20,001-30,000",202,"4,899,046",1.78
"20170428_30,001-40,000",115,"4,012,164",1.46
"20170428_40,001-50,000",69,"3,047,795",1.1
"20170428_50,001-100,000",115,"7,962,875",2.89
"20170428_100,001-200,000",88,"12,297,350",4.47
"20170428_200,001-400,000",59,"16,880,974",6.14
"20170428_400,001-600,000",26,"12,933,225",4.7
"20170428_600,001-800,000",9,"6,122,859",2.22
"20170428_800,001-1,000,000",6,"5,290,840",1.92
"20170428_1,000,001以上",40,"154,286,363",56.17
20170421_1-999,"18,431","1,215,496",0.44
"20170421_1,000-5,000","14,734","26,043,297",9.48
"20170421_5,001-10,000","1,581","10,954,506",3.98
"20170421_10,001-15,000",478,"5,665,702",2.06
"20170421_15,001-20,000",238,"4,098,434",1.49
"20170421_20,001-30,000",208,"5,010,710",1.82
"20170421_30,001-40,000",115,"3,986,928",1.45
"20170421_40,001-50,000",66,"2,913,809",1.06
"20170421_50,001-100,000",117,"8,007,978",2.91
"20170421_100,001-200,000",85,"11,995,139",4.36
"20170421_200,001-400,000",54,"15,404,027",5.6
"20170421_400,001-600,000",29,"14,435,894",5.25
"20170421_600,001-800,000",8,"5,503,903",2.0
"20170421_800,001-1,000,000",6,"5,359,840",1.95
"20170421_1,000,001以上",40,"154,068,363",56.09
20170414_1-999,"18,256","1,211,721",0.44
"20170414_1,000-5,000","14,838","26,254,975",9.55
"20170414_5,001-10,000","1,576","10,930,123",3.97
"20170414_10,001-15,000",478,"5,679,294",2.06
"20170414_15,001-20,000",245,"4,226,048",1.53
"20170414_20,001-30,000",208,"5,014,414",1.82
"20170414_30,001-40,000",115,"4,010,052",1.45
"20170414_40,001-50,000",71,"3,139,499",1.14
"20170414_50,001-100,000",111,"7,627,614",2.77
"20170414_100,001-200,000",83,"11,606,952",4.22
"20170414_200,001-400,000",52,"14,780,552",5.38
"20170414_400,001-600,000",27,"12,980,440",4.72
"20170414_600,001-800,000",10,"6,745,817",2.45
"20170414_800,001-1,000,000",7,"6,132,823",2.23
"20170414_1,000,001以上",40,"154,323,702",56.18
20170407_1-999,"18,131","1,217,644",0.44
"20170407_1,000-5,000","14,653","25,844,030",9.4
"20170407_5,001-10,000","1,546","10,683,529",3.88
"20170407_10,001-15,000",468,"5,558,110",2.02
"20170407_15,001-20,000",245,"4,234,731",1.54
"20170407_20,001-30,000",208,"5,019,435",1.82
"20170407_30,001-40,000",113,"3,940,052",1.43
"20170407_40,001-50,000",74,"3,276,098",1.19
"20170407_50,001-100,000",114,"7,758,841",2.82
"20170407_100,001-200,000",83,"11,444,171",4.16
"20170407_200,001-400,000",52,"14,842,901",5.4
"20170407_400,001-600,000",26,"12,933,824",4.7
"20170407_600,001-800,000",9,"6,043,623",2.2
"20170407_800,001-1,000,000",10,"9,171,136",3.33
"20170407_1,000,001以上",39,"152,695,901",55.59
20170331_1-999,"18,024","1,219,711",0.44
"20170331_1,000-5,000","14,841","26,170,641",9.52
"20170331_5,001-10,000","1,554","10,728,285",3.9
"20170331_10,001-15,000",472,"5,607,536",2.04
"20170331_15,001-20,000",239,"4,145,990",1.5
"20170331_20,001-30,000",215,"5,208,936",1.89
"20170331_30,001-40,000",110,"3,841,738",1.39
"20170331_40,001-50,000",74,"3,265,279",1.18
"20170331_50,001-100,000",115,"7,803,013",2.84
"20170331_100,001-200,000",82,"11,379,671",4.14
"20170331_200,001-400,000",52,"14,869,202",5.41
"20170331_400,001-600,000",28,"13,754,552",5.0
"20170331_600,001-800,000",6,"3,913,350",1.42
"20170331_800,001-1,000,000",11,"9,724,881",3.54
"20170331_1,000,001以上",39,"153,031,241",55.71
20170324_1-999,"17,877","1,226,317",0.44
"20170324_1,000-5,000","15,054","26,626,681",9.69
"20170324_5,001-10,000","1,575","10,882,029",3.96
"20170324_10,001-15,000",489,"5,798,002",2.11
"20170324_15,001-20,000",241,"4,175,661",1.52
"20170324_20,001-30,000",221,"5,355,375",1.94
"20170324_30,001-40,000",109,"3,819,278",1.39
"20170324_40,001-50,000",71,"3,135,949",1.14
"20170324_50,001-100,000",113,"7,734,835",2.81
"20170324_100,001-200,000",80,"11,164,963",4.06
"20170324_200,001-400,000",53,"14,916,138",5.43
"20170324_400,001-600,000",31,"15,214,416",5.53
"20170324_600,001-800,000",9,"6,223,102",2.26
"20170324_800,001-1,000,000",8,"7,201,080",2.62
"20170324_1,000,001以上",37,"151,190,200",55.04
20170317_1-999,"17,749","1,235,625",0.44
"20170317_1,000-5,000","14,764","25,982,813",9.45
"20170317_5,001-10,000","1,596","11,054,937",4.02
"20170317_10,001-15,000",510,"6,062,830",2.2
"20170317_15,001-20,000",235,"4,066,713",1.48
"20170317_20,001-30,000",224,"5,406,577",1.96
"20170317_30,001-40,000",111,"3,915,215",1.42
"20170317_40,001-50,000",72,"3,204,016",1.16
"20170317_50,001-100,000",116,"8,153,935",2.96
"20170317_100,001-200,000",80,"11,384,516",4.14
"20170317_200,001-400,000",51,"14,682,834",5.34
"20170317_400,001-600,000",26,"12,607,331",4.59
"20170317_600,001-800,000",11,"7,397,900",2.69
"20170317_800,001-1,000,000",10,"9,165,694",3.33
"20170317_1,000,001以上",36,"150,343,090",54.73
20170310_1-999,"17,563","1,244,929",0.45
"20170310_1,000-5,000","14,654","25,698,353",9.35
"20170310_5,001-10,000","1,620","11,223,391",4.08
"20170310_10,001-15,000",512,"6,094,735",2.21
"20170310_15,001-20,000",225,"3,867,847",1.4
"20170310_20,001-30,000",223,"5,362,890",1.95
"20170310_30,001-40,000",114,"4,018,287",1.46
"20170310_40,001-50,000",74,"3,298,370",1.2
"20170310_50,001-100,000",113,"7,870,205",2.86
"20170310_100,001-200,000",87,"12,166,741",4.42
"20170310_200,001-400,000",54,"15,240,945",5.54
"20170310_400,001-600,000",27,"13,633,251",4.96
"20170310_600,001-800,000",8,"5,429,209",1.97
"20170310_800,001-1,000,000",11,"9,612,316",3.49
"20170310_1,000,001以上",36,"149,902,557",54.57
20170303_1-999,"17,242","1,244,996",0.45
"20170303_1,000-5,000","15,417","26,986,616",9.82
"20170303_5,001-10,000","1,674","11,558,985",4.2
"20170303_10,001-15,000",527,"6,233,924",2.26
"20170303_15,001-20,000",238,"4,091,348",1.48
"20170303_20,001-30,000",234,"5,638,357",2.05
"20170303_30,001-40,000",117,"4,110,415",1.49
"20170303_40,001-50,000",76,"3,399,227",1.23
"20170303_50,001-100,000",121,"8,424,201",3.06
"20170303_100,001-200,000",82,"11,463,612",4.17
"20170303_200,001-400,000",54,"15,446,771",5.62
"20170303_400,001-600,000",26,"13,155,934",4.78
"20170303_600,001-800,000",12,"8,377,211",3.04
"20170303_800,001-1,000,000",5,"4,239,211",1.54
"20170303_1,000,001以上",37,"150,293,218",54.71
20170224_1-999,"17,199","1,249,916",0.45
"20170224_1,000-5,000","15,494","27,212,648",9.9
"20170224_5,001-10,000","1,677","11,518,491",4.19
"20170224_10,001-15,000",526,"6,241,751",2.27
"20170224_15,001-20,000",237,"4,073,752",1.48
"20170224_20,001-30,000",230,"5,547,219",2.01
"20170224_30,001-40,000",122,"4,288,265",1.56
"20170224_40,001-50,000",80,"3,578,893",1.3
"20170224_50,001-100,000",114,"7,854,267",2.85
"20170224_100,001-200,000",84,"11,838,277",4.31
"20170224_200,001-400,000",59,"16,788,489",6.11
"20170224_400,001-600,000",26,"13,098,793",4.76
"20170224_600,001-800,000",8,"5,473,231",1.99
"20170224_800,001-1,000,000",5,"4,382,425",1.59
"20170224_1,000,001以上",38,"151,517,609",55.16
20170218_1-999,"16,822","1,238,796",0.45
"20170218_1,000-5,000","15,570","27,507,335",10.01
"20170218_5,001-10,000","1,792","12,355,137",4.49
"20170218_10,001-15,000",544,"6,403,811",2.33
"20170218_15,001-20,000",255,"4,398,204",1.6
"20170218_20,001-30,000",233,"5,646,840",2.05
"20170218_30,001-40,000",115,"4,020,646",1.46
"20170218_40,001-50,000",81,"3,612,729",1.31
"20170218_50,001-100,000",121,"8,390,654",3.05
"20170218_100,001-200,000",82,"11,528,992",4.19
"20170218_200,001-400,000",53,"15,101,249",5.49
"20170218_400,001-600,000",25,"12,815,075",4.66
"20170218_600,001-800,000",16,"10,882,246",3.96
"20170218_800,001-1,000,000",2,"1,831,151",0.66
"20170218_1,000,001以上",36,"148,931,161",54.22
20170210_1-999,"16,298","1,214,171",0.44
"20170210_1,000-5,000","17,283","30,555,575",11.12
"20170210_5,001-10,000","1,908","13,097,181",4.76
"20170210_10,001-15,000",605,"7,132,550",2.59
"20170210_15,001-20,000",266,"4,592,851",1.67
"20170210_20,001-30,000",254,"6,169,930",2.24
"20170210_30,001-40,000",125,"4,398,398",1.6
"20170210_40,001-50,000",76,"3,380,742",1.23
"20170210_50,001-100,000",134,"9,357,156",3.4
"20170210_100,001-200,000",74,"10,387,857",3.78
"20170210_200,001-400,000",55,"15,656,991",5.7
"20170210_400,001-600,000",24,"12,154,184",4.42
"20170210_600,001-800,000",15,"10,134,782",3.68
