date_level,population,stock number,total portion
20170609_1-999,104,"26,970",0.00
"20170609_1,000-5,000","18,259","52,013,427",1.06
"20170609_5,001-10,000","10,528","88,154,934",1.80
"20170609_10,001-15,000","5,107","67,657,117",1.38
"20170609_15,001-20,000","5,109","96,092,174",1.96
"20170609_20,001-30,000","5,472","144,152,024",2.95
"20170609_30,001-40,000","3,425","125,157,505",2.56
"20170609_40,001-50,000","2,689","126,795,452",2.59
"20170609_50,001-100,000","5,923","437,684,207",8.97
"20170609_100,001-200,000","3,378","486,894,961",9.97
"20170609_200,001-400,000","1,595","450,960,591",9.24
"20170609_400,001-600,000",482,"238,057,138",4.87
"20170609_600,001-800,000",197,"139,233,000",2.85
"20170609_800,001-1,000,000",113,"102,812,000",2.10
"20170609_1,000,001以上",290,"2,323,457,500",47.62
20170603_1-999,109,"28,259",0.00
"20170603_1,000-5,000","18,324","52,151,726",1.07
"20170603_5,001-10,000","10,589","88,717,461",1.82
"20170603_10,001-15,000","5,118","67,825,373",1.39
"20170603_15,001-20,000","5,089","95,613,106",1.96
"20170603_20,001-30,000","5,507","145,090,374",2.97
"20170603_30,001-40,000","3,429","125,295,886",2.57
"20170603_40,001-50,000","2,691","126,884,453",2.60
"20170603_50,001-100,000","5,935","437,718,172",8.98
"20170603_100,001-200,000","3,375","486,465,961",9.99
"20170603_200,001-400,000","1,595","450,351,591",9.24
"20170603_400,001-600,000",479,"236,254,138",4.85
"20170603_600,001-800,000",205,"144,581,000",2.96
"20170603_800,001-1,000,000",102,"92,867,000",1.90
"20170603_1,000,001以上",295,"2,319,304,500",47.63
20170526_1-999,110,"28,875",0.00
"20170526_1,000-5,000","18,482","52,684,846",1.07
"20170526_5,001-10,000","10,625","89,024,647",1.81
"20170526_10,001-15,000","5,161","68,374,164",1.39
"20170526_15,001-20,000","5,132","96,395,753",1.96
"20170526_20,001-30,000","5,512","145,257,274",2.96
"20170526_30,001-40,000","3,425","125,213,149",2.55
"20170526_40,001-50,000","2,706","127,619,453",2.60
"20170526_50,001-100,000","5,961","440,184,649",8.98
