date_level,population,stock number,total portion
20170616_1-999,"1,751","373,960",0.24
"20170616_1,000-5,000","4,069","8,451,325",5.42
"20170616_5,001-10,000",581,"4,739,047",3.04
"20170616_10,001-15,000",147,"1,894,161",1.21
"20170616_15,001-20,000",114,"2,181,493",1.40
"20170616_20,001-30,000",115,"3,019,122",1.93
"20170616_30,001-40,000",48,"1,751,961",1.12
"20170616_40,001-50,000",45,"2,115,566",1.35
"20170616_50,001-100,000",81,"5,899,609",3.79
"20170616_100,001-200,000",36,"5,079,352",3.26
"20170616_200,001-400,000",23,"6,093,109",3.91
"20170616_400,001-600,000",8,"3,833,204",2.46
"20170616_600,001-800,000",8,"5,123,652",3.29
"20170616_800,001-1,000,000",6,"5,364,000",3.44
"20170616_1,000,001以上",27,"99,735,329",64.07
20170609_1-999,"1,753","376,199",0.24
"20170609_1,000-5,000","4,082","8,366,950",5.37
"20170609_5,001-10,000",549,"4,476,668",2.87
"20170609_10,001-15,000",155,"2,020,964",1.29
"20170609_15,001-20,000",114,"2,181,738",1.4
"20170609_20,001-30,000",107,"2,837,122",1.82
"20170609_30,001-40,000",59,"2,179,700",1.4
"20170609_40,001-50,000",37,"1,738,566",1.11
"20170609_50,001-100,000",72,"5,256,337",3.37
"20170609_100,001-200,000",42,"6,099,352",3.91
"20170609_200,001-400,000",19,"5,456,109",3.5
"20170609_400,001-600,000",8,"3,785,204",2.43
"20170609_600,001-800,000",7,"4,512,652",2.89
"20170609_800,001-1,000,000",6,"5,301,805",3.4
"20170609_1,000,001以上",28,"101,065,524",64.92
20170603_1-999,"1,758","377,814",0.24
"20170603_1,000-5,000","3,932","8,031,771",5.15
"20170603_5,001-10,000",546,"4,417,232",2.83
"20170603_10,001-15,000",140,"1,813,964",1.16
"20170603_15,001-20,000",125,"2,399,738",1.54
"20170603_20,001-30,000",108,"2,845,122",1.82
"20170603_30,001-40,000",52,"1,904,010",1.22
"20170603_40,001-50,000",39,"1,825,256",1.17
"20170603_50,001-100,000",68,"4,818,911",3.09
"20170603_100,001-200,000",41,"5,762,778",3.7
"20170603_200,001-400,000",22,"6,350,989",4.08
"20170603_400,001-600,000",12,"6,044,494",3.88
"20170603_600,001-800,000",6,"4,260,482",2.73
"20170603_800,001-1,000,000",4,"3,616,805",2.32
"20170603_1,000,001以上",28,"101,185,524",65.0
20170526_1-999,"1,766","379,469",0.24
"20170526_1,000-5,000","3,940","8,070,476",5.18
"20170526_5,001-10,000",544,"4,424,872",2.84
"20170526_10,001-15,000",149,"1,938,964",1.24
"20170526_15,001-20,000",122,"2,330,738",1.49
"20170526_20,001-30,000",100,"2,623,122",1.68
"20170526_30,001-40,000",55,"1,987,010",1.27
"20170526_40,001-50,000",37,"1,706,256",1.09
"20170526_50,001-100,000",70,"4,986,047",3.2
"20170526_100,001-200,000",39,"5,412,642",3.47
"20170526_200,001-400,000",22,"6,079,989",3.9
"20170526_400,001-600,000",10,"5,136,494",3.29
"20170526_600,001-800,000",7,"4,906,482",3.15
"20170526_800,001-1,000,000",5,"4,444,805",2.85
"20170526_1,000,001以上",28,"101,227,524",65.03
20170519_1-999,"1,756","378,328",0.24
"20170519_1,000-5,000","4,138","8,482,481",5.44
"20170519_5,001-10,000",553,"4,492,302",2.88
"20170519_10,001-15,000",150,"1,944,610",1.24
"20170519_15,001-20,000",118,"2,257,738",1.45
"20170519_20,001-30,000",103,"2,686,122",1.72
"20170519_30,001-40,000",51,"1,876,146",1.2
"20170519_40,001-50,000",31,"1,450,566",0.93
"20170519_50,001-100,000",68,"4,591,661",2.94
"20170519_100,001-200,000",43,"5,799,642",3.72
"20170519_200,001-400,000",17,"4,524,989",2.9
"20170519_400,001-600,000",12,"6,116,686",3.92
"20170519_600,001-800,000",5,"3,491,290",2.24
"20170519_800,001-1,000,000",7,"6,404,805",4.11
"20170519_1,000,001以上",28,"101,157,524",64.98
20170512_1-999,"1,757","379,756",0.24
"20170512_1,000-5,000","4,077","8,300,368",5.33
"20170512_5,001-10,000",566,"4,602,281",2.95
"20170512_10,001-15,000",147,"1,890,316",1.21
"20170512_15,001-20,000",114,"2,172,738",1.39
"20170512_20,001-30,000",106,"2,785,722",1.78
"20170512_30,001-40,000",53,"1,947,546",1.25
"20170512_40,001-50,000",33,"1,561,566",1.0
"20170512_50,001-100,000",70,"4,902,661",3.14
"20170512_100,001-200,000",42,"5,876,642",3.77
"20170512_200,001-400,000",18,"5,024,989",3.22
"20170512_400,001-600,000",11,"5,509,686",3.53
"20170512_600,001-800,000",4,"2,647,290",1.7
"20170512_800,001-1,000,000",7,"6,480,805",4.16
"20170512_1,000,001以上",28,"101,572,524",65.25
20170505_1-999,"1,760","381,011",0.24
"20170505_1,000-5,000","4,253","8,697,868",5.58
"20170505_5,001-10,000",581,"4,745,947",3.04
"20170505_10,001-15,000",155,"2,005,895",1.28
"20170505_15,001-20,000",113,"2,151,738",1.38
"20170505_20,001-30,000",114,"2,966,722",1.9
"20170505_30,001-40,000",52,"1,894,010",1.21
"20170505_40,001-50,000",35,"1,655,702",1.06
"20170505_50,001-100,000",76,"5,074,061",3.25
"20170505_100,001-200,000",46,"6,552,352",4.2
"20170505_200,001-400,000",20,"5,453,279",3.5
"20170505_400,001-600,000",10,"4,996,976",3.21
"20170505_600,001-800,000",4,"2,724,000",1.75
"20170505_800,001-1,000,000",6,"5,450,000",3.5
"20170505_1,000,001以上",29,"100,905,329",64.82
20170428_1-999,"1,757","380,559",0.24
"20170428_1,000-5,000","4,445","9,031,318",5.8
"20170428_5,001-10,000",607,"4,993,015",3.2
"20170428_10,001-15,000",154,"2,000,316",1.28
"20170428_15,001-20,000",109,"2,075,251",1.33
"20170428_20,001-30,000",111,"2,888,722",1.85
"20170428_30,001-40,000",52,"1,894,010",1.21
"20170428_40,001-50,000",34,"1,598,566",1.02
"20170428_50,001-100,000",76,"5,209,197",3.34
"20170428_100,001-200,000",41,"5,613,352",3.6
"20170428_200,001-400,000",21,"5,681,399",3.64
"20170428_400,001-600,000",11,"5,602,976",3.59
"20170428_600,001-800,000",4,"2,788,880",1.79
"20170428_800,001-1,000,000",8,"7,340,000",4.71
"20170428_1,000,001以上",27,"98,557,329",63.31
20170421_1-999,"1,759","380,245",0.24
"20170421_1,000-5,000","4,392","8,982,333",5.77
"20170421_5,001-10,000",611,"5,023,786",3.22
"20170421_10,001-15,000",149,"1,916,614",1.23
"20170421_15,001-20,000",114,"2,184,251",1.4
"20170421_20,001-30,000",103,"2,689,242",1.72
"20170421_30,001-40,000",57,"2,099,010",1.34
