date_level,population,stock number,total portion
20170616_1-999,"15,039","731,944",0.32
"20170616_1,000-5,000","2,936","6,768,964",3.04
"20170616_5,001-10,000",763,"5,965,964",2.68
"20170616_10,001-15,000",228,"2,920,770",1.31
"20170616_15,001-20,000",232,"4,364,074",1.96
"20170616_20,001-30,000",177,"4,671,117",2.10
"20170616_30,001-40,000",95,"3,466,940",1.55
"20170616_40,001-50,000",72,"3,342,442",1.50
"20170616_50,001-100,000",179,"13,065,169",5.87
"20170616_100,001-200,000",86,"12,236,271",5.50
"20170616_200,001-400,000",61,"17,254,252",7.76
"20170616_400,001-600,000",29,"14,788,306",6.65
"20170616_600,001-800,000",12,"8,399,389",3.77
"20170616_800,001-1,000,000",11,"9,919,104",4.46
"20170616_1,000,001以上",33,"114,452,638",51.47
20170609_1-999,"15,034","731,644",0.32
"20170609_1,000-5,000","2,944","6,809,294",3.06
"20170609_5,001-10,000",772,"6,032,213",2.71
"20170609_10,001-15,000",229,"2,926,770",1.31
"20170609_15,001-20,000",231,"4,345,074",1.95
"20170609_20,001-30,000",178,"4,699,195",2.11
"20170609_30,001-40,000",95,"3,479,861",1.56
"20170609_40,001-50,000",71,"3,301,459",1.48
"20170609_50,001-100,000",179,"13,036,836",5.86
"20170609_100,001-200,000",89,"12,665,304",5.69
"20170609_200,001-400,000",61,"17,343,252",7.8
"20170609_400,001-600,000",28,"14,297,306",6.43
"20170609_600,001-800,000",12,"8,397,389",3.77
"20170609_800,001-1,000,000",11,"9,919,104",4.46
"20170609_1,000,001以上",33,"114,362,643",51.43
20170603_1-999,"15,027","732,472",0.32
"20170603_1,000-5,000","2,954","6,829,463",3.07
"20170603_5,001-10,000",770,"6,021,213",2.7
"20170603_10,001-15,000",230,"2,940,771",1.32
"20170603_15,001-20,000",231,"4,342,074",1.95
"20170603_20,001-30,000",179,"4,726,195",2.12
"20170603_30,001-40,000",98,"3,572,881",1.6
"20170603_40,001-50,000",70,"3,261,441",1.46
"20170603_50,001-100,000",176,"12,797,836",5.75
"20170603_100,001-200,000",91,"12,978,304",5.83
"20170603_200,001-400,000",60,"17,116,252",7.69
"20170603_400,001-600,000",28,"14,312,306",6.43
"20170603_600,001-800,000",13,"9,156,389",4.11
"20170603_800,001-1,000,000",11,"9,919,104",4.46
"20170603_1,000,001以上",32,"113,640,643",51.1
20170526_1-999,"15,029","732,047",0.32
"20170526_1,000-5,000","2,949","6,815,420",3.06
"20170526_5,001-10,000",771,"6,025,213",2.7
