date_level,population,stock number,total portion
20170609_1-999,"1,142","185,624",0.25
"20170609_1,000-5,000","3,807","8,038,335",11.18
"20170609_5,001-10,000",611,"4,898,082",6.81
"20170609_10,001-15,000",158,"2,002,540",2.78
"20170609_15,001-20,000",133,"2,456,186",3.41
"20170609_20,001-30,000",99,"2,535,813",3.52
"20170609_30,001-40,000",54,"1,951,021",2.71
"20170609_40,001-50,000",21,"994,581",1.38
"20170609_50,001-100,000",75,"5,292,160",7.36
"20170609_100,001-200,000",33,"4,674,428",6.50
"20170609_200,001-400,000",23,"6,714,031",9.34
"20170609_400,001-600,000",9,"4,115,073",5.72
"20170609_600,001-800,000",1,"671,000",0.93
"20170609_800,001-1,000,000",2,"1,785,671",2.48
"20170609_1,000,001以上",15,"25,524,534",35.53
20170603_1-999,"1,131","182,218",0.25
"20170603_1,000-5,000","3,750","7,891,263",10.98
"20170603_5,001-10,000",612,"4,881,724",6.79
"20170603_10,001-15,000",163,"2,086,840",2.90
"20170603_15,001-20,000",127,"2,322,470",3.23
"20170603_20,001-30,000",98,"2,490,813",3.46
"20170603_30,001-40,000",50,"1,799,895",2.50
"20170603_40,001-50,000",22,"1,036,959",1.44
"20170603_50,001-100,000",76,"5,387,160",7.49
"20170603_100,001-200,000",28,"4,081,428",5.68
"20170603_200,001-400,000",27,"7,683,031",10.69
"20170603_400,001-600,000",10,"4,655,073",6.47
"20170603_600,001-800,000",0,0,0.00
"20170603_800,001-1,000,000",2,"1,785,671",2.48
"20170603_1,000,001以上",15,"25,554,534",35.57
20170526_1-999,"1,129","180,209",0.25
"20170526_1,000-5,000","3,679","7,751,265",10.78
"20170526_5,001-10,000",599,"4,766,666",6.63
"20170526_10,001-15,000",168,"2,138,895",2.97
"20170526_15,001-20,000",119,"2,166,480",3.01
"20170526_20,001-30,000",100,"2,529,813",3.52
"20170526_30,001-40,000",52,"1,870,895",2.60
"20170526_40,001-50,000",26,"1,227,959",1.70
"20170526_50,001-100,000",75,"5,335,160",7.42
"20170526_100,001-200,000",27,"3,891,428",5.41
"20170526_200,001-400,000",27,"7,545,031",10.50
"20170526_400,001-600,000",10,"4,489,073",6.24
"20170526_600,001-800,000",1,"606,000",0.84
"20170526_800,001-1,000,000",2,"1,785,671",2.48
"20170526_1,000,001以上",15,"25,554,534",35.57
20170519_1-999,"1,136","181,923",0.25
"20170519_1,000-5,000","3,650","7,627,588",10.61
"20170519_5,001-10,000",593,"4,734,111",6.58
"20170519_10,001-15,000",167,"2,130,011",2.96
"20170519_15,001-20,000",126,"2,300,882",3.20
"20170519_20,001-30,000",97,"2,462,813",3.42
"20170519_30,001-40,000",52,"1,877,369",2.61
"20170519_40,001-50,000",27,"1,281,959",1.78
"20170519_50,001-100,000",74,"5,249,686",7.30
"20170519_100,001-200,000",27,"3,968,428",5.52
"20170519_200,001-400,000",28,"8,291,856",11.54
"20170519_400,001-600,000",8,"3,684,248",5.12
"20170519_600,001-800,000",1,"708,000",0.98
"20170519_800,001-1,000,000",2,"1,785,671",2.48
"20170519_1,000,001以上",15,"25,554,534",35.57
20170512_1-999,"1,146","184,913",0.25
"20170512_1,000-5,000","3,694","7,670,369",10.67
"20170512_5,001-10,000",579,"4,624,834",6.43
"20170512_10,001-15,000",162,"2,082,517",2.89
"20170512_15,001-20,000",125,"2,283,480",3.17
"20170512_20,001-30,000",99,"2,474,442",3.44
"20170512_30,001-40,000",47,"1,676,446",2.33
"20170512_40,001-50,000",26,"1,247,655",1.73
"20170512_50,001-100,000",71,"5,032,686",7.00
"20170512_100,001-200,000",30,"4,547,428",6.33
"20170512_200,001-400,000",26,"7,533,856",10.48
"20170512_400,001-600,000",9,"4,258,248",5.92
"20170512_600,001-800,000",0,0,0.00
"20170512_800,001-1,000,000",3,"2,667,671",3.71
"20170512_1,000,001以上",15,"25,554,534",35.57
20170505_1-999,"1,141","184,205",0.25
"20170505_1,000-5,000","3,743","7,788,456",10.84
"20170505_5,001-10,000",562,"4,465,565",6.21
"20170505_10,001-15,000",166,"2,147,882",2.98
"20170505_15,001-20,000",132,"2,402,954",3.34
"20170505_20,001-30,000",87,"2,200,877",3.06
"20170505_30,001-40,000",45,"1,625,062",2.26
"20170505_40,001-50,000",23,"1,103,655",1.53
"20170505_50,001-100,000",70,"4,694,487",6.53
"20170505_100,001-200,000",29,"4,160,627",5.79
"20170505_200,001-400,000",26,"7,557,856",10.52
"20170505_400,001-600,000",8,"3,805,248",5.29
"20170505_600,001-800,000",0,0,0.00
