date_level,population,stock number,total portion
20170616_1-999,"9,218","2,034,425",0.17
"20170616_1,000-5,000","17,156","35,113,245",3.08
"20170616_5,001-10,000","3,034","22,446,199",1.97
"20170616_10,001-15,000","1,155","14,177,928",1.24
"20170616_15,001-20,000",617,"11,100,332",0.97
"20170616_20,001-30,000",673,"16,751,746",1.47
"20170616_30,001-40,000",342,"12,022,075",1.05
"20170616_40,001-50,000",205,"9,418,799",0.82
"20170616_50,001-100,000",412,"29,275,843",2.56
"20170616_100,001-200,000",244,"33,912,881",2.97
"20170616_200,001-400,000",162,"44,823,015",3.93
"20170616_400,001-600,000",64,"31,965,910",2.80
"20170616_600,001-800,000",35,"24,661,215",2.16
"20170616_800,001-1,000,000",21,"18,678,785",1.63
"20170616_1,000,001以上",140,"832,847,596",73.10
20170609_1-999,"9,231","2,033,789",0.17
"20170609_1,000-5,000","17,341","35,442,895",3.11
"20170609_5,001-10,000","3,074","22,686,178",1.99
"20170609_10,001-15,000","1,176","14,454,455",1.26
"20170609_15,001-20,000",620,"11,159,655",0.97
"20170609_20,001-30,000",668,"16,613,921",1.45
"20170609_30,001-40,000",336,"11,795,751",1.03
"20170609_40,001-50,000",206,"9,476,924",0.83
"20170609_50,001-100,000",412,"29,043,893",2.54
"20170609_100,001-200,000",240,"33,163,796",2.91
"20170609_200,001-400,000",165,"45,687,003",4.01
"20170609_400,001-600,000",62,"30,717,910",2.69
"20170609_600,001-800,000",37,"26,145,467",2.29
"20170609_800,001-1,000,000",19,"16,917,874",1.48
"20170609_1,000,001以上",141,"833,890,483",73.19
20170603_1-999,"9,325","2,056,991",0.18
"20170603_1,000-5,000","17,249","35,231,829",3.09
"20170603_5,001-10,000","3,024","22,382,033",1.96
"20170603_10,001-15,000","1,197","14,718,017",1.29
"20170603_15,001-20,000",603,"10,841,477",0.95
"20170603_20,001-30,000",658,"16,368,426",1.43
"20170603_30,001-40,000",339,"11,919,882",1.04
"20170603_40,001-50,000",208,"9,544,097",0.83
"20170603_50,001-100,000",400,"28,121,907",2.46
"20170603_100,001-200,000",243,"33,503,176",2.94
"20170603_200,001-400,000",157,"43,781,694",3.84
"20170603_400,001-600,000",60,"29,566,469",2.59
"20170603_600,001-800,000",39,"27,717,871",2.43
"20170603_800,001-1,000,000",15,"13,473,626",1.18
"20170603_1,000,001以上",142,"840,002,499",73.73
20170526_1-999,"9,362","2,064,943",0.18
"20170526_1,000-5,000","17,344","35,277,899",3.09
"20170526_5,001-10,000","3,049","22,596,651",1.98
"20170526_10,001-15,000","1,190","14,619,816",1.28
"20170526_15,001-20,000",598,"10,699,658",0.93
"20170526_20,001-30,000",663,"16,569,797",1.45
"20170526_30,001-40,000",338,"11,850,001",1.04
"20170526_40,001-50,000",213,"9,802,937",0.86
"20170526_50,001-100,000",392,"27,887,584",2.44
"20170526_100,001-200,000",238,"32,895,184",2.88
"20170526_200,001-400,000",158,"44,582,647",3.91
"20170526_400,001-600,000",59,"29,392,968",2.58
"20170526_600,001-800,000",33,"23,322,120",2.04
"20170526_800,001-1,000,000",15,"13,306,507",1.16
"20170526_1,000,001以上",144,"844,361,282",74.11
20170519_1-999,"9,375","2,074,868",0.18
"20170519_1,000-5,000","17,096","34,747,428",3.05
"20170519_5,001-10,000","3,009","22,128,466",1.94
"20170519_10,001-15,000","1,197","14,655,993",1.28
"20170519_15,001-20,000",592,"10,608,254",0.93
"20170519_20,001-30,000",653,"16,188,031",1.42
"20170519_30,001-40,000",321,"11,261,861",0.98
"20170519_40,001-50,000",201,"9,258,799",0.81
"20170519_50,001-100,000",375,"26,695,518",2.34
"20170519_100,001-200,000",244,"33,648,878",2.95
"20170519_200,001-400,000",147,"41,530,991",3.64
"20170519_400,001-600,000",61,"29,948,436",2.62
"20170519_600,001-800,000",33,"23,197,758",2.03
"20170519_800,001-1,000,000",16,"14,076,422",1.23
"20170519_1,000,001以上",141,"849,208,291",74.54
20170512_1-999,"9,223","2,044,959",0.17
"20170512_1,000-5,000","16,414","33,605,371",2.94
"20170512_5,001-10,000","2,976","21,738,738",1.9
"20170512_10,001-15,000","1,223","14,840,031",1.3
"20170512_15,001-20,000",585,"10,408,270",0.91
"20170512_20,001-30,000",626,"15,436,685",1.35
"20170512_30,001-40,000",318,"11,153,130",0.97
"20170512_40,001-50,000",196,"9,001,729",0.79
"20170512_50,001-100,000",386,"27,301,519",2.39
