date_level,population,stock number,total portion
20170616_1-999,"11,577","2,479,147",1.34
"20170616_1,000-5,000","5,362","11,502,455",6.22
"20170616_5,001-10,000",977,"7,160,706",3.87
"20170616_10,001-15,000",340,"4,309,578",2.33
"20170616_15,001-20,000",207,"3,659,691",1.97
"20170616_20,001-30,000",160,"3,983,594",2.15
"20170616_30,001-40,000",80,"2,841,644",1.53
"20170616_40,001-50,000",63,"2,812,502",1.52
"20170616_50,001-100,000",136,"9,538,941",5.15
"20170616_100,001-200,000",65,"9,127,818",4.93
"20170616_200,001-400,000",44,"11,962,528",6.46
"20170616_400,001-600,000",20,"9,936,764",5.37
"20170616_600,001-800,000",10,"6,657,267",3.60
"20170616_800,001-1,000,000",3,"2,768,000",1.49
"20170616_1,000,001以上",39,"96,165,283",52.00
20170609_1-999,"11,606","2,498,714",1.35
"20170609_1,000-5,000","5,557","11,819,458",6.39
"20170609_5,001-10,000","1,000","7,343,583",3.97
"20170609_10,001-15,000",346,"4,390,881",2.37
"20170609_15,001-20,000",201,"3,550,863",1.92
"20170609_20,001-30,000",166,"4,123,023",2.22
"20170609_30,001-40,000",84,"2,987,090",1.61
"20170609_40,001-50,000",58,"2,597,824",1.4
"20170609_50,001-100,000",135,"9,516,822",5.14
"20170609_100,001-200,000",63,"9,053,068",4.89
"20170609_200,001-400,000",45,"12,394,778",6.7
"20170609_400,001-600,000",19,"9,237,264",4.99
"20170609_600,001-800,000",12,"8,080,898",4.37
"20170609_800,001-1,000,000",4,"3,677,619",1.98
"20170609_1,000,001以上",38,"93,634,033",50.63
20170603_1-999,"11,640","2,519,586",1.36
"20170603_1,000-5,000","5,532","11,716,665",6.33
"20170603_5,001-10,000","1,019","7,486,331",4.04
"20170603_10,001-15,000",359,"4,556,410",2.46
"20170603_15,001-20,000",211,"3,746,373",2.02
"20170603_20,001-30,000",166,"4,132,892",2.23
"20170603_30,001-40,000",81,"2,870,590",1.55
"20170603_40,001-50,000",59,"2,632,121",1.42
"20170603_50,001-100,000",138,"9,601,572",5.19
"20170603_100,001-200,000",64,"9,106,036",4.92
"20170603_200,001-400,000",46,"12,923,529",6.98
"20170603_400,001-600,000",20,"9,762,264",5.27
"20170603_600,001-800,000",10,"6,804,147",3.67
"20170603_800,001-1,000,000",5,"4,499,869",2.43
"20170603_1,000,001以上",38,"92,547,533",50.05
20170526_1-999,"11,694","2,548,844",1.37
"20170526_1,000-5,000","5,451","11,638,030",6.29
"20170526_5,001-10,000","1,026","7,566,872",4.09
"20170526_10,001-15,000",349,"4,422,705",2.39
"20170526_15,001-20,000",200,"3,530,888",1.9
"20170526_20,001-30,000",168,"4,167,294",2.25
"20170526_30,001-40,000",87,"3,096,736",1.67
"20170526_40,001-50,000",67,"3,006,495",1.62
"20170526_50,001-100,000",131,"9,132,251",4.93
"20170526_100,001-200,000",65,"9,136,577",4.94
"20170526_200,001-400,000",48,"13,264,336",7.17
"20170526_400,001-600,000",21,"10,051,536",5.43
"20170526_600,001-800,000",11,"7,448,148",4.02
"20170526_800,001-1,000,000",5,"4,397,249",2.37
"20170526_1,000,001以上",37,"91,497,957",49.48
20170519_1-999,"11,546","2,488,625",1.34
"20170519_1,000-5,000","5,576","12,090,684",6.53
"20170519_5,001-10,000","1,082","7,940,649",4.29
"20170519_10,001-15,000",392,"4,994,703",2.7
"20170519_15,001-20,000",209,"3,662,845",1.98
"20170519_20,001-30,000",184,"4,585,315",2.47
"20170519_30,001-40,000",91,"3,215,884",1.73
"20170519_40,001-50,000",73,"3,291,745",1.78
"20170519_50,001-100,000",140,"10,017,523",5.41
"20170519_100,001-200,000",66,"9,472,190",5.12
"20170519_200,001-400,000",48,"13,339,588",7.21
"20170519_400,001-600,000",18,"8,830,312",4.77
"20170519_600,001-800,000",8,"5,335,898",2.88
"20170519_800,001-1,000,000",5,"4,434,875",2.39
"20170519_1,000,001以上",37,"91,205,082",49.32
20170512_1-999,"11,570","2,503,261",1.35
"20170512_1,000-5,000","5,656","12,288,813",6.64
"20170512_5,001-10,000","1,087","7,975,434",4.31
"20170512_10,001-15,000",399,"5,074,672",2.74
"20170512_15,001-20,000",214,"3,756,708",2.03
"20170512_20,001-30,000",187,"4,645,828",2.51
"20170512_30,001-40,000",90,"3,185,627",1.72
"20170512_40,001-50,000",76,"3,428,154",1.85
"20170512_50,001-100,000",138,"9,853,976",5.32
"20170512_100,001-200,000",63,"8,918,340",4.82
"20170512_200,001-400,000",50,"13,906,938",7.52
"20170512_400,001-600,000",17,"8,299,341",4.48
"20170512_600,001-800,000",9,"5,974,869",3.23
"20170512_800,001-1,000,000",6,"5,387,494",2.91
"20170512_1,000,001以上",36,"89,706,463",48.51
20170505_1-999,"11,604","2,519,656",1.36
"20170505_1,000-5,000","5,648","12,248,206",6.62
"20170505_5,001-10,000","1,093","8,019,011",4.33
"20170505_10,001-15,000",396,"5,035,675",2.72
"20170505_15,001-20,000",211,"3,701,494",2.0
"20170505_20,001-30,000",191,"4,747,821",2.56
"20170505_30,001-40,000",93,"3,276,127",1.77
"20170505_40,001-50,000",74,"3,317,904",1.79
"20170505_50,001-100,000",140,"9,850,092",5.32
"20170505_100,001-200,000",66,"9,516,195",5.14
"20170505_200,001-400,000",47,"13,201,093",7.13
"20170505_400,001-600,000",16,"7,544,540",4.08
"20170505_600,001-800,000",10,"6,605,147",3.57
"20170505_800,001-1,000,000",5,"4,423,750",2.39
"20170505_1,000,001以上",37,"90,899,207",49.15
20170428_1-999,"11,593","2,529,894",1.36
"20170428_1,000-5,000","5,582","12,181,922",6.58
"20170428_5,001-10,000","1,103","8,054,735",4.35
"20170428_10,001-15,000",406,"5,166,481",2.79
"20170428_15,001-20,000",208,"3,637,942",1.96
"20170428_20,001-30,000",190,"4,688,955",2.53
"20170428_30,001-40,000",96,"3,410,984",1.84
"20170428_40,001-50,000",72,"3,234,813",1.74
"20170428_50,001-100,000",137,"9,641,841",5.21
"20170428_100,001-200,000",66,"9,462,640",5.11
"20170428_200,001-400,000",52,"14,664,097",7.93
"20170428_400,001-600,000",15,"7,002,509",3.78
"20170428_600,001-800,000",10,"6,640,398",3.59
"20170428_800,001-1,000,000",5,"4,434,750",2.39
"20170428_1,000,001以上",37,"90,153,957",48.75
20170421_1-999,"11,548","2,531,479",1.36
"20170421_1,000-5,000","5,669","12,369,079",6.68
