date_level,population,stock number,total portion
20170609_1-999,31,"4,802",0.00
"20170609_1,000-5,000",941,"2,335,321",3.75
"20170609_5,001-10,000",355,"2,971,997",4.77
"20170609_10,001-15,000",131,"1,742,000",2.79
"20170609_15,001-20,000",115,"2,161,000",3.47
"20170609_20,001-30,000",112,"2,960,000",4.75
"20170609_30,001-40,000",51,"1,877,000",3.01
"20170609_40,001-50,000",49,"2,335,000",3.75
"20170609_50,001-100,000",92,"6,905,000",11.09
"20170609_100,001-200,000",41,"6,287,000",10.09
"20170609_200,001-400,000",32,"9,211,000",14.79
"20170609_400,001-600,000",7,"3,616,000",5.80
"20170609_600,001-800,000",3,"2,222,880",3.57
"20170609_800,001-1,000,000",5,"4,614,000",7.41
"20170609_1,000,001以上",7,"13,013,000",20.90
20170603_1-999,31,"4,802",0.00
"20170603_1,000-5,000",943,"2,335,321",3.75
"20170603_5,001-10,000",354,"2,967,997",4.76
"20170603_10,001-15,000",133,"1,765,000",2.83
"20170603_15,001-20,000",114,"2,131,000",3.42
"20170603_20,001-30,000",109,"2,892,000",4.64
"20170603_30,001-40,000",51,"1,875,000",3.01
"20170603_40,001-50,000",47,"2,229,000",3.58
"20170603_50,001-100,000",90,"6,767,000",10.86
"20170603_100,001-200,000",39,"5,938,000",9.53
"20170603_200,001-400,000",35,"9,937,000",15.96
"20170603_400,001-600,000",6,"3,114,000",5.00
"20170603_600,001-800,000",2,"1,448,000",2.32
"20170603_800,001-1,000,000",5,"4,498,880",7.22
"20170603_1,000,001以上",8,"14,353,000",23.05
20170526_1-999,31,"4,802",0.00
"20170526_1,000-5,000",939,"2,333,321",3.74
"20170526_5,001-10,000",348,"2,899,997",4.65
"20170526_10,001-15,000",125,"1,663,000",2.67
"20170526_15,001-20,000",107,"2,004,000",3.21
"20170526_20,001-30,000",112,"2,978,000",4.78
"20170526_30,001-40,000",53,"1,926,000",3.09
"20170526_40,001-50,000",49,"2,307,000",3.70
"20170526_50,001-100,000",82,"6,232,000",10.01
"20170526_100,001-200,000",42,"6,508,000",10.45
"20170526_200,001-400,000",31,"8,709,000",13.98
"20170526_400,001-600,000",6,"3,102,000",4.98
"20170526_600,001-800,000",2,"1,400,000",2.24
"20170526_800,001-1,000,000",6,"5,548,880",8.91
"20170526_1,000,001以上",8,"14,640,000",23.51
20170519_1-999,30,"4,801",0.00
"20170519_1,000-5,000",920,"2,254,322",3.56
"20170519_5,001-10,000",343,"2,869,997",4.53
"20170519_10,001-15,000",122,"1,619,000",2.55
"20170519_15,001-20,000",103,"1,952,000",3.08
"20170519_20,001-30,000",108,"2,879,000",4.55
"20170519_30,001-40,000",49,"1,799,000",2.84
"20170519_40,001-50,000",51,"2,396,000",3.78
"20170519_50,001-100,000",78,"5,816,000",9.19
"20170519_100,001-200,000",39,"5,977,000",9.44
"20170519_200,001-400,000",30,"8,312,000",13.14
"20170519_400,001-600,000",8,"4,211,000",6.65
"20170519_600,001-800,000",2,"1,375,000",2.17
"20170519_800,001-1,000,000",6,"5,551,880",8.77
"20170519_1,000,001以上",9,"16,239,000",25.67
20170512_1-999,32,"5,917",0.00
"20170512_1,000-5,000",926,"2,293,206",3.62
"20170512_5,001-10,000",346,"2,908,997",4.59
"20170512_10,001-15,000",126,"1,678,000",2.65
"20170512_15,001-20,000",97,"1,832,000",2.89
"20170512_20,001-30,000",107,"2,854,000",4.51
"20170512_30,001-40,000",52,"1,918,000",3.03
"20170512_40,001-50,000",49,"2,297,000",3.63
"20170512_50,001-100,000",79,"5,813,000",9.18
"20170512_100,001-200,000",39,"5,972,000",9.44
"20170512_200,001-400,000",29,"8,075,000",12.76
"20170512_400,001-600,000",7,"3,518,000",5.56
"20170512_600,001-800,000",3,"2,033,000",3.21
"20170512_800,001-1,000,000",7,"6,530,880",10.32
"20170512_1,000,001以上",8,"15,527,000",24.54
20170505_1-999,32,"6,267",0.00
"20170505_1,000-5,000",940,"2,334,856",3.55
"20170505_5,001-10,000",355,"2,966,997",4.51
"20170505_10,001-15,000",131,"1,736,000",2.64
"20170505_15,001-20,000",102,"1,919,000",2.91
"20170505_20,001-30,000",114,"3,037,000",4.61
"20170505_30,001-40,000",49,"1,809,000",2.75
"20170505_40,001-50,000",45,"2,123,000",3.22
"20170505_50,001-100,000",86,"6,425,000",9.77
"20170505_100,001-200,000",38,"5,821,000",8.85
"20170505_200,001-400,000",30,"8,207,000",12.48
"20170505_400,001-600,000",9,"4,544,000",6.91
"20170505_600,001-800,000",2,"1,434,000",2.18
"20170505_800,001-1,000,000",5,"4,523,880",6.87
"20170505_1,000,001以上",10,"18,869,000",28.69
20170428_1-999,32,"6,757",0.01
"20170428_1,000-5,000",947,"2,361,366",3.59
"20170428_5,001-10,000",363,"3,026,997",4.60
"20170428_10,001-15,000",133,"1,763,000",2.68
"20170428_15,001-20,000",105,"1,978,000",3.00
"20170428_20,001-30,000",113,"3,005,000",4.56
"20170428_30,001-40,000",50,"1,844,000",2.80
"20170428_40,001-50,000",45,"2,124,000",3.23
"20170428_50,001-100,000",86,"6,404,000",9.73
"20170428_100,001-200,000",38,"5,849,000",8.89
"20170428_200,001-400,000",30,"8,325,000",12.66
"20170428_400,001-600,000",9,"4,547,000",6.91
"20170428_600,001-800,000",2,"1,378,000",2.09
"20170428_800,001-1,000,000",5,"4,523,880",6.87
"20170428_1,000,001以上",10,"18,620,000",28.31
20170421_1-999,31,"5,190",0.00
"20170421_1,000-5,000",967,"2,399,933",3.64
"20170421_5,001-10,000",370,"3,087,997",4.69
"20170421_10,001-15,000",127,"1,682,000",2.55
"20170421_15,001-20,000",108,"2,035,000",3.09
"20170421_20,001-30,000",109,"2,887,000",4.39
"20170421_30,001-40,000",52,"1,924,000",2.92
"20170421_40,001-50,000",46,"2,162,000",3.28
"20170421_50,001-100,000",88,"6,508,000",9.89
"20170421_100,001-200,000",39,"5,870,000",8.92
"20170421_200,001-400,000",29,"7,921,000",12.04
"20170421_400,001-600,000",10,"4,865,000",7.39
"20170421_600,001-800,000",2,"1,436,000",2.18
"20170421_800,001-1,000,000",6,"5,484,880",8.34
"20170421_1,000,001以上",9,"17,488,000",26.59
20170414_1-999,32,"5,191",0.00
"20170414_1,000-5,000",967,"2,377,932",3.58
"20170414_5,001-10,000",373,"3,116,997",4.70
"20170414_10,001-15,000",130,"1,740,000",2.62
"20170414_15,001-20,000",110,"2,078,000",3.13
"20170414_20,001-30,000",128,"3,407,000",5.14
"20170414_30,001-40,000",52,"1,907,000",2.87
"20170414_40,001-50,000",45,"2,108,000",3.18
"20170414_50,001-100,000",92,"6,802,000",10.26
"20170414_100,001-200,000",39,"5,955,000",8.98
"20170414_200,001-400,000",30,"8,453,000",12.75
"20170414_400,001-600,000",9,"4,446,000",6.71
"20170414_600,001-800,000",2,"1,374,000",2.07
"20170414_800,001-1,000,000",6,"5,523,880",8.33
"20170414_1,000,001以上",9,"16,962,000",25.60
20170407_1-999,32,"5,191",0.00
"20170407_1,000-5,000",978,"2,414,932",3.64
"20170407_5,001-10,000",375,"3,133,997",4.73
"20170407_10,001-15,000",129,"1,717,000",2.59
"20170407_15,001-20,000",112,"2,117,000",3.19
"20170407_20,001-30,000",127,"3,382,000",5.10
"20170407_30,001-40,000",56,"2,077,000",3.13
"20170407_40,001-50,000",44,"2,064,000",3.11
"20170407_50,001-100,000",93,"6,918,000",10.44
"20170407_100,001-200,000",38,"5,889,000",8.88
"20170407_200,001-400,000",29,"8,252,000",12.45
"20170407_400,001-600,000",11,"5,614,000",8.47
"20170407_600,001-800,000",2,"1,404,000",2.11
"20170407_800,001-1,000,000",5,"4,527,000",6.83
"20170407_1,000,001以上",10,"16,740,880",25.26
20170331_1-999,32,"5,191",0.00
"20170331_1,000-5,000",986,"2,440,932",3.62
"20170331_5,001-10,000",371,"3,108,997",4.62
"20170331_10,001-15,000",127,"1,697,000",2.52
"20170331_15,001-20,000",116,"2,184,000",3.24
"20170331_20,001-30,000",125,"3,355,000",4.98
"20170331_30,001-40,000",52,"1,911,000",2.84
"20170331_40,001-50,000",46,"2,160,000",3.21
"20170331_50,001-100,000",90,"6,706,000",9.97
"20170331_100,001-200,000",38,"5,840,000",8.68
"20170331_200,001-400,000",30,"8,596,000",12.78
"20170331_400,001-600,000",10,"5,076,000",7.54
"20170331_600,001-800,000",2,"1,410,000",2.09
"20170331_800,001-1,000,000",5,"4,552,000",6.76
"20170331_1,000,001以上",10,"18,213,880",27.08
20170324_1-999,32,"5,191",0.00
"20170324_1,000-5,000",990,"2,462,932",3.66
"20170324_5,001-10,000",377,"3,162,997",4.70
"20170324_10,001-15,000",128,"1,703,000",2.53
"20170324_15,001-20,000",109,"2,060,000",3.06
"20170324_20,001-30,000",129,"3,454,000",5.13
"20170324_30,001-40,000",51,"1,877,000",2.79
"20170324_40,001-50,000",48,"2,258,000",3.35
"20170324_50,001-100,000",89,"6,594,000",9.80
"20170324_100,001-200,000",39,"5,926,000",8.81
"20170324_200,001-400,000",30,"8,669,000",12.88
"20170324_400,001-600,000",10,"5,217,000",7.75
"20170324_600,001-800,000",2,"1,460,000",2.17
"20170324_800,001-1,000,000",5,"4,565,000",6.78
"20170324_1,000,001以上",10,"17,841,880",26.52
20170317_1-999,32,"5,191",0.00
"20170317_1,000-5,000",990,"2,470,932",3.64
"20170317_5,001-10,000",378,"3,173,997",4.68
"20170317_10,001-15,000",138,"1,829,000",2.69
"20170317_15,001-20,000",116,"2,200,000",3.24
"20170317_20,001-30,000",127,"3,416,000",5.04
"20170317_30,001-40,000",53,"1,950,000",2.87
"20170317_40,001-50,000",48,"2,268,000",3.34
"20170317_50,001-100,000",91,"6,719,000",9.91
"20170317_100,001-200,000",39,"5,897,000",8.70
"20170317_200,001-400,000",30,"8,686,000",12.81
"20170317_400,001-600,000",9,"4,761,000",7.02
"20170317_600,001-800,000",2,"1,388,000",2.04
"20170317_800,001-1,000,000",6,"5,401,000",7.97
"20170317_1,000,001以上",10,"17,590,880",25.96
20170310_1-999,32,"5,208",0.00
"20170310_1,000-5,000","1,007","2,501,915",3.61
"20170310_5,001-10,000",388,"3,250,997",4.69
"20170310_10,001-15,000",140,"1,854,000",2.67
"20170310_15,001-20,000",117,"2,224,000",3.21
"20170310_20,001-30,000",125,"3,339,000",4.82
"20170310_30,001-40,000",55,"2,025,000",2.92
"20170310_40,001-50,000",48,"2,276,000",3.28
"20170310_50,001-100,000",88,"6,499,000",9.38
