date_level,population,stock number,total portion
20170609_1-999,7,450,0.00
"20170609_1,000-5,000",835,"2,140,450",5.66
"20170609_5,001-10,000",272,"2,242,000",5.93
"20170609_10,001-15,000",101,"1,342,100",3.55
"20170609_15,001-20,000",104,"1,957,000",5.18
"20170609_20,001-30,000",91,"2,387,000",6.32
"20170609_30,001-40,000",53,"1,949,000",5.16
"20170609_40,001-50,000",49,"2,317,000",6.13
"20170609_50,001-100,000",56,"3,916,000",10.37
"20170609_100,001-200,000",36,"5,141,000",13.61
"20170609_200,001-400,000",11,"3,206,000",8.49
"20170609_400,001-600,000",6,"2,983,000",7.90
"20170609_600,001-800,000",1,"606,000",1.60
"20170609_800,001-1,000,000",3,"2,656,000",7.03
"20170609_1,000,001以上",3,"4,915,000",13.01
20170603_1-999,7,450,0.00
"20170603_1,000-5,000",845,"2,164,450",5.73
"20170603_5,001-10,000",259,"2,126,000",5.63
"20170603_10,001-15,000",102,"1,348,100",3.57
"20170603_15,001-20,000",105,"1,976,000",5.23
"20170603_20,001-30,000",92,"2,421,000",6.41
"20170603_30,001-40,000",50,"1,844,000",4.88
"20170603_40,001-50,000",49,"2,313,000",6.12
"20170603_50,001-100,000",55,"3,827,000",10.13
"20170603_100,001-200,000",37,"5,252,000",13.90
"20170603_200,001-400,000",11,"3,139,000",8.31
"20170603_400,001-600,000",5,"2,426,000",6.42
"20170603_600,001-800,000",1,"607,000",1.60
"20170603_800,001-1,000,000",4,"3,601,000",9.53
"20170603_1,000,001以上",3,"4,713,000",12.48
20170526_1-999,7,450,0.00
"20170526_1,000-5,000",856,"2,196,450",5.81
"20170526_5,001-10,000",262,"2,147,000",5.68
"20170526_10,001-15,000",103,"1,369,100",3.62
"20170526_15,001-20,000",102,"1,912,000",5.06
"20170526_20,001-30,000",95,"2,523,000",6.68
"20170526_30,001-40,000",58,"2,155,000",5.70
"20170526_40,001-50,000",44,"2,080,000",5.50
"20170526_50,001-100,000",55,"3,881,000",10.27
"20170526_100,001-200,000",32,"4,516,000",11.96
"20170526_200,001-400,000",12,"3,394,000",8.98
"20170526_400,001-600,000",5,"2,343,000",6.20
"20170526_600,001-800,000",2,"1,376,000",3.64
"20170526_800,001-1,000,000",3,"2,716,000",7.19
"20170526_1,000,001以上",3,"5,149,000",13.63
20170519_1-999,8,650,0.00
"20170519_1,000-5,000",891,"2,295,250",6.07
"20170519_5,001-10,000",270,"2,239,000",5.92
"20170519_10,001-15,000",108,"1,428,100",3.78
"20170519_15,001-20,000",107,"2,011,000",5.32
"20170519_20,001-30,000",95,"2,541,000",6.72
"20170519_30,001-40,000",58,"2,137,000",5.65
"20170519_40,001-50,000",47,"2,225,000",5.89
"20170519_50,001-100,000",50,"3,504,000",9.28
"20170519_100,001-200,000",33,"4,634,000",12.27
"20170519_200,001-400,000",12,"3,412,000",9.03
"20170519_400,001-600,000",7,"3,444,000",9.12
"20170519_600,001-800,000",2,"1,456,000",3.85
"20170519_800,001-1,000,000",3,"2,805,000",7.42
"20170519_1,000,001以上",2,"3,626,000",9.60
20170512_1-999,7,450,0.00
"20170512_1,000-5,000",861,"2,228,450",5.90
"20170512_5,001-10,000",272,"2,266,100",6.00
"20170512_10,001-15,000",104,"1,374,000",3.63
"20170512_15,001-20,000",104,"1,957,000",5.18
"20170512_20,001-30,000",95,"2,523,000",6.68
"20170512_30,001-40,000",52,"1,897,000",5.02
"20170512_40,001-50,000",47,"2,221,000",5.88
"20170512_50,001-100,000",54,"3,755,000",9.94
"20170512_100,001-200,000",31,"4,324,000",11.45
"20170512_200,001-400,000",13,"3,717,000",9.84
"20170512_400,001-600,000",7,"3,498,000",9.26
"20170512_600,001-800,000",3,"1,998,000",5.29
"20170512_800,001-1,000,000",3,"2,918,000",7.72
"20170512_1,000,001以上",2,"3,081,000",8.15
20170505_1-999,8,650,0.00
"20170505_1,000-5,000",842,"2,142,250",5.74
"20170505_5,001-10,000",273,"2,274,100",6.10
"20170505_10,001-15,000",97,"1,294,000",3.47
"20170505_15,001-20,000",97,"1,801,000",4.83
"20170505_20,001-30,000",93,"2,476,000",6.64
"20170505_30,001-40,000",57,"2,085,000",5.59
