date_level,population,stock number,total portion
20170616_1-999,680,"187,298",0.16
"20170616_1,000-5,000","1,840","3,722,588",3.36
"20170616_5,001-10,000",256,"1,876,583",1.69
"20170616_10,001-15,000",79,"978,256",0.88
"20170616_15,001-20,000",45,"769,400",0.69
"20170616_20,001-30,000",41,"1,033,563",0.93
"20170616_30,001-40,000",26,"929,987",0.84
"20170616_40,001-50,000",13,"600,955",0.54
"20170616_50,001-100,000",31,"2,227,867",2.01
"20170616_100,001-200,000",10,"1,612,205",1.45
"20170616_200,001-400,000",15,"4,003,433",3.61
"20170616_400,001-600,000",1,"474,536",0.42
"20170616_600,001-800,000",2,"1,487,632",1.34
"20170616_800,001-1,000,000",2,"1,797,527",1.62
"20170616_1,000,001以上",22,"88,937,170",80.38
20170609_1-999,688,"190,591",0.17
"20170609_1,000-5,000","1,836","3,723,361",3.36
"20170609_5,001-10,000",246,"1,796,241",1.62
"20170609_10,001-15,000",79,"988,069",0.89
"20170609_15,001-20,000",46,"788,400",0.71
"20170609_20,001-30,000",43,"1,085,026",0.98
"20170609_30,001-40,000",25,"893,987",0.8
"20170609_40,001-50,000",12,"546,955",0.49
"20170609_50,001-100,000",32,"2,272,612",2.05
"20170609_100,001-200,000",12,"1,920,460",1.73
"20170609_200,001-400,000",14,"3,775,433",3.41
"20170609_400,001-600,000",1,"519,536",0.46
"20170609_600,001-800,000",2,"1,429,632",1.29
"20170609_800,001-1,000,000",2,"1,797,527",1.62
"20170609_1,000,001以上",22,"88,911,170",80.36
20170603_1-999,695,"194,257",0.17
"20170603_1,000-5,000","1,839","3,714,351",3.35
"20170603_5,001-10,000",246,"1,782,424",1.61
"20170603_10,001-15,000",78,"971,069",0.87
"20170603_15,001-20,000",47,"809,688",0.73
"20170603_20,001-30,000",40,"1,009,743",0.91
"20170603_30,001-40,000",28,"1,004,143",0.9
"20170603_40,001-50,000",12,"551,955",0.49
"20170603_50,001-100,000",33,"2,399,867",2.16
"20170603_100,001-200,000",12,"1,886,205",1.7
"20170603_200,001-400,000",13,"3,510,433",3.17
"20170603_400,001-600,000",1,"564,536",0.51
"20170603_600,001-800,000",1,"785,632",0.71
"20170603_800,001-1,000,000",3,"2,611,527",2.36
"20170603_1,000,001以上",22,"88,843,170",80.3
20170526_1-999,697,"194,779",0.17
"20170526_1,000-5,000","1,797","3,641,596",3.29
"20170526_5,001-10,000",242,"1,760,425",1.59
"20170526_10,001-15,000",80,"997,537",0.9
"20170526_15,001-20,000",40,"681,992",0.61
"20170526_20,001-30,000",37,"913,743",0.82
"20170526_30,001-40,000",26,"936,718",0.84
"20170526_40,001-50,000",13,"597,471",0.54
"20170526_50,001-100,000",35,"2,616,236",2.36
"20170526_100,001-200,000",12,"1,869,205",1.68
"20170526_200,001-400,000",13,"3,603,433",3.25
"20170526_400,001-600,000",0,0,0.0
"20170526_600,001-800,000",2,"1,386,168",1.25
"20170526_800,001-1,000,000",3,"2,612,527",2.36
"20170526_1,000,001以上",22,"88,827,170",80.28
20170519_1-999,693,"195,739",0.17
"20170519_1,000-5,000","1,741","3,524,732",3.18
"20170519_5,001-10,000",253,"1,828,391",1.65
"20170519_10,001-15,000",80,"1,002,626",0.9
"20170519_15,001-20,000",43,"728,949",0.65
"20170519_20,001-30,000",33,"828,621",0.74
"20170519_30,001-40,000",23,"823,003",0.74
"20170519_40,001-50,000",11,"509,224",0.46
"20170519_50,001-100,000",38,"2,714,978",2.45
"20170519_100,001-200,000",13,"1,934,439",1.74
"20170519_200,001-400,000",13,"3,636,433",3.28
"20170519_400,001-600,000",0,0,0.0
"20170519_600,001-800,000",2,"1,416,168",1.27
"20170519_800,001-1,000,000",3,"2,610,527",2.35
"20170519_1,000,001以上",22,"88,885,170",80.33
20170512_1-999,698,"197,564",0.17
"20170512_1,000-5,000","1,783","3,608,887",3.26
"20170512_5,001-10,000",244,"1,754,891",1.58
"20170512_10,001-15,000",80,"1,002,626",0.9
"20170512_15,001-20,000",44,"743,949",0.67
"20170512_20,001-30,000",32,"798,361",0.72
"20170512_30,001-40,000",25,"885,783",0.8
"20170512_40,001-50,000",11,"516,471",0.46
"20170512_50,001-100,000",39,"2,785,731",2.51
"20170512_100,001-200,000",12,"1,767,439",1.59
"20170512_200,001-400,000",13,"3,667,433",3.31
"20170512_400,001-600,000",0,0,0.0
"20170512_600,001-800,000",2,"1,444,168",1.3
"20170512_800,001-1,000,000",3,"2,606,527",2.35
"20170512_1,000,001以上",22,"88,859,170",80.31
20170505_1-999,698,"199,380",0.18
"20170505_1,000-5,000","1,816","3,691,281",3.33
"20170505_5,001-10,000",240,"1,741,678",1.57
"20170505_10,001-15,000",80,"988,377",0.89
"20170505_15,001-20,000",42,"715,949",0.64
"20170505_20,001-30,000",34,"839,985",0.75
"20170505_30,001-40,000",26,"926,745",0.83
"20170505_40,001-50,000",13,"592,207",0.53
"20170505_50,001-100,000",35,"2,539,661",2.29
"20170505_100,001-200,000",12,"1,773,439",1.6
"20170505_200,001-400,000",13,"3,680,433",3.32
"20170505_400,001-600,000",0,0,0.0
"20170505_600,001-800,000",2,"1,484,168",1.34
"20170505_800,001-1,000,000",3,"2,628,527",2.37
"20170505_1,000,001以上",22,"88,837,170",80.29
20170428_1-999,694,"198,084",0.17
"20170428_1,000-5,000","1,840","3,727,562",3.36
"20170428_5,001-10,000",239,"1,724,997",1.55
"20170428_10,001-15,000",84,"1,044,009",0.94
