date_level,population,stock number,total portion
20170609_1-999,"9,163","963,400",1.04
"20170609_1,000-5,000","1,880","4,330,049",4.69
"20170609_5,001-10,000",388,"3,248,125",3.52
"20170609_10,001-15,000",148,"1,951,775",2.11
"20170609_15,001-20,000",111,"2,107,481",2.28
"20170609_20,001-30,000",129,"3,310,212",3.58
"20170609_30,001-40,000",63,"2,254,807",2.44
"20170609_40,001-50,000",48,"2,187,851",2.37
"20170609_50,001-100,000",123,"9,119,114",9.88
"20170609_100,001-200,000",54,"7,835,160",8.49
"20170609_200,001-400,000",37,"10,342,154",11.21
"20170609_400,001-600,000",7,"3,333,000",3.61
"20170609_600,001-800,000",2,"1,472,000",1.59
"20170609_800,001-1,000,000",3,"2,751,000",2.98
"20170609_1,000,001以上",16,"37,049,623",40.15
20170603_1-999,"9,167","963,498",1.04
"20170603_1,000-5,000","1,897","4,348,254",4.71
"20170603_5,001-10,000",399,"3,354,801",3.63
"20170603_10,001-15,000",148,"1,952,775",2.11
"20170603_15,001-20,000",110,"2,083,481",2.25
"20170603_20,001-30,000",141,"3,629,212",3.93
"20170603_30,001-40,000",65,"2,302,807",2.49
"20170603_40,001-50,000",49,"2,236,851",2.42
"20170603_50,001-100,000",119,"8,698,802",9.42
"20170603_100,001-200,000",51,"7,368,472",7.98
"20170603_200,001-400,000",38,"10,616,154",11.50
"20170603_400,001-600,000",7,"3,373,000",3.65
"20170603_600,001-800,000",2,"1,457,000",1.57
"20170603_800,001-1,000,000",3,"2,751,000",2.98
"20170603_1,000,001以上",16,"37,119,644",40.23
20170526_1-999,"9,172","965,624",1.04
"20170526_1,000-5,000","1,957","4,449,253",4.82
"20170526_5,001-10,000",390,"3,269,801",3.54
"20170526_10,001-15,000",152,"2,012,648",2.18
"20170526_15,001-20,000",115,"2,171,481",2.35
"20170526_20,001-30,000",137,"3,533,524",3.83
"20170526_30,001-40,000",64,"2,266,807",2.45
"20170526_40,001-50,000",47,"2,155,851",2.33
"20170526_50,001-100,000",121,"8,779,802",9.51
"20170526_100,001-200,000",48,"6,922,160",7.50
"20170526_200,001-400,000",40,"11,201,154",12.14
"20170526_400,001-600,000",8,"3,890,000",4.21
"20170526_600,001-800,000",2,"1,441,000",1.56
