date_level,population,stock number,total portion
20170609_1-999,"12,414","1,214,056",0.33
"20170609_1,000-5,000","7,315","14,805,204",4.03
"20170609_5,001-10,000",992,"7,820,098",2.13
"20170609_10,001-15,000",238,"3,044,069",0.82
"20170609_15,001-20,000",190,"3,538,058",0.96
"20170609_20,001-30,000",125,"3,265,821",0.89
"20170609_30,001-40,000",69,"2,438,113",0.66
"20170609_40,001-50,000",47,"2,245,538",0.61
"20170609_50,001-100,000",114,"8,288,622",2.25
"20170609_100,001-200,000",55,"7,322,459",1.99
"20170609_200,001-400,000",33,"9,476,741",2.58
"20170609_400,001-600,000",9,"4,484,550",1.22
"20170609_600,001-800,000",10,"6,728,263",1.83
"20170609_800,001-1,000,000",3,"2,959,610",0.80
"20170609_1,000,001以上",42,"289,292,141",78.84
20170603_1-999,"12,414","1,214,866",0.33
"20170603_1,000-5,000","7,300","14,776,905",4.02
"20170603_5,001-10,000",993,"7,821,098",2.13
"20170603_10,001-15,000",240,"3,072,069",0.83
"20170603_15,001-20,000",189,"3,518,547",0.95
"20170603_20,001-30,000",125,"3,267,821",0.89
"20170603_30,001-40,000",70,"2,471,113",0.67
"20170603_40,001-50,000",46,"2,193,538",0.59
"20170603_50,001-100,000",115,"8,363,988",2.27
"20170603_100,001-200,000",52,"6,911,516",1.88
"20170603_200,001-400,000",35,"10,090,741",2.75
"20170603_400,001-600,000",8,"4,046,550",1.10
"20170603_600,001-800,000",10,"6,728,263",1.83
"20170603_800,001-1,000,000",3,"2,959,610",0.80
"20170603_1,000,001以上",42,"289,486,718",78.89
20170526_1-999,"12,422","1,215,866",0.33
"20170526_1,000-5,000","7,284","14,733,677",4.01
"20170526_5,001-10,000",997,"7,838,447",2.13
"20170526_10,001-15,000",236,"3,016,069",0.82
"20170526_15,001-20,000",187,"3,470,226",0.94
"20170526_20,001-30,000",129,"3,367,821",0.91
"20170526_30,001-40,000",70,"2,474,113",0.67
"20170526_40,001-50,000",47,"2,244,538",0.61
"20170526_50,001-100,000",112,"8,119,988",2.21
"20170526_100,001-200,000",54,"7,151,516",1.94
"20170526_200,001-400,000",35,"10,075,741",2.74
"20170526_400,001-600,000",8,"4,046,550",1.10
"20170526_600,001-800,000",10,"6,728,263",1.83
"20170526_800,001-1,000,000",3,"2,959,610",0.80
"20170526_1,000,001以上",42,"289,480,918",78.89
20170519_1-999,"12,428","1,214,482",0.33
"20170519_1,000-5,000","7,288","14,747,073",4.01
"20170519_5,001-10,000",999,"7,855,992",2.14
"20170519_10,001-15,000",236,"3,020,257",0.82
