date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2017-04-13,40.11,40.18,40.25,40.1,-0.06,-1,1484000,727,59601430
2017-04-14,40.03,40.0,40.04,40.0,-0.18,-1,29000,17,1160550
2017-04-17,39.82,40.17,40.2,39.82,0.17,1,1269000,81,50914250
2017-04-18,40.05,40.09,40.14,40.05,-0.08,-1,1921000,53,76999820
2017-04-19,40.58,40.52,40.59,40.51,0.43,1,2039000,192,82654310
2017-04-20,40.4,40.44,40.45,40.36,-0.08,-1,1758000,60,71058490
2017-04-21,40.25,40.19,40.25,40.16,-0.25,-1,1997000,44,80268050
2017-04-24,39.67,39.69,39.74,39.67,-0.5,-1,2064000,29,81938810
2017-04-25,39.86,39.82,39.86,39.82,0.13,1,2138000,38,85183070
2017-04-26,39.13,39.1,39.2,39.04,-0.72,-1,1934000,45,75612620
2017-04-27,39.36,39.41,39.43,39.36,0.31,1,2306000,38,90820390
2017-04-28,39.5,39.56,39.59,39.47,0.15,1,4742000,71,187455250
2017-05-02,39.07,39.14,39.17,39.05,-0.42,-1,6637000,75,259651810
2017-05-03,39.22,39.23,39.24,39.18,0.09,1,9254000,83,362938720
2017-05-04,39.22,39.37,39.37,39.22,0.14,1,3881000,56,152511100
2017-05-05,39.2,39.36,39.36,39.2,-0.01,-1,4511000,59,177006780
2017-05-08,39.2,39.26,39.27,39.2,-0.1,-1,3094000,33,121398900
2017-05-09,39.15,39.13,39.15,39.04,-0.13,-1,3824000,65,149499610
2017-05-10,39.16,39.26,39.27,39.16,0.13,1,4748000,39,186355260
2017-05-11,39.14,39.12,39.2,39.08,-0.14,-1,4553000,43,178173450
2017-05-12,39.11,39.17,39.21,39.06,0.05,1,6381000,65,249862260
2017-05-15,39.28,39.31,39.31,39.28,0.14,1,5265000,51,206928760
2017-05-16,39.13,39.24,39.24,39.13,-0.07,-1,1624000,15,63647370
2017-05-17,39.35,39.46,39.47,39.35,0.22,1,9442000,90,372258420
2017-05-18,39.68,39.92,39.96,39.68,0.46,1,8207000,101,327603330
2017-05-19,39.9,40.05,40.15,39.9,0.13,1,7252000,89,290728620
2017-05-22,39.83,39.76,39.84,39.71,-0.29,-1,7378000,63,293464520
2017-05-23,39.83,39.96,39.98,39.82,0.2,1,4627000,70,184559840
2017-05-24,39.73,39.8,39.8,39.73,-0.16,-1,7469000,77,296969070
2017-05-25,39.79,39.78,39.81,39.77,-0.02,-1,3968000,44,157900680
2017-05-26,39.79,39.85,39.85,39.79,0.07,1,3385000,34,134774890
2017-05-31,39.86,40.06,40.1,39.86,0.21,1,2665000,26,106724320
2017-06-01,40.06,40.17,40.2,40.05,0.11,1,6953000,88,279144480
2017-06-02,40.15,40.22,40.23,40.15,0.05,1,8800000,96,353797370
2017-06-03,40.3,40.55,40.55,40.3,0.33,1,103000,31,4172300
2017-06-05,40.61,40.57,40.62,40.56,0.02,1,11689000,85,474583680
