date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2015-06-23,1.12,1.19,1.28,1.12,0.21,1,1179000,33,1369580
2015-06-24,1.19,1.13,1.19,1.11,-0.06,-1,805000,23,931480
2015-06-25,1.14,1.16,1.17,1.14,0.03,1,283000,5,326080
2015-06-26,1.16,1.16,1.17,1.14,0.0,0,150000,5,173300
2015-06-29,1.08,1.01,1.11,1.01,-0.15,-1,619000,10,639680
2015-06-30,1.06,1.03,1.06,1.02,0.02,1,259000,5,266640
2015-07-01,1.05,1.09,1.12,1.05,0.06,1,516000,13,564340
2015-07-02,1.08,1.21,1.21,1.08,0.12,1,1022000,24,1177650
2015-07-03,1.18,1.14,1.23,1.14,-0.07,-1,1064000,34,1256460
2015-07-06,1.09,0.99,1.11,0.99,-0.15,-1,548000,23,595420
2015-07-07,1.01,0.92,1.01,0.89,-0.07,-1,135000,6,121410
2015-07-08,0.88,0.83,0.88,0.7,-0.09,-1,262000,9,208090
2015-07-09,0.7,0.81,0.88,0.7,-0.02,-1,697000,11,531990
2015-07-13,0.79,0.78,0.79,0.77,-0.03,-1,258000,4,200740
2015-07-14,0.85,0.86,0.87,0.85,0.08,1,195000,6,167700
2015-07-15,0.86,0.86,0.86,0.86,0.0,0,100000,1,86000
2015-07-16,0.82,0.82,0.82,0.82,-0.04,-1,20000,1,16400
2015-07-17,0.79,0.79,0.79,0.79,-0.03,-1,80000,1,63200
2015-07-20,0.69,0.69,0.69,0.69,-0.1,-1,27000,1,18630
2015-07-21,0.65,0.58,0.65,0.58,-0.11,-1,153000,2,90630
2015-07-23,0.48,0.46,0.48,0.46,-0.04,-1,40000,2,18600
2015-08-06,0.24,0.24,0.24,0.24,0.03,1,10000,1,2400
