date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2009-06-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2009-06-02,1.56,1.56,1.56,1.56,0.03,1,6000,1,9360
2009-06-03,1.3,1.3,1.3,1.3,-0.26,-1,4000,1,5200
2009-06-04,1.27,1.24,1.27,1.24,-0.06,-1,6000,2,7590
2009-06-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2009-06-06,1.22,1.42,1.42,1.22,0.18,1,27000,3,36090
2009-06-08,1.5,1.5,1.5,1.5,0.08,1,5000,1,7500
2009-06-09,1.66,1.53,1.66,1.47,0.03,1,150000,11,243110
2009-06-10,2.08,1.61,2.08,1.59,0.08,1,153000,16,261730
2009-06-11,1.57,1.52,1.57,1.35,-0.09,-1,129000,5,182570
2009-06-12,1.66,1.52,1.69,1.5,0.0,0,123000,13,201010
2009-06-15,1.2,1.17,1.2,1.17,-0.35,-1,25000,2,29850
2009-06-16,1.12,0.97,1.12,0.97,-0.2,-1,50000,5,52500
2009-06-17,1.08,1.08,1.08,1.08,0.11,1,25000,1,27000
2009-06-18,1.17,1.08,1.17,1.02,0.0,0,50000,3,53850
2009-06-19,1.04,1.05,1.05,1.04,-0.03,-1,8000,2,8350
2009-06-22,1.05,1.04,1.05,1.04,-0.01,-1,5000,2,5230
2009-06-23,0.92,0.92,0.92,0.92,-0.12,-1,3000,1,2760
2009-06-24,0.95,0.98,0.98,0.94,0.06,1,33000,4,31330
2009-06-25,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2009-06-26,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2009-06-29,1.06,1.06,1.06,1.06,0.08,1,1000,1,1060
2009-06-30,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2009-07-01,1.11,1.08,1.11,1.08,0.02,1,55000,5,60300
2009-07-02,1.16,1.13,1.16,1.13,0.05,1,15000,2,17100
2009-07-03,1.2,1.2,1.2,1.2,0.07,1,1000,1,1200
2009-07-06,1.22,1.22,1.22,1.22,0.02,1,1000,1,1220
2009-07-07,1.25,1.25,1.25,1.25,0.03,1,6000,2,7500
2009-07-08,1.28,1.26,1.28,1.25,0.01,1,40000,3,50450
2009-07-09,1.29,1.28,1.29,1.28,0.02,1,35000,2,44850
2009-07-10,1.31,1.24,1.31,1.24,-0.04,-1,20000,2,25500
2009-07-13,1.09,1.01,1.09,1.01,-0.23,-1,16000,2,16240
2009-07-14,1.01,1.02,1.02,1.01,0.01,1,30000,2,30500
2009-07-15,1.12,1.12,1.12,1.1,0.1,1,70000,3,78000
2009-07-16,1.09,1.09,1.09,1.09,-0.03,-1,140000,3,152600
2009-07-17,1.12,1.2,1.2,1.12,0.11,1,11000,2,12400
2009-07-20,1.26,1.26,1.26,1.26,0.06,1,20000,1,25200
2009-07-21,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2009-07-22,1.34,1.3,1.34,1.3,0.04,1,30000,2,39200
2009-07-23,1.41,1.49,1.49,1.36,0.19,1,24000,3,33660
2009-07-24,1.58,1.65,1.77,1.58,0.16,1,192000,11,326140
2009-07-27,1.81,1.72,1.93,1.66,0.07,1,122000,11,222330
2009-07-28,1.78,1.78,1.78,1.78,0.06,1,11000,1,19580
2009-07-29,1.93,1.99,2.17,1.93,0.21,1,59000,7,118570
2009-07-30,1.9,1.88,1.96,1.88,-0.11,-1,26000,5,49350
2009-07-31,2.06,2.24,2.26,2.0,0.36,1,42000,8,90340
2009-08-03,2.48,2.3,2.48,2.3,0.06,1,36000,7,86980
2009-08-04,2.16,1.82,2.16,1.82,-0.48,-1,28000,5,55820
2009-08-05,1.86,1.8,1.86,1.8,-0.02,-1,20000,2,36600
2009-08-06,1.64,1.64,1.64,1.64,-0.16,-1,8000,1,13120
2009-08-10,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2009-08-11,1.64,1.64,1.64,1.64,0.0,0,2000,1,3280
2009-08-12,1.67,1.67,1.67,1.67,0.03,1,6000,2,10020
2009-08-13,1.78,1.88,1.92,1.78,0.21,1,58000,4,107040
2009-08-14,1.98,2.12,2.12,1.98,0.24,1,65000,5,132200
2009-08-17,2.15,2.29,2.29,2.15,0.17,1,24000,4,53200
2009-08-18,2.0,2.0,2.0,2.0,-0.29,-1,3000,1,6000
2009-08-19,1.99,2.1,2.12,1.95,0.1,1,43000,7,87220
2009-08-20,1.93,1.91,1.99,1.83,-0.19,-1,77000,6,148970
2009-08-21,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2009-08-24,2.01,1.99,2.01,1.99,0.08,1,102000,2,204000
2009-08-25,1.96,1.88,1.96,1.88,-0.11,-1,63000,2,122520
2009-08-26,0.0,0.0,0.0,0.0,0.0,0,0,0,0
