date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2011-07-08,10.8,10.2,10.8,10.2,-1.1,-1,7000,6,73600
2011-07-11,11.4,11.6,11.6,11.4,1.4,1,7000,3,80800
2011-07-12,10.6,9.5,10.6,9.5,-2.1,-1,2000,2,20100
2011-07-13,9.25,9.75,9.75,9.25,0.25,1,2000,2,19000
2011-07-14,9.1,8.85,9.5,8.85,-0.9,-1,8000,7,73700
2011-07-15,9.3,9.4,9.5,9.3,0.55,1,31000,5,294000
2011-07-18,8.75,8.9,9.1,8.75,-0.5,-1,7000,5,62750
2011-07-19,8.8,8.85,9.3,8.8,-0.05,-1,10000,8,89200
2011-07-20,9.1,9.55,9.65,9.1,0.7,1,18000,11,169750
2011-07-21,9.85,9.7,10.2,9.7,0.15,1,45000,11,441250
2011-07-22,9.6,9.45,9.6,9.45,-0.25,-1,8000,6,76250
2011-07-25,8.6,8.7,8.7,8.45,-0.75,-1,15000,9,128800
2011-07-26,8.5,8.7,9.0,8.5,0.0,0,68000,13,600000
2011-07-27,8.8,9.9,10.0,8.8,1.2,1,24000,14,230250
2011-07-28,9.55,9.25,9.55,9.2,-0.65,-1,51000,15,476100
2011-07-29,9.45,9.45,9.45,9.2,0.2,1,35000,5,325250
2011-08-01,9.35,8.6,9.35,8.6,-0.85,-1,45000,15,396100
2011-08-02,8.8,8.35,8.8,8.35,-0.25,-1,19000,8,162500
2011-08-03,7.0,5.55,7.0,5.4,-2.8,-1,161000,28,933300
