date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2013-05-30,0.39,0.39,0.39,0.39,-0.04,-1,10000,1,3900
2013-05-31,0.37,0.37,0.37,0.37,-0.02,-1,10000,1,3700
2013-06-03,0.37,0.37,0.37,0.37,0.0,0,4000,1,1480
2013-06-04,0.39,0.39,0.39,0.39,0.02,1,3000,1,1170
2013-06-05,0.41,0.41,0.41,0.41,0.02,1,17000,2,6970
2013-06-06,0.38,0.39,0.39,0.38,-0.02,-1,15000,2,5750
2013-06-07,0.4,0.4,0.4,0.4,0.01,1,5000,1,2000
2013-06-10,0.39,0.39,0.39,0.39,-0.01,-1,10000,1,3900
2013-06-13,0.5,0.5,0.5,0.5,0.1,1,10000,1,5000
2013-06-14,0.45,0.45,0.45,0.45,-0.05,-1,10000,1,4500
2013-06-25,0.48,0.48,0.48,0.48,0.06,1,99000,1,47520
2013-06-26,0.45,0.43,0.45,0.43,-0.05,-1,70000,2,31100
2013-06-27,0.42,0.39,0.42,0.39,-0.04,-1,60000,2,24900
2013-07-04,0.38,0.38,0.38,0.38,0.05,1,100000,2,38000
2013-07-09,0.34,0.34,0.34,0.34,-0.02,-1,99000,1,33660
2013-07-10,0.32,0.32,0.32,0.32,-0.02,-1,10000,1,3200
2013-07-11,0.27,0.27,0.27,0.27,-0.05,-1,20000,2,5400
2013-07-12,0.3,0.3,0.3,0.3,0.03,1,10000,1,3000
2013-07-15,0.27,0.27,0.27,0.27,-0.03,-1,10000,1,2700
2013-07-17,0.28,0.28,0.28,0.28,0.01,1,30000,1,8400
2013-07-18,0.27,0.27,0.27,0.27,-0.01,-1,30000,1,8100
2013-07-19,0.3,0.34,0.34,0.3,0.07,1,202000,5,62600
2013-07-22,0.28,0.3,0.3,0.28,-0.04,-1,280000,9,82200
2013-07-23,0.27,0.28,0.28,0.27,-0.02,-1,80000,2,22000
2013-07-24,0.27,0.28,0.28,0.27,0.0,0,210000,8,58000
2013-07-25,0.36,0.36,0.38,0.35,0.08,1,753000,11,277170
2013-07-26,0.35,0.36,0.36,0.35,0.0,0,86000,2,30120
2013-07-29,0.42,0.46,0.46,0.42,0.1,1,542000,4,236870
2013-07-31,0.48,0.48,0.48,0.48,0.04,1,5000,1,2400
2013-08-02,0.48,0.48,0.48,0.48,0.0,0,55000,2,26400
2013-08-06,0.45,0.45,0.45,0.45,-0.02,-1,50000,1,22500
2013-08-09,0.61,0.56,0.61,0.56,0.09,1,4000,2,2340
2013-08-14,0.41,0.41,0.41,0.41,-0.12,-1,4000,1,1640
2013-08-22,0.51,0.51,0.51,0.51,0.04,1,16000,2,8160
2013-08-23,0.45,0.45,0.45,0.45,-0.06,-1,8000,1,3600
2013-08-26,0.39,0.4,0.4,0.39,-0.05,-1,32000,2,12640
2013-08-27,0.41,0.43,0.43,0.41,0.03,1,32000,2,13440
2013-08-28,0.41,0.41,0.41,0.41,-0.02,-1,32000,2,13120
2013-08-29,0.39,0.39,0.39,0.39,-0.02,-1,32000,2,12480
2013-08-30,0.4,0.4,0.4,0.4,0.01,1,32000,2,12800
2013-09-02,0.33,0.34,0.34,0.33,-0.06,-1,32000,2,10720
2013-09-03,0.31,0.31,0.31,0.31,-0.03,-1,16000,1,4960
2013-09-05,0.25,0.25,0.25,0.25,-0.06,-1,150000,1,37500
2013-09-11,0.28,0.28,0.28,0.28,-0.03,-1,10000,1,2800
2013-09-12,0.28,0.28,0.28,0.28,0.0,0,20000,1,5600
2013-09-13,0.27,0.27,0.27,0.27,-0.01,-1,20000,1,5400
2013-09-14,0.25,0.25,0.25,0.25,-0.02,-1,20000,1,5000
2013-09-16,0.22,0.19,0.22,0.19,-0.06,-1,189000,5,38510
2013-09-17,0.19,0.2,0.2,0.19,0.01,1,269000,4,53200
2013-09-27,0.25,0.25,0.25,0.25,-0.02,-1,10000,1,2500
2013-10-04,0.23,0.23,0.23,0.23,-0.02,-1,140000,2,32200
2013-10-16,0.21,0.21,0.21,0.21,-0.01,-1,60000,1,12600
2013-10-21,0.17,0.18,0.18,0.17,0.01,1,20000,2,3500
2013-10-23,0.19,0.24,0.24,0.19,0.04,1,73000,3,16820
2013-10-24,0.24,0.25,0.27,0.23,0.01,1,330000,17,82720
2013-10-25,0.18,0.17,0.18,0.17,-0.08,-1,233000,4,39850
2013-10-28,0.17,0.17,0.17,0.17,0.0,0,10000,1,1700
2013-11-01,0.19,0.19,0.19,0.19,0.01,1,150000,1,28500
2013-11-06,0.24,0.24,0.25,0.24,0.02,1,153000,8,37920
2013-11-07,0.21,0.21,0.22,0.21,-0.03,-1,165000,3,34750
2013-11-08,0.22,0.23,0.23,0.21,0.02,1,58000,4,12740
2013-11-13,0.19,0.18,0.19,0.18,-0.01,-1,26000,3,4880
2013-11-14,0.19,0.2,0.21,0.19,0.02,1,124000,8,24800
2013-11-15,0.19,0.19,0.19,0.19,-0.01,-1,70000,1,13300
2013-11-19,0.26,0.26,0.26,0.26,0.07,1,50000,5,13000
2013-11-20,0.32,0.32,0.32,0.32,0.06,1,50000,1,16000
