date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2012-04-13,0.37,0.37,0.37,0.37,-0.02,-1,13000,1,4810
2012-04-16,0.38,0.38,0.38,0.38,0.01,1,13000,1,4940
2012-04-25,0.31,0.31,0.31,0.31,-0.03,-1,50000,1,15500
2012-05-02,0.24,0.24,0.24,0.24,-0.05,-1,38000,2,9120
2012-05-03,0.25,0.24,0.25,0.24,0.0,0,60000,2,14700
2012-05-04,0.24,0.25,0.25,0.24,0.01,1,110000,3,26700
2012-05-07,0.26,0.27,0.27,0.26,0.02,1,38000,2,9960
2012-05-18,0.28,0.28,0.28,0.28,0.04,1,20000,1,5600
2012-05-21,0.27,0.25,0.27,0.25,-0.03,-1,139000,3,37130
2012-05-25,0.25,0.25,0.25,0.25,0.01,1,99000,1,24750
2012-05-29,0.21,0.21,0.21,0.21,-0.04,-1,20000,1,4200
2012-06-01,0.24,0.24,0.24,0.24,0.03,1,6000,1,1440
2012-06-04,0.25,0.25,0.25,0.25,0.01,1,6000,1,1500
2012-06-07,0.28,0.26,0.28,0.26,-0.05,-1,75000,2,20000
2012-06-08,0.26,0.26,0.26,0.26,0.0,0,50000,1,13000
2012-06-11,0.24,0.23,0.24,0.23,-0.03,-1,20000,2,4700
2012-06-12,0.22,0.2,0.22,0.2,-0.03,-1,32000,2,6700
2012-06-13,0.19,0.18,0.19,0.18,-0.02,-1,61000,3,11380
2012-06-15,0.18,0.18,0.18,0.18,0.0,0,22000,1,3960
2012-06-18,0.16,0.16,0.16,0.16,-0.02,-1,20000,1,3200
2012-07-19,0.1,0.1,0.1,0.1,-0.02,-1,14000,2,1400
2012-07-23,0.1,0.1,0.1,0.1,0.0,0,10000,1,1000
