date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2017-03-30,9.94,9.92,10.0,9.91,-0.06,-1,2013000,886,20033190
2017-03-31,9.94,9.88,9.96,9.88,-0.04,-1,2233000,198,22171670
2017-04-05,9.94,10.05,10.05,9.94,0.17,1,3815000,539,38183700
2017-04-06,10.04,9.96,10.04,9.95,-0.09,-1,1012000,58,10114610
2017-04-07,9.93,9.89,9.93,9.75,-0.07,-1,1406000,98,13807030
2017-04-10,9.91,9.93,9.94,9.88,0.04,1,958000,44,9504710
2017-04-11,9.88,9.86,10.0,9.85,-0.07,-1,2075000,64,20626850
2017-04-12,9.85,9.84,9.87,9.78,-0.02,-1,1481000,55,14567600
2017-04-13,9.84,9.91,9.94,9.84,0.07,1,1522000,47,15053960
2017-04-14,9.81,9.68,9.81,9.68,-0.23,-1,1645000,90,16038150
2017-04-17,9.73,9.66,9.73,9.59,-0.02,-1,875000,48,8445290
2017-04-18,9.76,9.7,9.76,9.68,0.04,1,833000,30,8084050
2017-04-19,9.61,9.52,9.64,9.51,-0.18,-1,1228000,95,11767320
2017-04-20,9.5,9.53,9.56,9.48,0.01,1,2058000,91,19599780
2017-04-21,9.61,9.69,9.69,9.61,0.16,1,1576000,77,15205940
2017-04-24,9.8,9.71,9.81,9.65,0.02,1,1093000,57,10598750
2017-04-25,9.77,9.89,9.89,9.74,0.18,1,2144000,103,21056510
2017-04-26,9.98,9.96,10.0,9.93,0.07,1,1623000,93,16183650
