date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2017-05-22,0.64,0.67,0.67,0.64,0.03,1,865000,15,571200
2017-05-23,0.63,0.63,0.63,0.61,-0.04,-1,1413000,19,879830
2017-05-24,0.59,0.6,0.61,0.59,-0.03,-1,799000,3,482070
2017-05-25,0.59,0.59,0.59,0.59,-0.01,-1,636000,6,375240
2017-05-26,0.6,0.61,0.61,0.6,0.02,1,493000,5,295900
2017-05-31,0.58,0.59,0.59,0.58,-0.02,-1,399000,8,234080
2017-06-01,0.58,0.58,0.58,0.58,-0.01,-1,266000,3,154280
2017-06-02,,,,,0.0,0,0,0,0
2017-06-03,,,,,0.0,0,0,0,0
2017-06-05,0.51,0.51,0.51,0.51,0.0,0,10000,1,5100
