date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2017-05-22,22.1,22.1,22.1,22.1,0.0,0,1000,1,22100
2017-05-23,21.9,21.9,22.1,21.9,-0.2,-1,24000,5,529800
2017-05-24,21.9,21.9,21.9,21.9,0.0,0,32000,12,700800
2017-05-25,22.1,22.2,22.2,22.1,0.3,1,3000,2,66400
2017-05-26,22.2,22.1,22.2,22.1,-0.1,-1,40000,2,886000
2017-05-31,22.3,22.3,22.3,22.3,0.2,1,1000,1,22300
2017-06-01,,,,,0.0,0,0,0,0
2017-06-02,22.3,22.1,22.3,22.0,0.0,0,41000,6,911800
2017-06-03,22.2,22.1,22.2,22.0,0.0,0,203000,16,4496100
2017-06-05,22.2,22.2,22.2,22.2,0.1,1,1000,1,22200
