date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2017-05-22,0.72,0.72,0.72,0.72,0.0,0,100000,1,72000
2017-05-23,0.69,0.65,0.69,0.65,-0.07,-1,37000,3,24930
2017-05-24,0.66,0.64,0.66,0.64,-0.01,-1,175000,4,115400
2017-05-25,0.63,0.66,0.66,0.63,0.02,1,96000,3,60850
2017-05-26,0.63,0.67,0.67,0.63,0.01,1,94000,3,61100
2017-05-31,0.64,0.66,0.66,0.64,-0.01,-1,20000,2,13000
2017-06-01,0.67,0.67,0.67,0.67,0.01,1,10000,1,6700
2017-06-02,0.63,0.63,0.63,0.63,-0.04,-1,1000,1,630
2017-06-03,,,,,0.0,0,0,0,0
2017-06-05,0.5,0.5,0.5,0.5,0.0,0,1000,1,500
