date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2017-05-22,0.21,0.19,0.21,0.19,0.0,0,284000,7,55860
2017-05-23,0.18,0.17,0.18,0.17,-0.02,-1,42000,3,7200
2017-05-24,0.24,0.3,0.31,0.24,0.13,1,388000,17,103750
2017-05-25,0.38,0.58,0.59,0.38,0.28,1,388000,22,190770
2017-05-26,0.6,0.57,0.63,0.54,-0.01,-1,363000,9,213460
2017-05-31,0.57,0.58,0.59,0.57,0.01,1,119000,5,70110
2017-06-01,0.52,0.55,0.55,0.52,-0.03,-1,26000,2,13700
2017-06-02,0.58,0.69,0.75,0.58,0.14,1,414000,17,280420
2017-06-03,0.73,0.72,0.73,0.7,0.03,1,271000,9,194320
2017-06-05,0.93,0.98,1.0,0.91,0.26,1,390000,15,365030
